synset	lemma	annotation	goodness label
02225510-a	berbakat	KEEP	Y
02024928-a	megah	KEEP	None
00625119-v	baca	KEEP	Y
02075857-v	membelok	DELETE	O
02448185-v	kelola	KEEP	O
08613593-n	nampaknya	DELETE	None
02702830-v	sesuai	KEEP	O
00099527-r	kurang	KEEP	O
00461782-n	boling	KEEP	O
00488187-a	jarang sekali terdapat	DELETE	X
00524682-v	mempermahirkan	DELETE	X
01849221-v	datanglah	KEEP	X
02612762-v	menghadiri	KEEP	O
02422026-v	bebas	KEEP	L
04562658-n	air	DELETE	O
03282295-n	kedutaan	KEEP	Y
04916342-n	sifat	KEEP	O
00668805-v	haah	DELETE	None
00378069-n	pembakaran	KEEP	O
00883297-n	pengantar	KEEP	None
00049003-n	kemasukan	DELETE	O
08565894-n	ujung	KEEP	Y
00542120-v	menjadi	KEEP	None
03506370-n	spa	KEEP	None
00043003-r	maka	KEEP	L
02248465-v	temukan	KEEP	None
01410606-a	serua	DELETE	X
12433178-n	bawang merah	KEEP	O
00846052-a	yang terpilih	KEEP	X
01021629-v	dapat diatur	KEEP	X
00257770-n	mandi	KEEP	O
03542333-n	the scarlet	KEEP	None
00850183-a	fine	KEEP	None
08491027-n	alamat	KEEP	Y
06878071-n	senyum	KEEP	Y
00027384-r	walaupun	KEEP	O
02717102-v	menghantar	DELETE	O
02526934-v	berhasil	KEEP	O
02671780-n	aksesoris	KEEP	None
02187073-a	8	KEEP	None
01843904-v	bertamasya	KEEP	O
03574816-n	alat	KEEP	X
00674607-v	memasukkan	DELETE	O
04241940-n	belahan	KEEP	O
00113082-r	selain	KEEP	Y
00098625-n	pelayanan	KEEP	None
02233704-v	mengunduh	KEEP	O
13855627-n	kontras	KEEP	Y
06855432-n	cetak	KEEP	None
01261293-n	seru	KEEP	None
12358293-n	cardamom	KEEP	X
10583387-n	pemukim	KEEP	None
01249490-v	diserut	KEEP	None
08562757-n	far east	KEEP	None
07565259-n	meja	KEEP	O
02154508-v	temukan	KEEP	None
00758333-v	membutuhkan	DELETE	O
08556386-n	kejauhan	KEEP	L
01462324-a	kesayangan	KEEP	O
02717472-v	bergelayut	KEEP	None
02678438-v	mengenai	KEEP	O
00678282-v	merencanakan	KEEP	O
01999798-v	membawa pergi	DELETE	X
02208537-v	membawa	DELETE	O
02466132-n	fin	KEEP	None
01462005-v	mengacau	DELETE	O
08594286-n	garisan	DELETE	None
80001133-n	kami	KEEP	None
01083373-v	makan	DELETE	O
00897241-v	menyapa	KEEP	O
07868955-n	fishball	KEEP	None
04197391-n	kemeja	KEEP	Y
02126140-a	berdasarkan	KEEP	Y
90000063-n	Makanan India	KEEP	None
02521410-v	menyanggahi	DELETE	X
02209745-v	melanggani	KEEP	None
01442186-a	pendek	KEEP	Y
01456710-a	bernas	DELETE	O
01675190-a	mengagumkan	KEEP	Y
00678666-a	siang	KEEP	O
02524171-v	memenangkan	KEEP	O
01410606-a	berserupa	DELETE	Y
13817526-n	%	KEEP	None
00162688-v	diperbarui	KEEP	None
00020476-r	seringkali	KEEP	X
00085002-r	ke	DELETE	Y
00249736-r	di sisinya	DELETE	X
00486990-a	sering	KEEP	O
00118567-a	semarak	KEEP	None
03176763-n	store	KEEP	None
80001374-n	jeruk obat	KEEP	None
90000018-n	Chingay Festival	KEEP	None
10112591-n	kawan	KEEP	O
04606014-n	karangan bunga	KEEP	O
90000124-n	city hall	KEEP	None
06766190-n	referensi	KEEP	None
13771290-n	beberapa	KEEP	O
15206296-n	sebulan	KEEP	None
01439155-a	lama	KEEP	O
08954611-n	korea	KEEP	None
02153174-a	sendiri	KEEP	O
00819024-n	pemeliharaan	KEEP	O
04928903-n	gaya	KEEP	Y
10006511-n	keturunan	KEEP	O
08566028-n	ujung	KEEP	O
01921964-v	memanjat	KEEP	Y
06146880-n	etnologi	KEEP	O
02305586-v	mendapatkan	KEEP	Y
02633356-v	terdiri dari	KEEP	X
01028748-v	menamai	KEEP	O
13863771-n	tali	DELETE	O
80001707-n	kecerdasan buatan	KEEP	None
02756098-n	pakaian	KEEP	O
01275762-v	bergaris	KEEP	O
08593262-n	baris	DELETE	O
02686471-v	menuntun	DELETE	O
14050871-n	merah	DELETE	O
02186338-a	suatu	KEEP	L
06210791-n	segi	KEEP	O
00045607-r	melewati	KEEP	O
01742537-a	berperang	KEEP	O
01930482-v	mengarik	DELETE	O
02359464-a	yang mengejutkan	KEEP	X
00805376-v	setuju	KEEP	O
00542099-a	tersebar	KEEP	L
01233156-n	kunjung	KEEP	X
00651145-v	diperlakukan	KEEP	X
00950272-a	bhg dalam	DELETE	X
02647497-v	buyar	DELETE	O
06371999-n	cerita pendek	KEEP	O
05669797-n	warisan	KEEP	O
90000098-n	singapore river festival	KEEP	None
03052018-a	birma	KEEP	None
00965606-a	sudah biasa	DELETE	X
90000300-n	prata	KEEP	None
80000289-n	otak	KEEP	None
01579128-a	yang akhir	KEEP	X
02251743-v	bayar	KEEP	Y
09632518-n	pekerja	KEEP	Y
02686568-n	pesawat udara	KEEP	None
00835292-a	menarik	KEEP	O
02148788-v	menyelenggarakan	KEEP	O
00612612-v	ditandai	KEEP	None
05714466-n	aroma	KEEP	O
01815628-v	puaskan	KEEP	None
01665638-v	masak	KEEP	L
00697419-v	simak	KEEP	None
08963369-n	malaya	KEEP	None
00610538-v	mengingatkan	KEEP	O
05669797-n	pusaka	KEEP	O
07058064-n	techno	KEEP	None
01323958-v	terbunuh	KEEP	X
09686401-n	eurasia	KEEP	None
08518505-n	ibukota	KEEP	X
15207872-n	bulan	KEEP	O
02603699-v	nampak	DELETE	O
11717399-n	teratai	KEEP	O
09376198-n	laut	KEEP	O
02535896-v	menetralkan	KEEP	O
01588619-a	tinggi	KEEP	O
01391351-a	kecil”	KEEP	None
01693881-v	salin	KEEP	Y
08593262-n	dawai	DELETE	O
02116118-v	merangsang	KEEP	O
00143201-s	dengan tangan hampa	KEEP	None
06619428-n	acara	KEEP	Y
90000328-n	Hari Raya	KEEP	None
01169067-v	membaham	DELETE	O
08544813-n	tanah	KEEP	O
01028748-v	disebut	KEEP	None
05217168-n	susuk badan	DELETE	None
90000134-n	great singapore sale	KEEP	None
00181075-r	lepas	KEEP	None
00107416-r	baru ini	KEEP	None
03716656-n	buddhis	KEEP	None
07804323-n	kwetiau	KEEP	None
01115349-a	asli	KEEP	O
07663899-n	kue	KEEP	O
02210119-v	menampung	KEEP	O
00881661-v	memuji	KEEP	O
02343517-a	baik	KEEP	None
05930736-n	bentuk	KEEP	Y
00233335-v	membatasi	KEEP	Y
13736799-n	separuh	KEEP	Y
00576680-a	selaras	KEEP	O
09433839-n	garis pantai	KEEP	O
02464866-v	bertanggung jawab	KEEP	O
02679899-v	pertahankan	KEEP	L
02236624-v	memasukkan	DELETE	O
01729566-a	dahulu	KEEP	O
07560193-n	siap	KEEP	None
02394183-v	mengisi	DELETE	O
00025728-r	seluruh	KEEP	None
01928838-v	melangkah	KEEP	O
13961399-n	hidup	KEEP	Y
01686956-v	menampilkan	KEEP	O
00275290-a	redup	KEEP	L
02269039-a	tiada	KEEP	O
00467995-n	hoki	KEEP	O
01208797-n	terima kasih	DELETE	O
01801029-a	memuaskan	KEEP	Y
02087745-v	ayunkan	KEEP	X
01230350-v	menusuk	KEEP	O
02930766-n	taxi	KEEP	X
90000201-n	ION	KEEP	None
06635509-n	isi	KEEP	O
00008600-r	sendirian	KEEP	O
76100070-x	ekor	KEEP	None
00024356-r	belum	KEEP	O
13250048-n	tanah	KEEP	O
02355596-v	melakukan	DELETE	O
07285403-n	memesona	KEEP	None
05750657-n	gaya	KEEP	Y
00325208-v	tumis	KEEP	None
07560652-n	makanan dan minuman	DELETE	X
02813645-n	bazaar	KEEP	None
01235859-a	vertikal	KEEP	O
00674270-a	buatan sendiri	KEEP	L
00488187-a	unik	KEEP	O
00813790-v	mempengerusikan	DELETE	None
02491383-v	berpesta	KEEP	O
07579575-n	makanan utama	KEEP	X
05217168-n	daging	KEEP	X
06514093-n	sejarah	KEEP	Y
01651741-a	dalam	DELETE	O
00320852-n	prakata	DELETE	O
00004722-r	melainkan	KEEP	O
09612848-n	pelanggan	KEEP	Y
08613733-n	luar	KEEP	O
02511528-a	keras	KEEP	O
00543410-v	tumbuh	KEEP	O
00786195-n	coba	KEEP	O
00486067-r	di bawah	KEEP	O
01215392-n	persetujuan	KEEP	Y
01780202-v	takut	KEEP	Y
13932045-n	negeri impian	KEEP	X
00061203-r	berikut	KEEP	None
90000176-n	dewa sri krishna	KEEP	None
01104637-n	pembangunan	KEEP	O
00251791-v	datang	KEEP	O
07140659-n	diskusi	KEEP	O
00008007-r	benar	KEEP	None
00009147-v	gugur	KEEP	O
15196186-n	natal	KEEP	O
01160031-a	merugikan	KEEP	O
02343931-a	premium	KEEP	L
07783667-n	ikan teri	KEEP	X
00319886-v	panggang	KEEP	None
01415219-a	sederhana	KEEP	O
08565894-n	akhir	KEEP	Y
02204716-a	20	KEEP	None
08508105-n	berasal	KEEP	O
90000213-n	clarke quay	KEEP	None
00258549-r	melengkung ke dalam	DELETE	X
02299437-a	berbintang	KEEP	O
04815177-n	kelas	KEEP	O
76100083-x	pintu	KEEP	None
09877951-n	sahabat	KEEP	O
00347610-v	serang	KEEP	L
02768579-v	mengepul	KEEP	O
06157326-n	seni pertunjukan	KEEP	X
07486229-n	keinginan	KEEP	O
08593262-n	barisan	DELETE	O
07272084-n	logo	KEEP	O
04924103-n	usia	KEEP	O
01564144-v	merosakkan	DELETE	None
00484680-a	nirlaba	KEEP	None
13947645-n	duduknya	DELETE	X
05633860-n	daya	KEEP	O
10307234-n	anggota	KEEP	Y
13661273-n	dollar	KEEP	None
00073033-r	hampir	KEEP	Y
00056539-r	sesungguhnya	KEEP	None
02393086-a	artistik	KEEP	L
00015388-n	makhluk	KEEP	Y
07412478-n	sepercik	KEEP	X
02176178-a	kompleks	KEEP	Y
00674607-v	ambil	KEEP	Y
00616654-a	barbecued	KEEP	None
00672433-v	perkiraan	KEEP	O
05820620-n	contoh	KEEP	Y
00251791-v	berasal dari	KEEP	X
01188725-v	berhasrat	DELETE	Y
00838367-n	makan	KEEP	O
15204983-n	berpuluh-puluh	KEEP	None
01985029-v	berbaring	KEEP	Y
07185076-n	penawaran	KEEP	None
01105840-a	nasional	KEEP	O
00272844-r	melintasi	KEEP	Y
06880664-n	perlambang	KEEP	O
07231294-n	tantangan	KEEP	O
04007894-n	produk	KEEP	O
02413480-v	bekerja	KEEP	O
08622950-n	tapak	DELETE	O
02809105-n	batik	KEEP	O
02858304-n	perahu	KEEP	Y
02747709-v	melanjutkan	DELETE	O
00406243-v	menyediakan	KEEP	O
10231515-n	raja	KEEP	Y
07701372-n	tagliatelle	KEEP	X
08156392-n	ming	KEEP	None
02921592-n	botol minyak	DELETE	X
01839317-a	sangat	KEEP	O
02735688-n	teras	KEEP	None
02794670-a	sendiri	KEEP	O
07680932-n	bapao	KEEP	None
14943580-n	kayu	KEEP	O
01564144-v	memakan	DELETE	O
02678839-v	mempesona	KEEP	X
02755017-v	tentang	DELETE	Y
03988170-n	tiang	KEEP	O
02700029-a	kolonial	KEEP	O
02130160-v	lihatlah	KEEP	X
00034479-n	hal	KEEP	O
02056265-a	spiritual	KEEP	None
02006834-v	mengenai	DELETE	O
02568672-v	mengakok	DELETE	O
02396911-a	bercitarasa	KEEP	None
06879521-n	tampil	KEEP	Y
02236842-a	mulus	KEEP	None
01148283-a	suka	KEEP	O
01028655-n	pemujaan	KEEP	Y
05839024-n	pertunjukan aneka ragam	DELETE	X
80001130-n	-nya	KEEP	None
01553987-v	memotong	KEEP	O
03976657-n	tiang	KEEP	Y
11501381-n	hujan	KEEP	Y
06606191-n	nuansa	KEEP	Y
01067538-a	jarang	KEEP	Y
03289985-n	ensembel	KEEP	None
09847727-n	jemaah	KEEP	None
00107416-r	akhir	KEEP	None
13769033-n	sepanci	KEEP	None
02064745-a	berbeda	KEEP	None
00111609-r	paling	KEEP	O
09316454-n	pulau	KEEP	Y
13911872-n	dot	KEEP	None
00394813-v	ganduh	DELETE	Y
02038994-a	kuat	KEEP	O
90000005-n	audi fashion festival	KEEP	None
02796995-n	bar	KEEP	Y
02629793-v	mencakup	KEEP	O
10236304-n	keluara	KEEP	None
13750415-n	seratus	KEEP	O
80000821-r	sampai	KEEP	None
07724943-n	buncis	DELETE	O
01511520-a	ekstrem	KEEP	O
00126264-v	memodifikasi	KEEP	O
01168569-n	kompetisi	KEEP	Y
09441875-n	laut selatan	KEEP	X
06210791-n	sudut	KEEP	O
08949093-n	belanda	KEEP	O
02189398-v	mendapat	DELETE	O
14333433-n	siksaan	KEEP	O
02395115-a	lezat	KEEP	None
03820728-n	jaringan	KEEP	None
05717342-n	asin	KEEP	O
07514782-n	rasa	KEEP	O
11452079-n	energi	KEEP	O
02598143-v	berkumpul	KEEP	Y
00054435-r	jelaslah	KEEP	None
06341340-n	mr	KEEP	None
90000148-n	Mustafa Center	KEEP	None
06879180-n	demonstrasi	KEEP	Y
01569566-v	pasangi	KEEP	None
00021265-n	pangan	DELETE	Y
02240481-v	mencari	KEEP	O
00751567-v	memaksa	DELETE	O
01418667-v	bercampur	DELETE	O
01968165-a	sehari-hari	KEEP	Y
01692969-a	di luar	DELETE	None
02427103-v	didirikan	KEEP	None
00504592-a	tiada tara	KEEP	X
10142747-n	nenek	KEEP	Y
12510774-n	dhal	KEEP	None
00345761-v	memulai	KEEP	None
00125993-a	di atas	KEEP	None
00251064-v	berkembang	KEEP	O
01835496-v	pergi	KEEP	O
07223450-n	berita burung	KEEP	None
07764630-n	asam	KEEP	Y
05115804-n	kekayaan	KEEP	O
07734017-n	tomato	KEEP	None
01694081-a	salah	KEEP	L
02679415-n	bahan tambahan	KEEP	X
01287282-a	terlihat	KEEP	O
07704205-n	congee	KEEP	None
08920381-n	jepang	KEEP	X
13931145-n	persahabatan	KEEP	Y
01529053-a	perak	KEEP	O
01020934-v	catatlah	KEEP	None
80001280-v	META:NOLEX	KEEP	None
00611047-a	tradisonal	KEEP	None
02661015-v	jatuh	KEEP	O
04388473-n	tandoor	KEEP	None
04599235-n	wol	KEEP	None
04379243-n	meja	KEEP	O
09762509-n	bintang	KEEP	O
01712704-v	laksanakan	KEEP	X
02923802-n	gerigi	KEEP	O
09908025-n	lelaki	DELETE	O
07787715-n	crab	KEEP	None
90000301-n	Fujian	KEEP	None
14422179-n	peningkatan	KEEP	O
04524313-n	kendaraan	KEEP	O
00347420-v	makan	DELETE	O
01531957-a	medium	DELETE	O
00071840-r	menjelang	DELETE	O
15043763-n	salju	KEEP	O
00116510-r	bersama	KEEP	O
07527352-n	kemeriahan	KEEP	None
01151110-v	mengajari	DELETE	O
02488056-v	kunjungilah	KEEP	None
01204557-a	tinggi	KEEP	O
01378556-v	menyebarkan	KEEP	O
07458453-n	perlombaan	KEEP	None
02715513-n	lobi	KEEP	Y
13776342-n	batu	DELETE	Y
00372607-n	gudang	KEEP	O
05698982-n	keheranan	KEEP	None
80001582-n	pusat makanan yang dimasak	KEEP	None
07823951-n	gulai	KEEP	Y
01193099-v	menyendat	DELETE	O
05600637-n	wajah	KEEP	Y
00684480-a	yang menentukan	KEEP	X
13844923-n	pendahulu	KEEP	O
02526085-v	berjaya melakukan	DELETE	X
02070030-a	lain	KEEP	O
09991026-n	orang lelaki	DELETE	X
05849667-n	tekstur	KEEP	O
02236624-v	makan	DELETE	O
90000049-n	Kaum Peranakan	KEEP	None
00077196-a	apung	KEEP	L
02614181-v	bersemayam	DELETE	O
01767949-v	mengesankan	KEEP	O
00980527-a	perlahan	KEEP	Y
01204294-n	garis	DELETE	O
06590446-n	edition	KEEP	None
04921417-n	latar belakang	KEEP	Y
02208537-v	mengambil	DELETE	O
01117723-n	sale	KEEP	None
13327676-n	kerugian	KEEP	X
05129565-n	capai	KEEP	None
07204240-n	penolakan	KEEP	Y
04270891-n	batang	KEEP	O
08256968-n	partai	KEEP	X
14474264-n	kebaikan	KEEP	O
02766390-v	berkilauan	KEEP	O
01644225-a	tua	KEEP	O
00700708-v	menentukan	KEEP	O
01533442-v	membersihkan	KEEP	O
01182709-v	bekal	DELETE	O
01739099-v	dirikan	KEEP	L
02801938-n	keranjang	KEEP	O
08941426-n	centre	KEEP	None
02697725-v	makhluk	DELETE	O
07831267-n	saus tomat	KEEP	X
00524682-v	memahirkan	DELETE	O
01940403-v	terbang	KEEP	Y
00324806-v	bakar	KEEP	None
00329831-a	tengah	KEEP	O
15228910-n	saat	KEEP	None
08158920-n	dinasti tang	KEEP	None
01815838-a	popular	KEEP	None
02020590-v	mencepol	DELETE	O
05853636-n	perhatian	KEEP	O
13976322-n	hiruk pikuk	KEEP	O
00639849-v	menggemari	DELETE	O
08665281-n	tropics	KEEP	X
03016868-n	sifon	KEEP	M
07931452-n	jus lemon	DELETE	X
01156834-v	mempunyai	DELETE	O
01883106-a	bersejarah	KEEP	O
01982186-a	simbolik	KEEP	None
00820976-v	membuktikan	KEEP	O
05713524-n	penglihatan	KEEP	O
09304465-n	lubang	KEEP	Y
02202443-a	keepat	KEEP	None
00135455-a	sesuai	KEEP	O
01385255-a	besar	KEEP	O
01616157-a	pribadi	KEEP	None
00962129-n	berontak	KEEP	X
00117985-v	tetap	KEEP	O
00394813-v	mencampurkan	KEEP	Y
01380122-v	menyebarluaskan	DELETE	O
11415492-n	pengaruh	KEEP	O
10439851-n	pemain	KEEP	Y
01013367-v	mengutamakan	KEEP	O
01972820-a	terkait	KEEP	Y
01824339-v	menginginkan	KEEP	O
07667636-n	potongan daging	KEEP	X
00755745-v	mensyaratkan	DELETE	O
02614181-v	insan	DELETE	O
13988224-n	nirwana	KEEP	O
00389231-a	hitam	KEEP	O
07550666-n	kedengkian	KEEP	Y
80001299-n	Sriwijaya	KEEP	None
08266849-n	kalender	KEEP	None
07830690-n	brandy atau bumbu lainnya	DELETE	X
02428924-v	berkumpul	KEEP	Y
01441530-a	semalaman	KEEP	O
09774266-n	konsultan	KEEP	Y
02498213-a	berpikiran	KEEP	None
00687523-v	diragukan	KEEP	None
14429484-n	tempat	DELETE	O
02755017-v	tidak mahu menerima	DELETE	X
01125154-a	lezat	KEEP	None
01621555-v	menciptakan	KEEP	Y
10127273-n	tuan	KEEP	Y
02353088-v	berebut	KEEP	None
05835747-n	konsep	KEEP	Y
01667729-a	berturut-turut	KEEP	O
13331198-n	s$10	KEEP	None
00901103-v	berkenalan	KEEP	Y
00164751-r	sekiranya	KEEP	O
00402731-a	menyala	KEEP	O
05905706-n	paket	KEEP	None
07809096-n	ramuan	KEEP	O
02215087-a	⨁nya	KEEP	None
02737660-n	tangan	KEEP	O
09449510-n	hamparan	KEEP	O
09714264-n	warga indonesia	KEEP	X
03234306-n	lukisan	KEEP	Y
02410393-a	tebal	KEEP	Y
02204472-a	ke 19	KEEP	None
00988232-a	ramping	KEEP	Y
01768086-a	pribadi	KEEP	O
02197781-v	serasa	KEEP	None
00233687-r	melintasi	DELETE	O
00586262-n	kubu	DELETE	O
00799076-v	hengkang	DELETE	O
02075857-v	mengarik	DELETE	O
06740402-n	alasan	KEEP	O
02510879-a	ganas	KEEP	Y
00238022-n	pemasukan	DELETE	O
01807799-a	cantik	KEEP	O
01462005-v	menggabungkan	DELETE	O
00903559-n	fotografi	KEEP	Y
07645242-n	ayam panggang	KEEP	O
07557165-n	panganan	KEEP	None
02186665-a	empat	KEEP	O
00177926-r	berhari-hari	KEEP	O
01002740-v	menangkap	DELETE	O
13910384-n	jarak	DELETE	Y
00567161-a	tertaut	KEEP	None
80001931-x	nggak	KEEP	None
03176763-n	emporium	KEEP	O
00381097-a	kemerahan	KEEP	O
07211950-n	lolongan	KEEP	None
01444563-v	tusuk	KEEP	None
01972298-v	gugur	KEEP	O
00031899-r	sungguh	KEEP	Y
00065639-v	membawa	DELETE	O
01824736-v	menyenangi	DELETE	O
01755816-v	membuat	KEEP	O
01190683-a	sibuk	KEEP	O
00644503-n	menyurvei	KEEP	None
03348454-n	kembang api	KEEP	M
01166351-v	makan	KEEP	Y
02274482-v	mengambil alih	KEEP	O
01655505-v	membina	KEEP	O
00326440-n	turun	KEEP	O
02193844-a	77	KEEP	None
01193569-v	menggunakan	KEEP	O
02701210-v	memegang	DELETE	O
02327200-v	memperaboti	DELETE	X
90000185-n	Parade Hari Nasional	KEEP	None
00522751-v	mendapat	KEEP	O
00842199-a	keras	KEEP	Y
08568256-n	latar	KEEP	O
00225971-r	kecil	KEEP	O
05924920-n	standar	KEEP	None
07573696-n	santapan	KEEP	O
02456157-a	takut	KEEP	O
01982395-v	menggampar	DELETE	O
00243918-n	masakan	KEEP	O
01690294-v	lukis	KEEP	Y
15216966-n	kalender islam	KEEP	X
02072159-v	meluap	KEEP	O
01664172-v	memasak	KEEP	Y
09909060-n	karakter	KEEP	None
01258617-a	manusia	KEEP	O
00603298-v	pelatihan	KEEP	None
00238022-n	lontaran	DELETE	O
02624263-v	berasal	KEEP	O
01805982-v	berterima kasih	KEEP	Y
02445636-a	kuat	KEEP	O
02020590-v	membentuk	DELETE	O
00965035-v	menggambarkan	KEEP	O
00602255-v	berasimilasi	DELETE	O
04928903-n	ragam	KEEP	Y
05671325-n	hal	KEEP	O
07932841-n	teh	KEEP	O
02294179-v	berbagi	KEEP	None
00510644-a	efektif	KEEP	O
05667404-n	kebiasaan	KEEP	O
01061489-a	bebas	KEEP	Y
02016523-v	masuk	KEEP	Y
07583197-n	sup	KEEP	Y
08588294-n	di dlm	DELETE	X
01920697-a	diramaikan	KEEP	None
02112701-a	kolektif	KEEP	O
00991838-a	berlemak	KEEP	O
02264075-v	berkati	KEEP	X
01999218-v	menemani ke	DELETE	X
01962671-v	menyelam	KEEP	O
13934596-n	suasana	KEEP	Y
02526085-v	capai	DELETE	Y
00047534-r	demikian	KEEP	O
01852812-a	langsung	KEEP	O
01380638-v	mengumpulkan	KEEP	O
80000444-n	Chang E	KEEP	None
00050454-v	melepaskan	KEEP	None
00212414-v	awetan	KEEP	None
09411430-n	lo	KEEP	None
01409581-a	bagai	DELETE	O
02236624-v	memikul	DELETE	O
02560585-v	menjadikan	DELETE	O
05129201-n	panjang	KEEP	O
76100082-x	patah	KEEP	None
15248564-n	era	KEEP	Y
02331262-a	berhasil	KEEP	O
07185325-n	permintaan	KEEP	O
02163468-a	hebat	KEEP	O
01570403-v	memasang	KEEP	O
05217168-n	tubuh badan	DELETE	None
15149472-n	1940-an	KEEP	None
01083769-v	mereguk	DELETE	O
02402425-n	ternak	KEEP	None
02560585-v	membentuk	DELETE	O
01577635-v	membenamkan diri	KEEP	None
02188525-a	22	KEEP	None
08588152-n	interior	KEEP	None
04939547-n	kerenyahan	KEEP	O
02587532-v	betah	DELETE	O
15120050-n	sekarang ini	KEEP	X
00910101-a	rata	KEEP	O
01839963-v	pergilah	KEEP	None
05129565-n	jauhnya	KEEP	None
09036452-n	thailand	KEEP	None
03961939-n	platform	KEEP	Y
01650401-a	online	KEEP	None
02778456-n	bungkus	KEEP	O
02664769-v	sebanding	DELETE	O
03085213-a	mediterania	KEEP	None
01761120-v	menyemarakkan	KEEP	O
05750948-n	potongan	KEEP	O
00705891-a	halus	KEEP	Y
00770437-v	beroleh	DELETE	O
00229605-v	menambah	KEEP	O
08430203-n	deretan	KEEP	Y
02440461-a	tinggi	KEEP	None
13358549-n	dana	KEEP	O
02161982-a	besar	KEEP	O
02130524-v	lihat	KEEP	L
01411065-a	sama	KEEP	Y
02355596-v	mengalami	DELETE	O
80000848-a	open-flamed	DELETE	None
01850315-v	bergerak	KEEP	O
01083373-v	menghancurkan	KEEP	L
00438332-a	nyaman	KEEP	O
01673815-a	sama	DELETE	O
90000038-n	grassland express	KEEP	None
01100830-v	mendapati	KEEP	None
04596742-n	wajan	KEEP	O
00021939-n	artifak	KEEP	Y
02210855-v	mendapat	DELETE	Y
00884007-a	tercerahkan	KEEP	None
01999798-v	tunjuk	DELETE	O
02716739-a	ekonomi	KEEP	O
04407435-n	kuil	KEEP	Y
10415638-n	penghibur	KEEP	O
90000299-n	Nyonya	KEEP	None
01036874-a	setempat	KEEP	O
02128653-v	tengok	KEEP	O
01030820-n	ritual	KEEP	O
02741546-v	membawa	DELETE	O
02436349-v	menangani	KEEP	O
00810557-v	terlewatkan	KEEP	None
01816887-n	burung nuri	KEEP	None
13988498-n	menyatakan	DELETE	O
07668702-n	daging babi	KEEP	X
06631322-n	sambutan	KEEP	Y
02874086-n	gerai	KEEP	O
01027174-v	menyediakan	DELETE	O
03056304-a	konsuler	KEEP	M
90000148-n	mustafa centre	KEEP	None
07729485-n	kedelai	KEEP	O
04101232-n	rolls	KEEP	None
08561835-n	barat	KEEP	O
00446921-a	dekat	KEEP	O
01593649-a	lumrah	DELETE	Y
07830593-n	saus pedas	KEEP	X
01715287-a	dijuluki	KEEP	None
05093890-n	tingkat	KEEP	O
05834567-n	inspirasi	KEEP	O
01217338-a	tiruan	KEEP	O
00668805-v	memolok	DELETE	O
00482298-n	tenis	KEEP	Y
02646378-v	yang berhak	KEEP	X
03287178-n	hasil	KEEP	Y
07735687-n	lobak	KEEP	O
01677433-a	banyak	KEEP	O
06929742-n	bahasa mandarin	KEEP	None
01462005-v	bercampur	DELETE	O
02203373-a	ke 10	KEEP	None
07048000-n	lagu	KEEP	O
02568672-v	melaksanakan	KEEP	O
14070360-n	penyakit	KEEP	Y
02339171-v	memberi	KEEP	O
02125409-a	penduduk	KEEP	Y
00720063-v	menanti	KEEP	O
10153414-n	lelaki	DELETE	O
02920121-a	sejarah	KEEP	O
05812038-n	pusat	KEEP	O
90000039-n	Hae Gor	KEEP	None
08561351-n	timur	KEEP	O
07857356-n	wasabi	KEEP	None
01156834-v	gunakan	DELETE	X
08499057-n	udara	KEEP	O
02608823-v	mulai bergerak	KEEP	X
06802571-n	orang yg mendahului	DELETE	X
01067003-a	reguler	KEEP	None
02478215-a	terikat	KEEP	O
01193099-v	makan dengan gelojoh	DELETE	X
02745172-v	tambah	KEEP	O
01639230-a	kuno	KEEP	O
10193967-n	suami	KEEP	Y
00522751-v	mengantongi	DELETE	O
01214265-v	berhasil	DELETE	O
90000159-n	shang antiques	KEEP	None
00297062-n	kelana	KEEP	None
09698108-n	china	KEEP	None
07577144-n	ikan goreng	KEEP	X
03714235-n	kosmetik	KEEP	X
02359340-v	menggemari	DELETE	O
01012503-a	orisinal	KEEP	None
02210855-v	mempermahirkan	DELETE	X
01493234-v	isi	KEEP	None
00689344-v	anggap	KEEP	X
00583246-n	memanggil	DELETE	O
15209413-n	bulan	KEEP	Y
01712704-v	melakukan	KEEP	O
00809465-n	milik	KEEP	Y
02269635-a	masing-masing	KEEP	L
01012855-a	perdana	KEEP	O
02936020-a	sebagai	DELETE	O
03671473-n	dawai	DELETE	O
01031256-v	mengirimkan	KEEP	Y
01387319-a	sangat banyak	KEEP	X
08588294-n	di dalam	DELETE	X
02269635-a	tiap-tiap	KEEP	L
01254477-v	memotong	KEEP	O
15262921-n	sekarang ini	KEEP	X
01380122-v	memindahkan	DELETE	O
01778990-v	dipuja	KEEP	None
13613985-n	hektar	KEEP	Y
08405603-n	kerajaan	KEEP	Y
01940736-n	kerang	KEEP	O
00488857-a	aneh	KEEP	O
00159040-r	misal	KEEP	None
02742844-a	asal	KEEP	O
00061203-r	setelah	KEEP	Y
01517081-a	militer	KEEP	O
02708420-v	meluangkan	KEEP	Y
07555184-n	keinginan	KEEP	O
80000814-n	dokar	KEEP	None
00060939-r	dulu	KEEP	O
13774404-n	yang banyak	KEEP	X
00047392-r	juga	DELETE	O
03178782-n	desain	KEEP	O
01182709-v	berikan	KEEP	None
02423183-v	izinkan	KEEP	X
02467662-v	dibagi	KEEP	None
02648639-v	tinggal	KEEP	O
02685390-v	mengarungi	KEEP	O
