synset	lemma	annotation	goodness label	confidence	language
03003616-a	inggris	KEEP	O	1	English
00019339-r	pernah	DELETE	O	1	Japanese
13883494-n	kotak	KEEP	O	1	English
02603699-v	insan	DELETE	O	1	Finnish
02110220-v	merasakan	KEEP	O	1	Japanese
12522493-n	rosewood	KEEP	None	None	None
80000379-n	Grimesby Roylott	KEEP	None	None	None
01189113-v	perlu	KEEP	O	1	Finnish
01579128-a	lalu	DELETE	O	None	None
00340403-r	langsung	KEEP	O	None	None
08558155-n	kerajaan	KEEP	O	1	English
03083069-a	melayu	KEEP	L	1	English
09411430-n	mei	KEEP	None	8	Spanish, Polish, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English
90000159-n	Shang Antiques	KEEP	None	None	None
80001230-x	ia	KEEP	None	None	None
05790758-n	kegemaran	KEEP	O	3	Portuguese, English, Japanese
06892016-n	aksi	KEEP	None	1	English
00407848-v	disiapkan	KEEP	X	1	English
02563327-v	melakukan	KEEP	O	1	Finnish
08908954-n	sumatera	KEEP	None	3	Portuguese, Greek, English
05751794-n	culture	KEEP	None	1	Spanish
07575076-n	makan siang	KEEP	O	1	Spanish
01678729-a	khas	KEEP	O	None	None
02269635-a	setiap	KEEP	L	None	None
03974215-n	ujung	DELETE	None	1	Japanese
01769693-v	mempengaruhi	KEEP	None	None	None
08514034-n	training centre bonsai	KEEP	None	1	Thai
00654885-n	layanan	KEEP	Y	1	Spanish
90000044-n	Il Lido	KEEP	None	None	None
02022162-v	berhasil	KEEP	O	None	None
09923673-n	rakyat	KEEP	Y	1	English
11105778-n	rudyard kipling	KEEP	None	None	None
01106405-a	tempatan	DELETE	O	None	None
15166191-n	petang	KEEP	Y	9	Slovene, Polish, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English
01108716-a	teknis	KEEP	O	2	Finnish, English
05667404-n	adat	KEEP	Y	3	Portuguese, Spanish, English
07498210-n	citarasa	KEEP	X	1	Serbo-Croatian
02686471-v	mengajak	DELETE	O	1	Spanish
08593262-n	deretan	DELETE	O	1	Portuguese
02342132-v	menambah	KEEP	O	2	Slovene, Finnish
08963813-n	kuala lumpur	KEEP	None	None	None
01621219-v	menyapu bersih	KEEP	X	1	Portuguese
03874965-n	pagoda	KEEP	O	None	None
01051410-a	celaka	KEEP	L	None	None
10595164-n	adik	KEEP	O	2	Portuguese, Spanish
00484166-v	selesai	KEEP	O	3	Portuguese, Slovene, Japanese
01674242-a	akhbar harian	DELETE	X	None	None
01197014-v	makan	DELETE	O	1	Slovene
00220082-a	cantik	KEEP	O	None	None
02867783-a	musik	KEEP	None	2	Greek, Arabic
03109486-n	sudut	KEEP	O	1	Polish
09963574-n	juru masak	KEEP	None	4	Portuguese, Greek, Finnish, Spanish
00264386-v	kembang	KEEP	O	1	Finnish
10401829-n	peserta	KEEP	Y	None	None
00674607-v	memilih	KEEP	Y	1	Finnish
04400499-n	telegraf	KEEP	O	3	Portuguese, Finnish, English
14988741-n	henna	KEEP	None	2	Portuguese, English
02935658-n	gerai	KEEP	Y	1	Japanese
00431447-a	jernih	KEEP	O	1	Spanish
09379111-n	luang	KEEP	O	2	Spanish, Finnish
80001085-n	Madam	KEEP	None	None	None
01664172-v	membetulkan	DELETE	O	1	Finnish
05813822-n	suvenir	KEEP	Y	4	Spanish, Finnish, English, Japanese
00410247-n	pola	KEEP	O	2	Portuguese, Finnish
01148296-v	melindungi	KEEP	O	1	Finnish
01824736-v	harap	DELETE	O	1	Portuguese
00173338-v	mengambil contoh darah	DELETE	X	1	Serbo-Croatian
01055360-n	singgah	KEEP	O	2	Slovene, English
02140033-v	pameran	KEEP	Y	1	English
02993094-a	futuristik	KEEP	O	None	None
00343226-a	nasib	KEEP	O	None	None
01110274-n	perdagangan	KEEP	Y	1	Spanish
01158181-v	membazirkan	DELETE	None	1	Finnish
05941423-n	kepercayaan	KEEP	Y	1	Portuguese
05915034-n	haji	KEEP	O	1	Slovene
02685951-v	mengulurkan	DELETE	O	1	Finnish
00767635-v	menawarkan	KEEP	O	3	Finnish, English, Thai
02911627-a	statistik	KEEP	Y	1	Portuguese
00537682-n	tari rakyat	KEEP	None	None	None
10156831-n	hakka	KEEP	None	None	None
02236124-v	membawa	DELETE	O	1	English
03073977-n	tiang	KEEP	Y	5	Slovene, Finnish, Thai, Mandarin Chinese, English
06689297-n	izin	KEEP	X	1	Greek
08594286-n	leluhur	DELETE	O	1	Arabic
00522885-a	lengkap	KEEP	O	None	None
01726172-v	memainkan	KEEP	O	1	Slovene
13265011-n	oleh-oleh	KEEP	O	1	Portuguese
00522463-a	lengkap	KEEP	O	None	None
00021265-n	gizi	KEEP	Y	1	Spanish
06619065-n	acara	KEEP	Y	1	English
15208333-n	hari	KEEP	O	1	Portuguese
07490579-n	olah	KEEP	O	1	Portuguese
01999798-v	mengiring	DELETE	O	2	Portuguese, Spanish
01983548-a	hormat	KEEP	None	None	None
01580050-a	perlu	KEEP	Y	6	Spanish, Japanese, Greek, Thai, Portuguese, English
10415638-n	penari	KEEP	O	1	Greek
01923414-v	naiklah	KEEP	None	1	Finnish
00306663-a	bisa	KEEP	None	None	None
08621598-n	keadaan	DELETE	O	1	Greek
00413239-n	kebiasaan	KEEP	O	5	Polish, Greek, Finnish, Portuguese, English
00246296-r	sekadar	KEEP	O	1	Japanese
01181295-v	beralaskan	KEEP	None	1	English
00668805-v	menyetujui	DELETE	Y	3	Slovene, Finnish, English
76100074-x	pucuk	KEEP	None	None	None
08615374-n	taman	KEEP	Y	1	Portuguese
05261566-n	berjenggot	KEEP	None	3	Slovene, Greek, Finnish
00024073-r	tiada	KEEP	O	1	Portuguese
00428270-n	seni tari	KEEP	O	3	Portuguese, Spanish, Polish
01277426-a	utama	KEEP	Y	None	None
00884011-v	janjikan	KEEP	None	1	Finnish
15129927-n	pukul	KEEP	Y	1	Portuguese
01435380-v	mengirimkan	KEEP	O	2	Finnish, Serbo-Croatian
01666327-v	menjahit	KEEP	O	1	English
00120675-v	menjadi	KEEP	O	1	Spanish
08172877-n	asia	KEEP	None	None	None
03953416-n	tempat ibadah	KEEP	X	1	Portuguese
03670849-n	tali	DELETE	O	1	Portuguese
00488187-a	menghairankan	DELETE	None	None	None
01537134-n	burung	KEEP	O	None	None
00081836-n	perbelanjaan	KEEP	Y	3	Slovene, English, Japanese
06696483-n	kehormatan	KEEP	O	1	Slovene
02222318-v	membuang	KEEP	O	1	Spanish
02686471-v	mengemudikan	DELETE	O	1	Spanish
01410606-a	menyerupai	KEEP	Y	1	English
13254443-n	hibah	KEEP	O	3	Polish, Finnish, English
13987219-n	kenyamanan	KEEP	Y	1	English
02079933-v	bawa	KEEP	O	1	English
13954253-n	ada	KEEP	O	1	Mandarin Chinese
00310347-n	trekking	KEEP	None	None	None
00011093-r	baik-baik	KEEP	O	1	Japanese
02706816-v	menantang	KEEP	O	1	Mandarin Chinese
03670208-n	limo	KEEP	None	8	Polish, Japanese, Greek, Finnish, Thai, Portuguese, English, Serbo-Croatian
05933834-n	latar	KEEP	O	1	Spanish
01028655-n	ibadat	KEEP	O	1	Polish
01387319-a	besar	KEEP	Y	None	None
07006712-n	pentas	KEEP	O	2	Portuguese, Polish
01645601-v	menyebabkan timbulnya sesuatu	DELETE	X	1	English
01603518-a	tenggara	KEEP	O	None	None
02024143-a	kaya	KEEP	O	3	Portuguese, Polish, English
02109645-v	berjangkit	DELETE	O	1	English
00505853-a	unik	KEEP	Y	None	None
06862202-n	tempat	DELETE	O	3	Portuguese, Finnish, English
02236124-v	mengambil	DELETE	O	1	English
00049003-n	hal memperkenalkan seseorang	DELETE	X	1	English
00666058-a	kini	KEEP	Y	1	Polish
08506641-n	medan pertempuran	KEEP	O	1	English
00324560-v	panggang	KEEP	L	1	English
04473432-n	transportasi	KEEP	O	1	Japanese
00488187-a	tersendiri	DELETE	O	None	None
00734054-v	berpikir-pikir	DELETE	O	1	Finnish
14475661-n	kerugian	KEEP	O	1	Finnish
13549672-n	pelepasan	KEEP	O	1	Mandarin Chinese
01323958-v	membunuh	KEEP	Y	1	Japanese
03117012-a	thai	KEEP	None	1	English
00493297-a	rakyat	KEEP	O	None	None
08642517-n	sekitar	KEEP	O	4	Portuguese, Finnish, English, Spanish
00331030-a	tengah	KEEP	O	None	None
00339934-v	terjadi	KEEP	Y	1	English
01912159-v	melewati	KEEP	None	1	English
07583197-n	soup	KEEP	None	1	Finnish
13352138-n	cagar	KEEP	Y	5	Polish, Japanese, Portuguese, Mandarin Chinese, English
01233156-n	kunjungan	KEEP	O	6	Slovene, Polish, Greek, Arabic, Portuguese, English
06740402-n	sebab	KEEP	O	1	Finnish
09975425-n	seniman	KEEP	O	None	None
02457233-v	menghormati	KEEP	O	2	Mandarin Chinese, English
00007846-n	ada orang	DELETE	X	1	Arabic
00589344-a	terpuaskan	KEEP	X	None	None
02623906-v	mencolot	DELETE	O	1	English
01654628-v	membuat	KEEP	O	1	Slovene
06791372-n	tanda	KEEP	Y	1	Spanish
02747709-v	meneruskan	DELETE	O	None	None
01481360-v	gantung	KEEP	Y	1	Japanese
00770437-v	menggalakkan	DELETE	O	1	English
01428578-v	melakukan	DELETE	O	1	Slovene
07136940-n	obrolan	KEEP	None	1	English
01375831-a	nama	KEEP	None	None	None
08561583-n	selatan	KEEP	O	1	English
02192090-a	59	KEEP	None	None	None
01805982-v	menghargai	KEEP	O	1	Arabic
02191040-a	48	KEEP	None	None	None
02914991-n	chinatown complex	KEEP	None	None	None
00069472-r	pada	DELETE	O	1	English
07248801-n	iklan	KEEP	Y	2	Portuguese, Finnish
09437454-n	tebing	KEEP	O	1	Portuguese
01427127-v	mempunyai	DELETE	O	1	English
07666071-n	perkedel	KEEP	O	None	None
01971237-a	bersaudara	KEEP	Y	None	None
02456493-v	dikebumikan	KEEP	None	1	English
03725717-n	batu	KEEP	O	None	None
02708420-v	melewati	KEEP	None	1	English
01251128-a	dingin	KEEP	Y	1	Thai
00118363-r	agar	KEEP	None	1	Portuguese
76100069-x	buah	KEEP	None	None	None
14438788-n	reputasi	KEEP	Y	1	Finnish
03255648-n	orang-orangan	KEEP	None	1	Slovene
02472223-v	dicatat	KEEP	X	1	Arabic
01795203-a	ramai	KEEP	O	None	None
03671668-n	deretan	DELETE	O	2	Polish, English
02153174-a	khusus	KEEP	O	None	None
13910384-n	kekosongan	DELETE	Y	1	Spanish
00077645-a	ngeri	KEEP	None	1	Japanese
80000126-n	wanton mee	KEEP	None	None	None
01151110-v	melatih	DELETE	O	1	Finnish
01948450-v	berselancar	KEEP	None	None	None
01636221-v	menggambarkan	KEEP	O	1	Finnish
00190115-a	sadar	KEEP	O	2	Finnish, English
00599992-v	belajar	KEEP	O	1	Arabic
07221094-n	cerita	KEEP	X	1	Thai
13791389-n	sehubungan	KEEP	None	1	Japanese
08182379-n	keramaian	KEEP	Y	1	Spanish
00992133-a	lemak	KEEP	O	None	None
01818235-v	menganjurkan	KEEP	O	1	Greek
03740161-n	obat-obatan	KEEP	None	1	Polish
08593924-n	garis keturunan	DELETE	X	1	Portuguese
01197014-v	mengalami	DELETE	O	1	Slovene
07126383-n	rintihan	KEEP	O	None	None
10077593-n	penggila	KEEP	None	1	Portuguese
00027384-r	bagaimanapun	KEEP	None	2	Finnish, Japanese
01577635-v	mencemplungkan	KEEP	None	2	Finnish, Japanese
00049003-n	masuk	KEEP	L	1	English
76100096-x	untai	KEEP	None	None	None
02603699-v	ada	KEEP	O	1	Finnish
80000823-r	waktu	KEEP	None	None	None
02644234-v	mendominasi	KEEP	O	1	English
07450651-n	raya	KEEP	Y	1	Arabic
04677514-n	paras	DELETE	None	1	Japanese
02542280-v	turut	KEEP	Y	1	Slovene
01555732-a	sebagian besar	KEEP	O	None	None
02327200-v	membekalkan	DELETE	Y	1	Finnish
00941990-v	bicara	KEEP	M	1	Spanish
09303008-n	bukit	KEEP	Y	1	Portuguese
02611827-v	bintang	KEEP	None	None	None
00618944-a	kukus	KEEP	O	None	None
08900377-n	terusan suez	KEEP	X	None	None
90000140-n	john little	KEEP	None	None	None
01662771-v	mengacu	KEEP	O	1	English
02329413-v	bertiket	KEEP	X	1	English
01737923-v	ulang	KEEP	None	None	None
00042757-n	berangkat	KEEP	Y	1	Spanish
01106405-a	setempat	KEEP	O	None	None
00211517-r	rohani	KEEP	O	None	None
03748886-n	barang	KEEP	None	1	Thai
07719616-n	tauge	KEEP	O	1	Thai
05035353-n	daya	KEEP	X	1	Greek
00112828-n	klik	KEEP	L	1	English
01343918-a	menarik	KEEP	O	1	Japanese
03584829-n	besi	DELETE	O	9	Slovene, Spanish, Polish, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese
00431774-a	bening	KEEP	O	None	None
00455919-v	lengkapi	KEEP	None	None	None
80002008-n	ayam bakar	KEEP	None	None	None
90000215-n	stb	KEEP	None	None	None
02717102-v	mengarik	DELETE	O	1	English
07227772-n	komitmen	KEEP	O	1	Slovene
00770437-v	mempunyai	DELETE	O	1	English
02431728-a	lelah	KEEP	Y	None	None
00048374-n	kedatangan	KEEP	O	8	Slovene, Spanish, Japanese, Greek, Finnish, Thai, Portuguese, English
02427103-v	dibangun	KEEP	None	1	Slovene
00118965-r	dahulu	KEEP	O	1	Japanese
07844042-n	susu	KEEP	Y	1	Spanish
01761706-v	membangkitkan	KEEP	O	1	English
00023271-n	pengetahuan	KEEP	O	1	Greek
01643620-a	lawas	KEEP	Y	1	English
08457976-n	seri	KEEP	None	1	Greek
90000181-n	india utara	KEEP	None	None	None
08600443-n	monumen	KEEP	O	4	Portuguese, Polish, Finnish, English
00382635-v	mengubah	KEEP	O	1	Portuguese
09257949-n	kulit	KEEP	O	1	Spanish
15122231-n	kala	KEEP	O	1	English
13128365-n	ubi	KEEP	O	3	Portuguese, Polish, English
02186338-a	salah satu	KEEP	None	None	None
00897746-v	tanyakan	KEEP	None	1	Slovene
00583991-v	meningkatkan	KEEP	O	None	None
01864230-v	mulai	KEEP	O	1	Slovene
07231532-n	berani	KEEP	O	2	Portuguese, Finnish
01067694-a	segar	KEEP	Y	1	Spanish
02717102-v	mendukung	DELETE	O	1	English
09052652-n	utara	KEEP	O	1	English
00615757-a	masak	KEEP	O	1	English
05149325-n	guna	KEEP	O	1	Slovene
07164546-n	menawarkan	KEEP	Y	1	English
15210870-n	maret	KEEP	O	7	Spanish, Polish, Greek, Finnish, Portuguese, Mandarin Chinese, English
01999218-v	menuntun	DELETE	O	1	Arabic
02022167-a	kaya	KEEP	O	None	None
00031921-n	hubungan	KEEP	O	4	Spanish, Greek, Finnish, Japanese
01638438-a	orang perempuan tua	DELETE	X	1	English
01195299-v	rasakan	KEEP	None	6	Spanish, Japanese, Finnish, Portuguese, English, Serbo-Croatian
02717102-v	bawa	KEEP	O	1	English
00409440-a	hitam	KEEP	O	1	English
02209936-v	makan	DELETE	O	1	Finnish
01824736-v	ingin	KEEP	O	1	Portuguese
07540602-n	kebagian	KEEP	None	None	None
02813645-n	pasar	KEEP	O	1	Portuguese
00087736-v	mengecutkan	DELETE	O	1	English
10208583-n	orang dalam	KEEP	Y	None	None
05711915-n	lagu	KEEP	O	4	Slovene, Finnish, English, Spanish
08510456-n	tempat kelahiran	KEEP	X	1	Japanese
01999798-v	membawa	KEEP	O	2	Portuguese, Spanish
02614181-v	orang	DELETE	O	1	Finnish
01188342-v	kenyang	KEEP	O	1	Thai
07626602-n	sirup jagung	DELETE	X	None	None
02674564-v	menonjol	KEEP	O	2	Slovene, English
01326528-v	meniadakan	DELETE	O	1	Finnish
00850183-a	terlezat	KEEP	None	None	None
02020590-v	sampai di/ke	DELETE	X	2	Spanish, Finnish
08544593-n	sudut	KEEP	O	None	None
02964389-n	kargo	KEEP	O	1	Spanish
04267165-n	spandeks	KEEP	X	None	None
05198427-n	yurisdiksi	KEEP	O	4	Portuguese, Greek, Spanish, English
02526085-v	menjayakan	DELETE	Y	1	Spanish
01462005-v	campurkan	DELETE	X	2	Greek, English
09385137-n	irisan	KEEP	O	1	Thai
01553340-a	sejumlah	KEEP	None	None	None
00002684-n	benda	KEEP	Y	1	Finnish
00107416-r	ini baru	KEEP	None	1	English
02472987-n	orang	KEEP	O	1	English
00979870-v	mengatakan	KEEP	O	1	Slovene
02163746-v	dilihat	DELETE	X	1	Arabic
01827858-v	mengagumi	KEEP	Y	1	Japanese
14016361-n	letih	KEEP	O	5	Slovene, Polish, Japanese, Portuguese, English
04025130-n	boneka	KEEP	O	2	Portuguese, Slovene
00405645-r	lain satu sama	KEEP	None	None	None
00027167-n	lokasi	KEEP	Y	1	Greek
02243630-v	menjual	KEEP	O	1	Slovene
01664172-v	bersiapkan	DELETE	X	1	Finnish
02510455-n	panda	KEEP	None	None	None
01282014-a	mengagumkan	KEEP	Y	4	Portuguese, Finnish, English, Spanish
80001582-n	pusat pedagang kaki lima	KEEP	None	None	None
00772967-v	menghadirkan	KEEP	O	1	Slovene
04296562-n	marina bay floating platform	KEEP	None	1	Portuguese
02368336-a	semanis	KEEP	None	1	Portuguese
03541696-n	hotel	KEEP	Y	1	Mandarin Chinese
01158181-v	habiskan wang	DELETE	X	1	Finnish
03541696-n	inn	KEEP	None	1	Mandarin Chinese
02707659-a	kuliner	KEEP	X	2	Portuguese, English
05840431-n	sifat	KEEP	O	1	Polish
08337324-n	kantor	KEEP	O	1	Polish
01824339-v	ingin	KEEP	O	1	Japanese
09139508-n	pierre	KEEP	None	None	None
03671473-n	rangka	DELETE	O	1	Polish
03405725-n	perabotan	KEEP	None	8	Slovene, Spanish, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English
01807882-v	menarik	KEEP	Y	1	Japanese
05190804-n	kekuatan	KEEP	O	1	Polish
00017445-r	bahkan	KEEP	O	2	Finnish, English
02587532-v	dapat	DELETE	O	1	Finnish
02192992-v	mencicipi	KEEP	O	1	Spanish
07577374-n	kudapan	KEEP	X	1	English
01002740-v	memfilmkan	KEEP	None	1	English
03528263-n	perangkat	KEEP	Y	None	None
00207366-r	hari ini	KEEP	X	1	Portuguese
03636649-n	lampu	KEEP	Y	1	Slovene
02203362-v	mempunyai	KEEP	Y	1	English
02609764-v	berakhir	KEEP	O	1	Arabic
01579128-a	lalu	KEEP	O	None	None
01824736-v	kayak	DELETE	O	1	Portuguese
02206619-v	menawan	KEEP	O	1	English
00431552-n	hobi	KEEP	Y	2	Slovene, Japanese
09786585-n	amatir	KEEP	O	4	Portuguese, Polish, English, Thai
00488187-a	di luar dugaan	DELETE	None	None	None
09004068-n	moskow	KEEP	X	5	Japanese, Greek, Finnish, Portuguese, English
00652900-v	membandingkan	KEEP	Y	1	Arabic
02186470-a	dua	KEEP	O	None	None
01110517-v	mengatasi	KEEP	O	1	English
01727303-a	semula jadi	DELETE	None	None	None
01862918-v	singgah	KEEP	O	1	Japanese
15237044-n	musim semi	KEEP	O	1	English
02300624-a	terjamu	KEEP	None	None	None
07289358-n	hidangan istimewa	KEEP	X	1	English
07841037-n	putih telur	KEEP	O	1	English
05835747-n	berkonsep	KEEP	None	8	Spanish, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English
00362103-n	potongan harga	KEEP	X	6	Slovene, Japanese, Greek, Portuguese, Mandarin Chinese, English
02267989-v	membawa	DELETE	O	1	Spanish
01751201-a	ideal	KEEP	Y	None	None
05820620-n	misal	KEEP	Y	1	English
07648549-n	wing	KEEP	None	1	Japanese
02579136-a	rohani	KEEP	L	None	None
01686439-a	unik	KEEP	Y	1	English
00406243-v	bersiap	KEEP	O	1	Finnish
01209576-n	layanan	KEEP	Y	2	Portuguese, Spanish
07721456-n	cabai	KEEP	O	4	Greek, Finnish, English, Thai
02627934-v	perlu	KEEP	O	1	English
10492202-n	penarik	KEEP	None	None	None
00094448-a	berjiwa	KEEP	Y	1	Finnish
02238085-v	dapatkan	DELETE	X	1	Slovene
02125409-a	menetap	KEEP	O	1	English
03804744-n	paku	KEEP	Y	1	English
07609840-n	pencuci mulut	KEEP	Y	6	Slovene, Polish, Japanese, Finnish, Portuguese, English
00689344-v	berpikir	KEEP	O	1	Arabic
90000199-n	you tiao	KEEP	None	None	None
02157557-n	ekor	KEEP	Y	2	Portuguese, Polish
07655505-n	kaki	KEEP	Y	1	Slovene
01878719-v	meliuk-liuk	KEEP	O	1	Spanish
04254777-n	kaus kaki	KEEP	Y	3	Portuguese, Finnish, Slovene
08651735-n	langit	KEEP	None	None	None
80002384-a	tandori	KEEP	None	None	None
05108740-n	banyak	KEEP	O	5	Polish, Finnish, Thai, Portuguese, English
90000076-n	pastikan anda	KEEP	None	None	None
02630871-v	memiliki	KEEP	O	1	Finnish
01010271-a	akhir	KEEP	Y	None	None
10151133-n	tamu	KEEP	O	1	Spanish
05790944-n	alternatif	KEEP	O	1	Japanese
02402825-v	membuang kerja	DELETE	X	1	Spanish
02169702-v	mendengar	KEEP	Y	1	Portuguese
00968730-a	istimewa	KEEP	O	None	None
00087736-v	membutuhkan	DELETE	O	1	English
00599992-v	mengarik	DELETE	O	1	Arabic
05839024-n	bagai	DELETE	O	1	Spanish
01517662-v	melilit	KEEP	O	1	Spanish
00182406-v	tambah	KEEP	O	1	Slovene
02193194-v	terdengar	KEEP	O	1	Finnish
76100068-x	orang	KEEP	None	None	None
01027174-v	mengepil	DELETE	O	1	Finnish
00597915-v	ketahui	KEEP	None	1	Portuguese
10325243-n	contoh terbaik	KEEP	X	3	Spanish, Finnish, English
01128193-v	melindungi	KEEP	Y	5	Slovene, Greek, Finnish, Arabic, Portuguese
00475308-a	berkobar-kobar	KEEP	None	None	None
01674242-a	rutin	KEEP	O	None	None
01375831-a	kenamaan	KEEP	O	None	None
03609235-n	kayak	KEEP	O	None	None
04835950-n	aksi	KEEP	O	1	English
00116687-n	peluncuran	KEEP	O	2	Spanish, English
00522751-v	mengambil	DELETE	O	1	English
02699141-v	melambangkan	KEEP	O	None	None
01410606-a	bagai	DELETE	O	1	English
01293396-a	takut	KEEP	O	None	None
04971313-n	mawar	KEEP	O	1	Greek
08785343-n	athena	KEEP	X	7	Polish, Japanese, Greek, Finnish, Portuguese, Mandarin Chinese, English
02711987-v	tergantung	KEEP	O	2	Portuguese, Finnish
00142191-v	bentuk	KEEP	Y	1	English
03210940-n	tampilan	KEEP	None	1	Finnish
06396142-n	bagian	KEEP	None	9	Slovene, Polish, Greek, Finnish, Thai, Arabic, Portuguese, Mandarin Chinese, English
02287041-v	belilah	KEEP	None	None	None
01853228-a	tertentu	DELETE	O	None	None
01935233-v	carilah	KEEP	None	1	Finnish
05816287-n	informasi	KEEP	L	3	Slovene, Finnish, Thai
02635956-v	mengajak	DELETE	O	1	Finnish
00591115-v	melihat	KEEP	O	1	Slovene
07260623-n	kriteria	KEEP	Y	1	English
05718556-n	musik	KEEP	None	1	Portuguese
10154186-n	gipsi	KEEP	Y	2	Portuguese, English
01256417-n	pimpinan	KEEP	Y	None	None
07621618-n	hiasi	KEEP	X	None	None
00584367-n	kerja	KEEP	Y	1	Portuguese
00018043-r	walaupun	KEEP	L	1	English
02297142-v	tawarkan	KEEP	X	2	English, Serbo-Croatian
15210045-n	januari	KEEP	O	8	Spanish, Polish, Greek, Finnish, Arabic, Portuguese, Mandarin Chinese, English
02798769-n	berbasis	KEEP	None	1	Finnish
07735803-n	lobak	KEEP	O	None	None
00453803-v	menambah	KEEP	O	2	Slovene, Finnish
00664110-n	perawatan	KEEP	O	None	None
01386073-v	sejumlah	KEEP	O	None	None
00199707-n	modifikasi	KEEP	None	4	Portuguese, Spanish, English, Japanese
01261628-v	bungkus	KEEP	None	None	None
15165490-n	siang	KEEP	O	None	None
01401772-v	smash	KEEP	None	1	English
00553140-a	menurut	KEEP	Y	None	None
01179865-v	makan	KEEP	O	1	English
02197505-v	sambut	KEEP	None	None	None
00639849-v	mendapat	DELETE	O	1	English
02701210-v	menahan	DELETE	O	1	Slovene
09540430-n	sprite	DELETE	X	1	Finnish
07966570-n	minoritas	KEEP	O	None	None
01732270-a	calon	KEEP	O	None	None
05988498-n	kegelapan	KEEP	O	1	English
02067491-a	berlainan	KEEP	O	None	None
02717102-v	mengangkat	DELETE	O	1	English
03623556-n	pisau	KEEP	Y	None	None
00232862-r	di luar	DELETE	None	1	English
00102736-r	pertama	KEEP	O	1	Portuguese
02797295-n	gerobak	KEEP	None	4	Spanish, Polish, English, Thai
03124541-a	tekstil	KEEP	O	None	None
00180756-r	ke samping	DELETE	None	1	English
06646243-n	pertanda	KEEP	None	1	Japanese
07579787-n	piring	KEEP	O	1	Spanish
14410605-n	masalah	KEEP	O	1	Portuguese
00008600-r	cuma	KEEP	O	1	English
02727883-v	terjual	KEEP	O	4	Slovene, Greek, English, Thai
01845720-v	pergi	KEEP	O	None	None
07824988-n	acar	KEEP	O	None	None
00110815-r	ke dalam	KEEP	None	1	Portuguese
01692222-a	di luar	KEEP	None	2	Spanish, Finnish
15159583-n	tanggal	KEEP	O	1	Arabic
01749184-v	cetakan	KEEP	O	1	Thai
80000026-n	nian	KEEP	None	None	None
02477047-a	kohesif	KEEP	O	None	None
00537682-n	tarian rakyat	KEEP	None	None	None
02685951-v	menganjur	DELETE	O	1	Finnish
02531088-v	berusaha bersungguh-sungguh utk	DELETE	X	None	None
02245765-v	bertransaksi	KEEP	X	None	None
02203373-a	10 ke	KEEP	None	None	None
05677340-n	rasa	KEEP	O	1	Finnish
00332017-v	menggiling	KEEP	O	None	None
02603699-v	makhluk	DELETE	O	1	Finnish
01778568-v	menghormati	KEEP	O	1	Slovene
04473432-n	transit	KEEP	L	1	Japanese
02016523-v	ke dalam	KEEP	X	1	Finnish
01073241-n	favorit	KEEP	None	None	None
00020759-r	tidak pernah	KEEP	L	1	English
05839024-n	bagai	KEEP	O	1	Spanish
01024190-v	disebutkan	KEEP	None	1	English
09624168-n	pria	KEEP	O	5	Slovene, Finnish, Thai, Portuguese, English
02522319-v	gagal	KEEP	O	1	Finnish
07846471-n	susu kental manis	KEEP	X	None	None
01084644-a	diisi	KEEP	None	None	None
13376012-n	mastercard	KEEP	None	1	English
02066939-v	mengalir	KEEP	Y	1	Arabic
00770437-v	memperoleh	DELETE	O	1	English
02812201-n	kapal perang	KEEP	O	1	Polish
00363788-n	penambahan	KEEP	O	1	Greek
90000132-n	golden mile complex	KEEP	None	None	None
01982395-v	mengira	DELETE	O	1	Finnish
00393105-a	white	KEEP	None	1	English
00173338-v	membuka	DELETE	O	1	Serbo-Croatian
13779244-n	jumlah	KEEP	O	2	Slovene, Finnish
00728431-a	merdeka	KEEP	O	None	None
02236124-v	meluwengkan	DELETE	O	1	English
13983515-n	kegelapan	KEEP	Y	1	English
00748359-a	berat	KEEP	O	None	None
01167780-v	bersantap	KEEP	O	None	None
00061885-a	cerdik	KEEP	O	None	None
01645601-v	mengakibatkan	KEEP	O	1	English
14685296-n	arang	KEEP	O	None	None
02747709-v	lanjut	KEEP	None	None	None
02186580-a	ketiga	KEEP	None	None	None
03862676-n	tungku	KEEP	None	2	Portuguese, Greek
08539717-n	pemukiman	KEEP	O	1	Spanish
00107144-r	biasanya	KEEP	O	None	None
00802318-v	diperbolehkan	KEEP	X	1	English
02236124-v	ambil	DELETE	O	1	English
02434976-v	mengikuti	KEEP	O	1	Finnish
08630039-n	daerah	KEEP	O	2	Portuguese, Spanish
80000593-n	bak kut teh	KEEP	None	None	None
08833809-n	melbourne	KEEP	None	None	None
15266911-n	akhir	KEEP	O	2	Portuguese, Polish
01199751-a	sejenis	KEEP	O	1	Polish
01705655-a	tersembunyi	KEEP	O	None	None
07565259-n	makanan	KEEP	O	1	Spanish
02764643-a	menteri	KEEP	O	None	None
14411981-n	pengakuan	KEEP	Y	3	Portuguese, Greek, Spanish
05638987-n	bakat	KEEP	O	1	Spanish
06185955-n	pengajaran	KEEP	O	1	English
