synset	lemma	annotation
05750657-n	gaya	KEEP
00325208-v	tumis	KEEP
07560652-n	makanan dan minuman	DELETE
02813645-n	bazaar	KEEP
01235859-a	vertikal	KEEP
00674270-a	buatan sendiri	KEEP
00488187-a	unik	KEEP
00813790-v	mempengerusikan	DELETE
02491383-v	berpesta	KEEP
07579575-n	makanan utama	KEEP
05217168-n	daging	KEEP
06514093-n	sejarah	KEEP
01651741-a	dalam	DELETE
00320852-n	prakata	DELETE
00004722-r	melainkan	KEEP
09612848-n	pelanggan	KEEP
08613733-n	luar	KEEP
02511528-a	keras	KEEP
00543410-v	tumbuh	KEEP
00786195-n	coba	KEEP
00486067-r	di bawah	KEEP
01215392-n	persetujuan	KEEP
01780202-v	takut	KEEP
13932045-n	negeri impian	KEEP
00061203-r	berikut	KEEP
90000176-n	dewa sri krishna	KEEP
01104637-n	pembangunan	KEEP
00251791-v	datang	KEEP
07140659-n	diskusi	KEEP
00008007-r	benar	KEEP
00009147-v	gugur	KEEP
15196186-n	natal	KEEP
01160031-a	merugikan	KEEP
02343931-a	premium	KEEP
07783667-n	ikan teri	KEEP
00319886-v	panggang	KEEP
01415219-a	sederhana	KEEP
08565894-n	akhir	KEEP
02204716-a	20	KEEP
08508105-n	berasal	KEEP
90000213-n	clarke quay	KEEP
00258549-r	melengkung ke dalam	DELETE
02299437-a	berbintang	KEEP
04815177-n	kelas	KEEP
76100083-x	pintu	KEEP
09877951-n	sahabat	KEEP
00347610-v	serang	KEEP
02768579-v	mengepul	KEEP
06157326-n	seni pertunjukan	KEEP
07486229-n	keinginan	KEEP
08593262-n	barisan	DELETE
07272084-n	logo	KEEP
04924103-n	usia	KEEP
01564144-v	merosakkan	DELETE
00484680-a	nirlaba	KEEP
13947645-n	duduknya	DELETE
05633860-n	daya	KEEP
10307234-n	anggota	KEEP
13661273-n	dollar	KEEP
00073033-r	hampir	KEEP
00056539-r	sesungguhnya	KEEP
02393086-a	artistik	KEEP
00015388-n	makhluk	KEEP
07412478-n	sepercik	KEEP
02176178-a	kompleks	KEEP
00674607-v	ambil	KEEP
00616654-a	barbecued	KEEP
00672433-v	perkiraan	KEEP
05820620-n	contoh	KEEP
00251791-v	berasal dari	KEEP
01188725-v	berhasrat	DELETE
00838367-n	makan	KEEP
15204983-n	berpuluh-puluh	KEEP
01985029-v	berbaring	KEEP
07185076-n	penawaran	KEEP
01105840-a	nasional	KEEP
00272844-r	melintasi	KEEP
06880664-n	perlambang	KEEP
07231294-n	tantangan	KEEP
04007894-n	produk	KEEP
02413480-v	bekerja	KEEP
08622950-n	tapak	DELETE
02809105-n	batik	KEEP
02858304-n	perahu	KEEP
02747709-v	melanjutkan	DELETE
00406243-v	menyediakan	KEEP
10231515-n	raja	KEEP
07701372-n	tagliatelle	KEEP
08156392-n	ming	KEEP
02921592-n	botol minyak	DELETE
01839317-a	sangat	KEEP
02735688-n	teras	KEEP
02794670-a	sendiri	KEEP
07680932-n	bapao	KEEP
14943580-n	kayu	KEEP
01564144-v	memakan	DELETE
02678839-v	mempesona	KEEP
02755017-v	tentang	DELETE
03988170-n	tiang	KEEP
02700029-a	kolonial	KEEP
02130160-v	lihatlah	KEEP
00034479-n	hal	KEEP
02056265-a	spiritual	KEEP
02006834-v	mengenai	DELETE
02568672-v	mengakok	DELETE
02396911-a	bercitarasa	KEEP
06879521-n	tampil	KEEP
02236842-a	mulus	KEEP
01148283-a	suka	KEEP
01028655-n	pemujaan	KEEP
05839024-n	pertunjukan aneka ragam	DELETE
80001130-n	-nya	KEEP
01553987-v	memotong	KEEP
03976657-n	tiang	KEEP
11501381-n	hujan	KEEP
06606191-n	nuansa	KEEP
01067538-a	jarang	KEEP
03289985-n	ensembel	KEEP
09847727-n	jemaah	KEEP
00107416-r	akhir	KEEP
13769033-n	sepanci	KEEP
02064745-a	berbeda	KEEP
00111609-r	paling	KEEP
09316454-n	pulau	KEEP
13911872-n	dot	KEEP
00394813-v	ganduh	DELETE
02038994-a	kuat	KEEP
90000005-n	audi fashion festival	KEEP
02796995-n	bar	KEEP
02629793-v	mencakup	KEEP
10236304-n	keluara	KEEP
13750415-n	seratus	KEEP
80000821-r	sampai	KEEP
07724943-n	buncis	DELETE
01511520-a	ekstrem	KEEP
00126264-v	memodifikasi	KEEP
01168569-n	kompetisi	KEEP
09441875-n	laut selatan	KEEP
06210791-n	sudut	KEEP
08949093-n	belanda	KEEP
02189398-v	mendapat	DELETE
14333433-n	siksaan	KEEP
02395115-a	lezat	KEEP
03820728-n	jaringan	KEEP
05717342-n	asin	KEEP
07514782-n	rasa	KEEP
11452079-n	energi	KEEP
02598143-v	berkumpul	KEEP
00054435-r	jelaslah	KEEP
06341340-n	mr	KEEP
90000148-n	Mustafa Center	KEEP
06879180-n	demonstrasi	KEEP
01569566-v	pasangi	KEEP
00021265-n	pangan	DELETE
02240481-v	mencari	KEEP
00751567-v	memaksa	DELETE
01418667-v	bercampur	DELETE
01968165-a	sehari-hari	KEEP
01692969-a	di luar	DELETE
02427103-v	didirikan	KEEP
00504592-a	tiada tara	KEEP
10142747-n	nenek	KEEP
12510774-n	dhal	KEEP
00345761-v	memulai	KEEP
00125993-a	di atas	KEEP
00251064-v	berkembang	KEEP
01835496-v	pergi	KEEP
07223450-n	berita burung	KEEP
07764630-n	asam	KEEP
05115804-n	kekayaan	KEEP
07734017-n	tomato	KEEP
01694081-a	salah	KEEP
02679415-n	bahan tambahan	KEEP
01287282-a	terlihat	KEEP
07704205-n	congee	KEEP
08920381-n	jepang	KEEP
13931145-n	persahabatan	KEEP
01529053-a	perak	KEEP
01020934-v	catatlah	KEEP
80001280-v	META:NOLEX	KEEP
00611047-a	tradisonal	KEEP
02661015-v	jatuh	KEEP
04388473-n	tandoor	KEEP
04599235-n	wol	KEEP
04379243-n	meja	KEEP
09762509-n	bintang	KEEP
01712704-v	laksanakan	KEEP
02923802-n	gerigi	KEEP
09908025-n	lelaki	DELETE
07787715-n	crab	KEEP
90000301-n	Fujian	KEEP
14422179-n	peningkatan	KEEP
04524313-n	kendaraan	KEEP
00347420-v	makan	DELETE
01531957-a	medium	DELETE
00071840-r	menjelang	DELETE
15043763-n	salju	KEEP
00116510-r	bersama	KEEP
07527352-n	kemeriahan	KEEP
01151110-v	mengajari	DELETE
02488056-v	kunjungilah	KEEP
01204557-a	tinggi	KEEP
01378556-v	menyebarkan	KEEP
07458453-n	perlombaan	KEEP
02715513-n	lobi	KEEP
13776342-n	batu	DELETE
00372607-n	gudang	KEEP
05698982-n	keheranan	KEEP
80001582-n	pusat makanan yang dimasak	KEEP
07823951-n	gulai	KEEP
01193099-v	menyendat	DELETE
05600637-n	wajah	KEEP
00684480-a	yang menentukan	KEEP
13844923-n	pendahulu	KEEP
02526085-v	berjaya melakukan	DELETE
02070030-a	lain	KEEP
09991026-n	orang lelaki	DELETE
05849667-n	tekstur	KEEP
02236624-v	makan	DELETE
90000049-n	Kaum Peranakan	KEEP
00077196-a	apung	KEEP
02614181-v	bersemayam	DELETE
01767949-v	mengesankan	KEEP
00980527-a	perlahan	KEEP
01204294-n	garis	DELETE
06590446-n	edition	KEEP
04921417-n	latar belakang	KEEP
02208537-v	mengambil	DELETE
01117723-n	sale	KEEP
13327676-n	kerugian	KEEP
05129565-n	capai	KEEP
07204240-n	penolakan	KEEP
04270891-n	batang	KEEP
08256968-n	partai	KEEP
14474264-n	kebaikan	KEEP
02766390-v	berkilauan	KEEP
01644225-a	tua	KEEP
00700708-v	menentukan	KEEP
01533442-v	membersihkan	KEEP
01182709-v	bekal	DELETE
01739099-v	dirikan	KEEP
02801938-n	keranjang	KEEP
08941426-n	centre	KEEP
02697725-v	makhluk	DELETE
07831267-n	saus tomat	KEEP
00524682-v	memahirkan	DELETE
01940403-v	terbang	KEEP
00324806-v	bakar	KEEP
00329831-a	tengah	KEEP
15228910-n	saat	KEEP
08158920-n	dinasti tang	KEEP
01815838-a	popular	KEEP
02020590-v	mencepol	DELETE
05853636-n	perhatian	KEEP
13976322-n	hiruk pikuk	KEEP
00639849-v	menggemari	DELETE
08665281-n	tropics	KEEP
03016868-n	sifon	KEEP
07931452-n	jus lemon	DELETE
01156834-v	mempunyai	DELETE
01883106-a	bersejarah	KEEP
01982186-a	simbolik	KEEP
00820976-v	membuktikan	KEEP
05713524-n	penglihatan	KEEP
09304465-n	lubang	KEEP
02202443-a	keepat	KEEP
00135455-a	sesuai	KEEP
01385255-a	besar	KEEP
01616157-a	pribadi	KEEP
00962129-n	berontak	KEEP
00117985-v	tetap	KEEP
00394813-v	mencampurkan	KEEP
01380122-v	menyebarluaskan	DELETE
11415492-n	pengaruh	KEEP
10439851-n	pemain	KEEP
01013367-v	mengutamakan	KEEP
01972820-a	terkait	KEEP
01824339-v	menginginkan	KEEP
07667636-n	potongan daging	KEEP
00755745-v	mensyaratkan	DELETE
02614181-v	insan	DELETE
13988224-n	nirwana	KEEP
00389231-a	hitam	KEEP
07550666-n	kedengkian	KEEP
80001299-n	Sriwijaya	KEEP
08266849-n	kalender	KEEP
07830690-n	brandy atau bumbu lainnya	DELETE
02428924-v	berkumpul	KEEP
01441530-a	semalaman	KEEP
09774266-n	konsultan	KEEP
02498213-a	berpikiran	KEEP
00687523-v	diragukan	KEEP
14429484-n	tempat	DELETE
02755017-v	tidak mahu menerima	DELETE
01125154-a	lezat	KEEP
01621555-v	menciptakan	KEEP
10127273-n	tuan	KEEP
02353088-v	berebut	KEEP
05835747-n	konsep	KEEP
01667729-a	berturut-turut	KEEP
13331198-n	s$10	KEEP
00901103-v	berkenalan	KEEP
00164751-r	sekiranya	KEEP
00402731-a	menyala	KEEP
05905706-n	paket	KEEP
07809096-n	ramuan	KEEP
02215087-a	⨁nya	KEEP
02737660-n	tangan	KEEP
09449510-n	hamparan	KEEP
09714264-n	warga indonesia	KEEP
03234306-n	lukisan	KEEP
02410393-a	tebal	KEEP
02204472-a	ke 19	KEEP
00988232-a	ramping	KEEP
01768086-a	pribadi	KEEP
02197781-v	serasa	KEEP
00233687-r	melintasi	DELETE
00586262-n	kubu	DELETE
00799076-v	hengkang	DELETE
02075857-v	mengarik	DELETE
06740402-n	alasan	KEEP
02510879-a	ganas	KEEP
00238022-n	pemasukan	DELETE
01807799-a	cantik	KEEP
01462005-v	menggabungkan	DELETE
00903559-n	fotografi	KEEP
07645242-n	ayam panggang	KEEP
07557165-n	panganan	KEEP
02186665-a	empat	KEEP
00177926-r	berhari-hari	KEEP
01002740-v	menangkap	DELETE
13910384-n	jarak	DELETE
00567161-a	tertaut	KEEP
80001931-x	nggak	KEEP
03176763-n	emporium	KEEP
00381097-a	kemerahan	KEEP
07211950-n	lolongan	KEEP
01444563-v	tusuk	KEEP
01972298-v	gugur	KEEP
00031899-r	sungguh	KEEP
00065639-v	membawa	DELETE
01824736-v	menyenangi	DELETE
01755816-v	membuat	KEEP
01190683-a	sibuk	KEEP
00644503-n	menyurvei	KEEP
03348454-n	kembang api	KEEP
01166351-v	makan	KEEP
02274482-v	mengambil alih	KEEP
01655505-v	membina	KEEP
00326440-n	turun	KEEP
02193844-a	77	KEEP
01193569-v	menggunakan	KEEP
02701210-v	memegang	DELETE
02327200-v	memperaboti	DELETE
90000185-n	Parade Hari Nasional	KEEP
00522751-v	mendapat	KEEP
00842199-a	keras	KEEP
08568256-n	latar	KEEP
00225971-r	kecil	KEEP
05924920-n	standar	KEEP
07573696-n	santapan	KEEP
02456157-a	takut	KEEP
01982395-v	menggampar	DELETE
00243918-n	masakan	KEEP
01690294-v	lukis	KEEP
15216966-n	kalender islam	KEEP
02072159-v	meluap	KEEP
01664172-v	memasak	KEEP
09909060-n	karakter	KEEP
01258617-a	manusia	KEEP
00603298-v	pelatihan	KEEP
00238022-n	lontaran	DELETE
02624263-v	berasal	KEEP
01805982-v	berterima kasih	KEEP
02445636-a	kuat	KEEP
02020590-v	membentuk	DELETE
00965035-v	menggambarkan	KEEP
00602255-v	berasimilasi	DELETE
04928903-n	ragam	KEEP
05671325-n	hal	KEEP
07932841-n	teh	KEEP
02294179-v	berbagi	KEEP
00510644-a	efektif	KEEP
05667404-n	kebiasaan	KEEP
01061489-a	bebas	KEEP
02016523-v	masuk	KEEP
07583197-n	sup	KEEP
08588294-n	di dlm	DELETE
01920697-a	diramaikan	KEEP
02112701-a	kolektif	KEEP
00991838-a	berlemak	KEEP
02264075-v	berkati	KEEP
01999218-v	menemani ke	DELETE
01962671-v	menyelam	KEEP
13934596-n	suasana	KEEP
02526085-v	capai	DELETE
00047534-r	demikian	KEEP
01852812-a	langsung	KEEP
01380638-v	mengumpulkan	KEEP
80000444-n	Chang E	KEEP
00050454-v	melepaskan	KEEP
00212414-v	awetan	KEEP
09411430-n	lo	KEEP
01409581-a	bagai	DELETE
02236624-v	memikul	DELETE
02560585-v	menjadikan	DELETE
05129201-n	panjang	KEEP
76100082-x	patah	KEEP
15248564-n	era	KEEP
02331262-a	berhasil	KEEP
07185325-n	permintaan	KEEP
02163468-a	hebat	KEEP
01570403-v	memasang	KEEP
05217168-n	tubuh badan	DELETE
15149472-n	1940-an	KEEP
01083769-v	mereguk	DELETE
02402425-n	ternak	KEEP
02560585-v	membentuk	DELETE
01577635-v	membenamkan diri	KEEP
02188525-a	22	KEEP
08588152-n	interior	KEEP
04939547-n	kerenyahan	KEEP
02587532-v	betah	DELETE
15120050-n	sekarang ini	KEEP
00910101-a	rata	KEEP
01839963-v	pergilah	KEEP
05129565-n	jauhnya	KEEP
09036452-n	thailand	KEEP
03961939-n	platform	KEEP
01650401-a	online	KEEP
02778456-n	bungkus	KEEP
02664769-v	sebanding	DELETE
03085213-a	mediterania	KEEP
01761120-v	menyemarakkan	KEEP
05750948-n	potongan	KEEP
00705891-a	halus	KEEP
00770437-v	beroleh	DELETE
00229605-v	menambah	KEEP
08430203-n	deretan	KEEP
02440461-a	tinggi	KEEP
13358549-n	dana	KEEP
02161982-a	besar	KEEP
02130524-v	lihat	KEEP
01411065-a	sama	KEEP
02355596-v	mengalami	DELETE
80000848-a	open-flamed	DELETE
01850315-v	bergerak	KEEP
01083373-v	menghancurkan	KEEP
00438332-a	nyaman	KEEP
01673815-a	sama	DELETE
90000038-n	grassland express	KEEP
01100830-v	mendapati	KEEP
04596742-n	wajan	KEEP
00021939-n	artifak	KEEP
02210855-v	mendapat	DELETE
00884007-a	tercerahkan	KEEP
01999798-v	tunjuk	DELETE
02716739-a	ekonomi	KEEP
04407435-n	kuil	KEEP
10415638-n	penghibur	KEEP
90000299-n	Nyonya	KEEP
01036874-a	setempat	KEEP
02128653-v	tengok	KEEP
01030820-n	ritual	KEEP
02741546-v	membawa	DELETE
02436349-v	menangani	KEEP
00810557-v	terlewatkan	KEEP
01816887-n	burung nuri	KEEP
13988498-n	menyatakan	DELETE
07668702-n	daging babi	KEEP
06631322-n	sambutan	KEEP
02874086-n	gerai	KEEP
01027174-v	menyediakan	DELETE
03056304-a	konsuler	KEEP
90000148-n	mustafa centre	KEEP
07729485-n	kedelai	KEEP
04101232-n	rolls	KEEP
08561835-n	barat	KEEP
00446921-a	dekat	KEEP
01593649-a	lumrah	DELETE
07830593-n	saus pedas	KEEP
01715287-a	dijuluki	KEEP
05093890-n	tingkat	KEEP
05834567-n	inspirasi	KEEP
01217338-a	tiruan	KEEP
00668805-v	memolok	DELETE
00482298-n	tenis	KEEP
02646378-v	yang berhak	KEEP
03287178-n	hasil	KEEP
07735687-n	lobak	KEEP
01677433-a	banyak	KEEP
06929742-n	bahasa mandarin	KEEP
01462005-v	bercampur	DELETE
02203373-a	ke 10	KEEP
07048000-n	lagu	KEEP
02568672-v	melaksanakan	KEEP
14070360-n	penyakit	KEEP
02339171-v	memberi	KEEP
02125409-a	penduduk	KEEP
00720063-v	menanti	KEEP
10153414-n	lelaki	DELETE
02920121-a	sejarah	KEEP
05812038-n	pusat	KEEP
90000039-n	Hae Gor	KEEP
08561351-n	timur	KEEP
07857356-n	wasabi	KEEP
01156834-v	gunakan	DELETE
08499057-n	udara	KEEP
02608823-v	mulai bergerak	KEEP
06802571-n	orang yg mendahului	DELETE
01067003-a	reguler	KEEP
02478215-a	terikat	KEEP
01193099-v	makan dengan gelojoh	DELETE
02745172-v	tambah	KEEP
01639230-a	kuno	KEEP
10193967-n	suami	KEEP
00522751-v	mengantongi	DELETE
01214265-v	berhasil	DELETE
90000159-n	shang antiques	KEEP
00297062-n	kelana	KEEP
09698108-n	china	KEEP
07577144-n	ikan goreng	KEEP
03714235-n	kosmetik	KEEP
02359340-v	menggemari	DELETE
01012503-a	orisinal	KEEP
02210855-v	mempermahirkan	DELETE
01493234-v	isi	KEEP
00689344-v	anggap	KEEP
00583246-n	memanggil	DELETE
15209413-n	bulan	KEEP
01712704-v	melakukan	KEEP
00809465-n	milik	KEEP
02269635-a	masing-masing	KEEP
01012855-a	perdana	KEEP
02936020-a	sebagai	DELETE
03671473-n	dawai	DELETE
01031256-v	mengirimkan	KEEP
01387319-a	sangat banyak	KEEP
08588294-n	di dalam	DELETE
02269635-a	tiap-tiap	KEEP
01254477-v	memotong	KEEP
15262921-n	sekarang ini	KEEP
01380122-v	memindahkan	DELETE
01778990-v	dipuja	KEEP
13613985-n	hektar	KEEP
08405603-n	kerajaan	KEEP
01940736-n	kerang	KEEP
00488857-a	aneh	KEEP
00159040-r	misal	KEEP
02742844-a	asal	KEEP
00061203-r	setelah	KEEP
01517081-a	militer	KEEP
02708420-v	meluangkan	KEEP
07555184-n	keinginan	KEEP
80000814-n	dokar	KEEP
00060939-r	dulu	KEEP
13774404-n	yang banyak	KEEP
00047392-r	juga	DELETE
03178782-n	desain	KEEP
01182709-v	berikan	KEEP
02423183-v	izinkan	KEEP
02467662-v	dibagi	KEEP
02648639-v	tinggal	KEEP
02685390-v	mengarungi	KEEP
01675190-a	super	KEEP
00659946-n	refleksologi	KEEP
01284212-a	menyolok	KEEP
02788148-n	terali	KEEP
01733477-v	mengadakan	KEEP
00036935-r	heran	KEEP
08642037-n	tempat	KEEP
07290905-n	permulaan	KEEP
02620587-v	nampak	DELETE
00684273-v	percaya	KEEP
00894552-n	latihan	KEEP
00636888-v	berdasarkan	KEEP
02215506-v	didanai	KEEP
00501990-r	pada	DELETE
04477387-n	treadmill	KEEP
01729431-v	menyanyi	KEEP
04748273-n	kesetaraan	KEEP
90000052-n	killiney road	KEEP
90000009-n	Basharani House	KEEP
06891493-n	pagelaran	KEEP
01169328-v	hirup	KEEP
01714208-v	penampilan	KEEP
01272920-a	kenali	KEEP
01904293-v	mengapung	KEEP
00413622-a	klasik	KEEP
01002740-v	makan	DELETE
01082606-v	berpartisipasi	KEEP
07580253-n	khas	KEEP
03137558-a	komersial	KEEP
02603056-v	menyatukan	KEEP
01833401-a	rang	DELETE
02198752-a	ribuan	KEEP
02684924-v	lanjutkan	KEEP
09367991-n	kebutuhan	KEEP
06875094-n	bendera	KEEP
01210854-a	tinggi	KEEP
02592111-v	clubbing	KEEP
01278423-a	berat	KEEP
90000186-n	robertson walk	KEEP
80000385-n	bugis	KEEP
00744916-a	berat	KEEP
00032733-a	lincah	KEEP
00017639-r	begitu	KEEP
00963570-v	berbahasa	KEEP
07569106-n	tepung	KEEP
14486767-n	kemurnian	KEEP
10417424-n	tokoh	KEEP
06422740-n	panduan	KEEP
13275847-n	biaya	KEEP
02913152-n	esplanade	KEEP
03054311-n	tempat berkumpul	KEEP
02687385-v	mengatasi	DELETE
00257269-v	memperluas	KEEP
02687385-v	memerintah	DELETE
01063930-v	berbagi	KEEP
02702508-v	dihargai	DELETE
06471737-n	piagam	KEEP
12433081-n	bawang	KEEP
01154030-a	pulen	KEEP
01078302-a	beku	KEEP
08641113-n	dekat dgn	DELETE
02566528-v	melanggar	KEEP
90000111-n	the heeren	KEEP
02250899-a	didampingi	KEEP
04306080-n	pos	KEEP
02194495-v	terasa	KEEP
11414257-n	hasil	KEEP
01462005-v	mencampurkan,gaulkan	DELETE
90000166-n	Teater Ekamatra	KEEP
02876657-n	sebotol	KEEP
01733462-a	lahir	KEEP
02072849-v	lalu	KEEP
02820808-a	kesatuan	KEEP
10633450-n	penonton	KEEP
04007894-n	buatan	KEEP
15164957-n	siang	KEEP
77000106-n	kapan saja	KEEP
01464700-a	hangat	KEEP
06930093-n	mandarin	KEEP
01003249-v	mengambil gambar	KEEP
06240865-n	buddha mahayana	KEEP
90000065-n	marine life	KEEP
01467534-a	kecil	KEEP
08439126-n	hutan hujan	KEEP
02577734-a	materi	KEEP
02701210-v	membutuhkan	DELETE
02316868-v	memberikan	KEEP
02400037-v	lebih menyukai	KEEP
05985602-n	dongeng	KEEP
02394183-v	menempati	KEEP
15123996-n	sejarah	KEEP
08500433-n	jarak antara	DELETE
04182322-n	batang	KEEP
02248808-v	mengakses	KEEP
01800764-a	indah	KEEP
00508032-v	menandai	KEEP
05924920-n	kayu ukur	DELETE
02662297-v	berbeda-beda	KEEP
00522463-a	menyeluruh	KEEP
02544048-a	yang mengerikan	DELETE
01798936-v	kecewa	KEEP
01157517-v	pakai	KEEP
07794159-n	cincangan	KEEP
01860795-v	berhenti	KEEP
05129565-n	berjarak	KEEP
07859284-n	gula	KEEP
01712704-v	berbuat	DELETE
00026192-n	merasa	KEEP
01116585-v	menahan	KEEP
07509996-n	keheranan	KEEP
02604760-v	inilah	KEEP
13713003-n	talian	DELETE
00539110-v	menjadi	KEEP
02290461-v	memanfaatkan	KEEP
08588294-n	dalam	KEEP
02708707-v	berlibur	KEEP
01017439-a	bertubuh	KEEP
09805475-n	yuen-chen yu	KEEP
00485711-a	biasa	KEEP
06689667-n	persetujuan	KEEP
00785962-v	menyelidiki	KEEP
06359193-n	web	KEEP
03839795-n	halangan	KEEP
00753428-v	minta	KEEP
03841666-n	kantor	KEEP
00914421-a	tepatnya	KEEP
80000379-n	Roylott	KEEP
07935504-n	air	KEEP
00152066-r	sampai	KEEP
00274724-v	merusakkan	DELETE
03596787-n	permata	KEEP
04326084-n	batu	KEEP
01002740-v	membuat wayang	DELETE
07781801-n	cumi	KEEP
02238085-v	dapat	KEEP
02387486-v	mendidik	KEEP
90000322-n	Kavadi	KEEP
02199590-v	berikan	KEEP
02717102-v	meluwengkan	DELETE
02275209-a	utuh	KEEP
00879759-n	observasi	KEEP
02187465-a	selusin	KEEP
00257269-v	mengembangkan	KEEP
10677713-n	supporter	KEEP
07702057-n	pangsit	KEEP
00069164-r	disepanjang	KEEP
13713003-n	rangka	DELETE
90000077-n	penggunaan bahan	KEEP
15239579-n	season	KEEP
02335828-a	cukup	KEEP
01091234-a	hiasan	KEEP
02394183-v	makan	DELETE
00118363-r	supaya	KEEP
03309808-n	tekstil	KEEP
02411705-n	kambing	KEEP
01536094-a	kontemporer	KEEP
01204294-n	baris	DELETE
03924811-n	fotokopi	KEEP
00294245-v	berkembang	DELETE
02154508-v	menemukan	KEEP
05661668-n	solusi	KEEP
01194418-v	menjadi tuan rumah	KEEP
15262921-n	hari ini	KEEP
00799076-v	mengeluarkan	DELETE
02015598-v	keluar	KEEP
08182379-n	orang ramai	KEEP
01188725-v	berkehendakkan	DELETE
01410606-a	laksana	DELETE
07289588-n	keajaiban	KEEP
00649481-v	menjelajahi	KEEP
02647497-v	dapat bertahan	DELETE
02196107-a	ratus	KEEP
02604760-v	orang	DELETE
09792555-n	moyang	KEEP
07842753-n	omelette	KEEP
09617867-n	ahli dlm sst bidang	DELETE
00156387-r	satu demi satu	KEEP
09526107-n	garuda	KEEP
00173338-v	hengkang	DELETE
02705428-v	tidak berakhir	KEEP
01752884-v	muncullah	KEEP
00050037-n	pencatatan	KEEP
08489627-n	sana	KEEP
08946187-n	ghana	KEEP
00618493-a	oseng	KEEP
05076827-n	keseimbangan	KEEP
01764800-v	menenangkan hati	KEEP
00002684-n	barang	KEEP
06964901-n	bahasa perancis	KEEP
02359051-a	kejut	KEEP
06741305-n	alasan	KEEP
01895735-n	kulit	KEEP
07295047-n	hasil	KEEP
08558963-n	rumah	KEEP
00133338-n	pukulan	KEEP
02294440-a	dipentaskan	KEEP
02587532-v	mengurus	DELETE
02148788-v	tampilkan	KEEP
13137409-n	beri	KEEP
07515560-n	ketenangan	KEEP
00056930-v	menyambut	KEEP
02486932-v	temukan	KEEP
02648639-v	dihuni	KEEP
13264688-n	warisan	KEEP
07929519-n	kopi	KEEP
90000228-n	Orchard Road	KEEP
05549830-n	tubuh	KEEP
15149763-n	1950-an	KEEP
00162632-n	keputusan	KEEP
01410606-a	menyerupai	DELETE
15069820-n	pengental	KEEP
00900616-a	pokok	KEEP
09929298-n	pemanjat	KEEP
04967191-n	kehijauan	KEEP
00524682-v	makan	DELETE
06630017-n	bersalam-salaman	KEEP
02614387-v	tinggal	KEEP
02230615-v	turunkan	KEEP
04404412-n	televisi	KEEP
01006566-a	terbatas	KEEP
02208265-v	memperoleh	DELETE
02923745-a	hindi	KEEP
10677271-n	pemasok	KEEP
08301871-n	imf	KEEP
00229605-v	menambahkan	KEEP
04360501-n	penahan	KEEP
04923743-n	asal	KEEP
90000228-n	Orchard	DELETE
07859583-n	sirup	KEEP
01472628-a	utama	KEEP
00015388-n	margasatwa	KEEP
04731925-n	titik	KEEP
00963570-v	kata	KEEP
02460964-a	sejati	KEEP
02560585-v	buat	KEEP
14966530-n	melesat	KEEP
13136556-n	kachang	DELETE
08179689-n	dunia	KEEP
80001580-n	kembang tahu	KEEP
02106506-v	melihat	KEEP
00612612-v	memperingati	KEEP
01185604-v	makan	DELETE
00833546-v	diperbarui	KEEP
90000181-n	India Utara	KEEP
00381097-a	warna merah tua	DELETE
80000857-n	smartcards	KEEP
01688757-a	lapuk	DELETE
00618878-v	kenal	KEEP
01824736-v	bagai	DELETE
00931852-v	berarti	KEEP
08829533-n	montreal	KEEP
00599992-v	berkuliah	KEEP
07586485-n	sup buntut	KEEP
00724150-v	menyisakan	KEEP
02215087-a	unik	KEEP
00770437-v	memiliki	DELETE
05698247-n	keragu-raguan	KEEP
04215402-n	trotoir	KEEP
00661640-a	iris	KEEP
01172701-v	menggoleng	DELETE
77000023-n	engkau	KEEP
08903049-n	new delhi	KEEP
76100091-x	labuh	KEEP
02685951-v	memperbarui	DELETE
14546227-n	kesihatan	DELETE
02568672-v	latihan	DELETE
00173761-n	fasilitas	KEEP
05765415-n	lambang	KEEP
01203893-v	membunting	DELETE
00799076-v	reguk	DELETE
05637558-n	kecakapan	KEEP
01083373-v	menjahanamkan	KEEP
00635955-a	kosmopolitan	KEEP
09984659-n	pelanggan	KEEP
07858978-n	madu	KEEP
02327200-v	mensuplai	DELETE
90000039-n	trassi	KEEP
02209745-v	mengarik	DELETE
01667607-v	sulam	KEEP
02760116-a	medis	KEEP
02067719-a	berbagai	KEEP
04248607-n	gambar	KEEP
12306717-n	melati	KEEP
77000092-n	apa	KEEP
01029406-n	upacara	KEEP
01282014-a	impresif	KEEP
01823092-a	tidak mungkin	KEEP
02190755-a	45	KEEP
00912473-v	berteriak	KEEP
02006834-v	kebentok	DELETE
02326355-v	telusuri	KEEP
07840395-n	santan	DELETE
02700867-v	mengandung	KEEP
06333653-n	bernama	KEEP
01912159-v	menjelajahi	KEEP
01982395-v	menyontok	DELETE
01731351-a	masa sekarang	KEEP
77000029-n	mereka	DELETE
02137132-v	menonjolkan	KEEP
08049401-n	asosiasi	KEEP
90000309-n	thosai	KEEP
01380122-v	menyemaikan	DELETE
00462909-a	pantai	KEEP
02187296-a	10	KEEP
08096624-n	hinduisme	KEEP
13862780-n	watak	DELETE
08398773-n	beragam	KEEP
04551055-n	gudang	KEEP
90000216-n	les amis	KEEP
08932568-n	paris	KEEP
09448945-n	jalur	KEEP
02599636-v	berhasil	DELETE
03385557-n	kubu	KEEP
15212167-n	juli	KEEP
14491271-n	kekayaan	KEEP
