tag	clemma
02054989-v	membentang
09468604-n	lembah
04559994-n	water
04559994-n	hazard
00131426-a	belakang
09393605-n	dataran
12102133-n	rumput
02187161-a	9
02087745-v	mengayunkan
08569319-n	fairway
02560548-a	lebar
01659248-v	ditanami
09328904-n	danau
09328904-n	jurong
02327200-v	memberi
13777764-n	ruang
01072949-v	bermain
02236842-a	mulus
01003050-a	usai
13619307-n	segelas
07889510-n	bir
07887634-n	lager
13768440-n	segelas bir
02108026-v	rasakan
15245990-n	bersantap
03378005-n	pujasera
08398773-n	beragam
01180351-v	menyediakan makanan
00340239-a	tetap
02632940-v	lain
02468635-a	klasik
01012503-a	asli
00049016-a	pelengkap
01955984-v	naik
02924116-n	no
02186470-a	2
01040410-a	terlupakan
02632167-v	memiliki
13253423-n	tambahan
07648267-n	paha
07675627-n	sosis
07678428-n	kornet
07783667-n	ikan teri
07783667-n	ikan bilis
01769693-v	mempengaruhi
05707718-n	rasa
02267686-a	kapan
00027384-r	masih
02410175-v	mempertahankan
00605516-a	tradisi
00290302-v	memperkuat
90000161-n	singapore dance theatre
00238022-n	penampilan
15211806-n	juni
01028748-v	bernama
00504281-r	terus
06691684-n	pujian
02830645-a	kritikus
01711445-v	tampil
08646566-n	panggung
15265518-n	awal
01415219-a	sederhana
00528667-n	balet
01723224-v	berlatih
04344246-n	studio
08630985-n	kawasan
15142167-n	dari awal
09834699-n	penari balet
90000052-n	killiney road
06157326-n	seni pertunjukan
01627355-v	melahirkan
08457976-n	seri
01733477-v	digelar
90000029-n	esplanade theatre
01711445-v	mementaskan
06343520-n	judul
10538082-n	romeo
80000550-n	juliet
00054435-r	jelaslah
01007924-v	rangkuman
02280969-a	semarak
90000214-n	raffles hotel
11252222-n	raffles
09729530-n	arab
00796886-n	usaha
03546340-n	perumahan
01971237-a	bersaudara
03719053-n	tempat tinggal
01639714-v	dirancang
02713594-n	sayap
02187296-a	10
13742573-n	1
08568256-n	tata
03417345-n	kebun
00413861-a	klasik
00293760-v	berkembang
05765415-n	lambang
10344443-n	nama
00610592-n	sastra
08883179-n	somerset
11164970-n	maugham
11048205-n	hesse
11105778-n	kipling
00118965-r	pernah
04527648-n	beranda
02248465-v	mencari
05834567-n	inspirasi
11164970-n	somerset maugham
11105778-n	rudyard kipling
02649830-v	tinggal di
00110533-r	di dalam
01666131-v	diracik
09841188-n	bartender
08510456-n	tempat kelahiran
08489627-n	sana
01806505-v	mempesona
00849357-a	anggun
02342899-a	pilihan
04910135-n	gaya
00048475-r	saat ini
00525453-a	lengkap
00331030-a	tengah
08567235-n	suasana
02128066-v	temukan
03432972-n	permata
15155747-n	malam
08649345-n	tepi
90000186-n	robertson quay
08431437-n	sederetan
02716165-v	mendampingi
04551055-n	gudang
01842204-v	keluar
15167906-n	malam
13983717-n	malam
01167981-v	makan
01659117-a	terbuka
07891726-n	wine
03545150-n	rumah
00187120-r	nyaman
01919931-a	hiruk-pikuk
08182379-n	keramaian
00071840-r	sekitar
01277097-a	kunci
07515560-n	ketenangan
13983304-n	pencahayaan
02529264-a	hangat
04256520-n	sofa
01586342-a	nyaman
01645601-v	menjadikan
09407043-n	santai
00630380-v	merenung
02015598-v	keluar
01919931-a	hiruk
13976322-n	hiruk pikuk
01192312-v	cobalah
07867616-n	cheese
07867616-n	fondue
13769033-n	sepoci
02708420-v	menghabiskan
00064787-a	bagus
01675190-a	mengagumkan
00577525-n	pelayanan
00144722-r	tetap
02431728-a	lelah
01919931-a	ramai
08642517-n	dekat
00164444-v	menyegarkan
14050143-n	energi
01121757-a	mengagumkan
00447472-a	dekat
00407848-v	didekorasi
90000157-n	sentosa island
09805475-n	arsitektur
01158872-v	memanfaatkan
00008007-r	sepenuh
01384212-a	luas
04633453-n	vitalitas
08457976-n	serangkaian
08499057-n	udara
02704949-n	amfiteater
01825237-v	impikan
00152018-n	nama
01534648-a	istimewa
01277097-a	utama
04617289-n	hal
02684924-v	melanjutkan
00429949-n	kegembiraan
00484166-v	menyelesaikan
00062857-r	jadi
01264283-v	dilapisi
09291513-n	biji
13899404-n	onde
08613593-n	bagian luar
00147272-r	begitu
01445932-v	menggigit
13987219-n	kenikmatan
07602650-n	bagian
02263982-a	berongga
07577374-n	kudapan
01191645-v	asyik
07856270-n	pasta
00381097-a	kacang
13135832-n	biji
01801029-a	lezat
02868546-n	bom
90000330-n	kuih bom
02062670-a	sama
00004722-r	satu
04748836-n	perbedaan
00020476-r	seringkali
00388065-n	parut
07709046-n	kacang hijau
01653873-v	terbuat
01410363-a	lain
00053691-a	dodol
01688757-a	biasa
02964782-a	imlek
15182319-n	tahun baru
00931852-v	arti
02385102-a	tinggi
02341266-a	yang lebih tinggi
15161631-n	hari besar
01972298-v	gugur
15236859-n	musim gugur
06329734-n	masa sekarang
15120050-n	sekarang ini
00048475-r	sekarang
01180351-v	disajikan
01086545-a	kosong
00369941-a	emas
05064037-n	bentuk
02040652-a	bulat
00343226-a	nasib
13353280-n	kekayaan
11418460-n	nasib baik
00043765-a	ada
00257269-v	berkembang
90000204-n	jian dui
07006119-n	teater
00484680-a	nirlaba
00887463-v	berdedikasi
02157100-v	menghasilkan
07007945-n	drama
01975138-a	bersinggungan
14410605-n	masalah
90000166-n	teater ekamatra
04877421-n	dedikasi
00257269-v	memperluas
06744396-n	definisi
00233335-v	membatasi
02148788-v	tampilkan
00098714-r	melainkan
02240481-v	berusaha
00179683-n	suara
14434329-n	visibilitas
00031921-n	hubungan
14524661-n	iklim
01536094-a	kontemporer
08367683-n	pluralisme
02898922-a	kebudayaan
04748273-n	kesetaraan
01768086-a	individual
04728786-n	keunggulan
00282858-r	terus
00681429-v	mengevaluasi
00682781-v	ulang
13794417-n	relevansi
04928903-n	bergaya
07704205-n	bubur
07668702-n	siomay
02322213-n	kaki
07648150-n	kaki ayam
80000471-n	chee cheong fun
80000472-n	siew mai
02404186-n	sapi
01074458-a	asin
07783102-n	ikan asin
15228378-n	jam
01190683-a	sibuk
02187296-a	sepuluh
00071840-r	seantero
90000023-n	crystal jade culinary concept holdings
01181295-v	menyajikan
08954611-n	korea
01270486-a	cepat
00614829-v	lupakan
14879750-n	kristal
01576071-a	ajaib
01739099-v	dirikan
00117082-r	bersama
09368224-n	tetangga
02674564-v	menonjol
90000106-n	sri mariamman temple
00036291-r	agak
00774006-a	bercampur-campur
03224032-n	pintu
01392249-a	kecil
05064037-n	berbentuk
03135152-n	palang
13827943-n	bagian depan
02733524-n	gerbang
00759944-v	shalat
00414080-a	neo-klasik
00357556-a	diterapkan
01375831-a	masyhur
15248564-n	zaman
10077593-n	peminat
03727605-n	mahakarya
13775093-n	banyak
02215506-v	didanai
02530167-v	berusaha
02388403-v	mendidik
01805982-v	menghargai
01621555-v	cipta
02108026-v	mendapatkan
01664172-v	memasak
02065665-a	berlainan
02467662-v	dibagi
02194151-a	80
00993117-a	ringan
01745846-a	halus
01482330-n	shark's
02466132-n	fin
07583197-n	soup
02466132-n	sirip
02446931-a	crispy
80000696-a	deep-fried
02260730-a	kering
00618377-a	roasted
07588193-n	sup pangsit
07680932-n	bapao
14580897-n	isi
00661640-a	iris
12435777-n	bawang prei china
14705287-n	pasta
07747607-n	limau
12582231-n	palem
04101232-n	gulung
07735803-n	lobak
07719330-n	rebung
02191766-v	dibumbui
02368336-a	tauco
00679389-v	pilihlah
00324560-v	panggang
00107384-a	sedikit
00015388-n	hewani
00475183-v	menyehatkan
07574426-n	makanan ringan
05849284-n	ciri
07850083-n	tahu
00900616-a	pokok
04081281-n	hai tien lo
04081281-n	no signboard seafood
01665638-v	masak
00041954-r	secara umum
08641113-n	chinatown
02192992-v	mencicipi
02599636-v	makan
08672738-n	desa
10093658-n	nelayan
02603699-v	berdiri
02418686-v	bermain
00921014-a	seru
08672738-n	desa kecil
04071102-n	suaka
00015388-n	margasatwa
01003050-a	habis
00029367-r	bahkan
00428270-n	dance
00182406-v	tambah
02789487-n	bar
00674607-v	pilih
02186580-a	ketiga
01378556-v	tersebar
01580968-a	wajib
02708707-v	berlibur
00958880-a	setia
08507558-n	akar
04081281-n	restaurant
90000081-n	plum village restaurant
00927017-a	yang masih ada
01629403-v	memberi
02397234-a	semarak
90000041-n	hakka yong tau foo
90000208-n	yong tau foo
07892512-n	red
07892512-n	wine
01987545-n	prawns
02071420-a	mirip
07719839-n	ubi
07813107-n	salt
07813107-n	garam
00323856-v	rebus
08310389-n	kumpul
00036935-r	pastilah
07487375-n	nostalgia
00229605-v	menambahkan
00825807-a	oriental
01835496-v	pergilah
00110815-r	ke dalam
01807799-a	menarik
03908831-n	liontin
14924602-n	jade
09494388-n	naga
14716997-n	kuningan
01729819-a	mantan
09623038-n	pemimpin
11155444-n	mao
11155444-n	mao zedong
09945319-n	komunis
01974062-v	angkat
00836236-v	menyimbolkan
10193719-n	pemburu
01723224-v	mempraktikkan
05637558-n	kecakapan
07149836-n	tawar
02259829-v	menawar
00761713-v	menegosiasikan
05806623-n	pemahaman
02245765-v	bertransaksi
07149836-n	perundingan
00868591-v	menantang
02343110-a	hebat
07580782-n	daging panggang
07571324-n	bercitarasa
02190278-a	40
02584981-a	patut
02297142-v	tawarkan
07786164-n	tiram
00986766-a	empuk
01580467-v	bungkus
07734017-n	tomato
07850329-n	cheese
07870167-n	lasagna
90000319-n	barongsai
00434075-n	akrobatik
90000143-n	lion dance
01629589-v	membawa
14473222-n	rezeki
00471572-a	menurut
00015388-n	mahluk
80001073-n	nien
01564144-v	memusnahkan
09393605-n	ladang
01015310-n	panen
10078806-n	petani
15156424-n	malam
01849746-v	menjelang
15182053-n	malam tahun baru
01620854-v	mengakhiri
05037813-n	kebuasan
09488117-n	monster
00015388-n	binatang-binatangan
01181741-v	menggerakkan
04025130-n	boneka
01779165-v	menakuti
02511528-a	buas
00133338-n	pukulan
03249569-n	genderang
01452593-a	keras
00282858-r	terus menerus
00116510-r	bersama
05898568-n	rencana
00061885-a	cerdik
01712704-v	digelar
00032863-r	sejak
00120095-r	bersamaan
06748466-n	acara
01389451-a	besar-besaran
00118523-v	berlangsung
00029037-r	juga
00345000-v	menjadi
10389398-n	tuan
01852174-a	utama
90000005-n	audi fashion festival
01194418-v	menjadi tuan rumah
10187130-n	tuan rumah
02140033-v	pameran
02603056-v	menyatukan
05789432-n	keputusan
05638987-n	bakat
05809878-n	dunia
06887726-n	pameran
01094725-n	dagang
00048475-r	hari ini
09770949-n	pembuat keputusan
00033308-r	saja
01009343-a	inisiatif
02112701-a	kolektif
02440244-v	pimpin
00002621-r	baru saja
00710005-v	diadakan
00097840-r	balik
03149347-a	diadakan
02003357-a	buka
02416278-v	berkolaborasi
01376355-a	legendaris
80000334-n	zouk
00929815-a	banyak dinantikan
00608668-a	alternatif
13776854-n	wadah
01097292-n	pasar
05837271-n	rancangan
01149195-a	maju
01898722-a	praktis
00362103-n	diskon
10276238-n	yang terkemuka
90000134-n	great singapore sale
00047392-r	begitu
02408977-a	daerah
02759190-a	tangan
02333976-a	hampa
02773037-n	tas
13268842-n	hadiah
00143201-s	dengan tangan hampa
00279278-r	dengan hampa
09477037-n	jaringan
00750926-a	lancar
00141806-n	pemeriksaan
00839619-a	efisien
01270868-a	segera
02102840-v	berpetualang
01586342-a	bagus
02251743-v	membayar
13308999-n	pajak
02692232-n	bandara
04473432-n	transit
00076193-r	bolak-balik
00421535-v	meninggalkan
04412901-n	terminal
00104345-r	sekurang
01923414-v	naiklah
04211970-n	bolak-balik
08524735-n	city
04211970-n	shuttle
00309115-n	transit
06691083-n	passport
05108740-n	banyak
02203362-v	punya
05703429-n	observasi
00086000-r	cepat
02930766-n	taksi
00417413-a	bersih
08226335-n	perkotaan
05176188-n	akses
02233704-v	download
04468005-n	kereta
00947128-n	gunakanlah
02154508-v	mencari
80001052-n	smrt
05891572-n	skema
13331198-n	jumlah
13384557-n	uang
80000857-n	smartcards
00118869-r	sekali
00312691-n	jalan
06526619-n	konsesi
01386073-v	sejumlah
80000857-n	kartu
02281093-v	isi
03116530-n	loket
01103844-a	tertentu
03701640-n	mesin
00783840-a	general
80000776-v	ticketing
03699975-n	machine
02745172-v	menambah
13755053-n	isi
80000813-v	menambah isi
13386614-n	uang tunai
05856388-n	nilai
13764213-n	isi
01496021-a	minimal
01188725-v	dibutuhkan
13349662-n	simpanan
02284951-v	diuangkan
02016062-v	turun
00174412-n	langkah
04655649-n	askes
02159969-a	penderita
01019283-a	cacat
05713524-n	penglihatan
01845720-v	bepergian
02774630-n	koper
03871083-n	bungkusan
02437707-v	terpenuhi
00008007-r	semua
08242799-n	kelompok
02448185-v	bentuk
00394813-v	memadukan
05643190-n	teknik
00667079-a	kontemporer
90000198-n	sri warisan
09813126-n	pemain
05815517-n	bidang
01037763-a	di luar negeri
02198302-a	200
09039411-n	turki
00470988-r	terus
01992503-v	melaju
09350045-n	mediterania
02655135-v	diselenggarakan
02207105-a	ke 41
09813126-n	artis
10415638-n	seniman
10665698-n	pelajar
02302187-a	teratur
01651444-v	menyelenggarakan
00348953-n	jangkauan
02797295-n	gerobak
01160806-v	dorong
01672607-a	lumrah
09134386-n	pa
00166025-r	lama
02257767-v	gantikan
01754421-a	permanen
02530282-a	berpendingin
04215402-n	kaki lima
90000060-n	lau pa sat festival market
01754421-a	tetap
10614812-n	tukang
01692222-a	bagian luar
07787613-n	kerang
05853636-n	perhatian
10058411-n	penikmat
02623529-v	menjadi
02527588-a	diburu
01505254-v	menarik perhatian
15119919-n	sekarang
01176232-v	ajak
09877951-n	teman
01467370-v	kelilingi
07555863-n	jajan
01192628-v	boleh
02858304-n	perahu
10546633-n	pelaut
02685390-v	mengarungi
01805982-v	berterima kasih
01739099-v	didirikan
03264542-n	tepi
02624263-v	bangun
01157517-v	menggunakan
03725717-n	batu
14943580-n	kayu
01806143-n	merak
03289268-n	pahatan
03988170-n	tiang
01569566-v	pasang
02359464-a	menakjubkan
03804744-n	paku
00488857-a	luar biasa
90000015-n	china selatan
01805801-n	burung merak
02869563-a	melihat
06471737-n	piagam
02344381-v	hadiahkan
07971582-n	dinasti
05824739-n	bukti
05163807-n	nilai
02156225-v	dapat melihat
01635146-a	berdiri
01735736-a	sabar
02641463-v	menanti
00018302-r	juga
00341917-v	datang
02191232-a	50
00437449-v	mengkhususkan
08591592-n	padang
05159225-n	keistimewaan
07653982-n	potongan
08949093-n	belanda
07765073-n	kurma
15165289-n	pagi
00948514-a	luar
00488187-a	luar biasa
01348528-a	penting
08377085-n	perjalanan
01011973-a	permulaan
00901060-a	utama
02300501-a	kenyang
00348571-n	bergoyang
07573696-n	jamuan
02594979-v	mengoperasikan
00438332-a	nyaman
01471723-a	kurang
00791227-a	menguasai
02193647-a	75%
13285176-n	pangsa
06495328-n	terjadwal
00520214-a	total
02703952-v	hampir
03102654-n	pendingin
14841267-n	udara
02774630-n	bagasi
80000923-a	feeder
10289039-n	manusia
00555138-n	semarak
00833018-a	beroperasi
15164463-n	jumat
15164570-n	sabtu
00487198-a	umum
15167027-n	malam hari
15137556-n	hari libur
13320168-n	ongkos
01120448-n	pembayaran
13386465-n	tunai
01843055-v	bepergian
13386465-n	pembayaran tunai
02069355-a	selain
05902872-n	sistem
05091527-n	informasi
01334398-a	cerdas
01450969-a	tersesat
02204692-v	punya
07293180-n	layanan
00672433-v	perkiraan
05661668-n	solusi
05793554-n	berdasarkan
01436003-a	pendek
01436003-a	tersingkat
06477371-n	kartu
03699975-n	loket
13331198-n	isi
13331198-n	s$10
14418662-n	perpaduan
01817314-v	memikat
13736799-n	separuh
03878066-n	istana
04763925-n	keistimewaan
01656628-a	tertutup
02248465-v	temui
80000385-n	bugis
04202417-n	converse
90000022-n	cotton on
03176763-n	store department
07944050-n	muda-mudi
00933599-a	mahal
00704690-v	berencana
01188725-v	ingin
00703708-v	memeriksa
07164546-n	penawaran
02342899-a	berbintang lima
02423183-v	biarkan
00279092-a	gemerlap
02576349-v	menipu
08569998-n	lahan
04967191-n	hijau
01675963-v	menghiasi
02169702-v	dengarkan
07377473-n	hiruk-pikuk
00224651-v	memudar
08587174-n	cagar
01639230-a	purba
07966927-n	bisnis
00646271-v	jelajahilah
01289083-a	tertata
01289083-a	indah
02373336-v	lanjutkan
01963795-v	snorkeling
00217728-a	asri
01935233-v	sambangi
01462324-a	kesayangan
13963192-n	‘kehidupan
01010271-a	terakhir
01358363-a	menggoda
02237338-v	tolak
01823092-a	tidak mungkin
00889555-v	menjamin
15228910-n	saat
02637592-v	tinggal
01482449-v	mengemas
00042757-n	berangkat
04241940-n	belahan
05905706-n	paket
02290461-v	memanfaatkan
00308370-n	perjalanan
01555732-a	sebaik
15119536-n	saat ini
06507041-n	daftar
00345761-v	mulai
00678282-v	merencanakan
00600370-v	menghabiskan
09629752-n	wisatawan
01881180-v	menjelajahi
03109881-n	sudut
09379111-n	celah
08593262-n	bentuk
02486932-v	temukan
01210737-v	menggunakan
00598954-v	menemukan
06615561-n	pertunjukan
00114431-n	tarik
02548820-a	basah
03926575-n	foto
11444038-n	siang
01745722-v	mencetak
03619396-n	perlengkapan
11444038-n	siang hari
90000043-n	holland road shopping centre
00923793-v	menampilkan
04345288-n	benda
08969291-n	maroko
03550289-n	sangkar
01537134-n	burung
03219135-n	patung
02941790-a	afrika
03945615-n	pipa
02843276-n	sangkar burung
08558963-n	rumah
03717921-n	model
00272951-r	seberang
08514034-n	centre
00624026-a	ramai
03176763-n	emporium
00243124-v	berpadu
01617192-v	menjadi
02502916-v	menolak
07185325-n	permintaan
00036254-a	buka
01290766-a	perdana
02764643-a	menteri
02493030-v	menyambangi
07721456-n	lada
02309165-v	memberi
02106006-v	rasa
01824244-a	kuat
07814203-n	kayu manis
02300501-a	penuh
07668702-n	pig
05332802-n	kidney
05332802-n	ginjal
02157557-n	pigtail
02157557-n	ekor
01071423-a	preserved
12212361-n	vegetable
07818277-n	garlic
00323856-v	stewed
07668702-n	pork
02439568-n	trotters
00323856-v	tim
07655505-n	kaki
02439568-n	kaki babi
02023107-v	bertemu
10411551-n	penjaja
07639855-n	gorengan
01586342-a	sedap
00617422-a	onde-onde
01190993-a	ringan
07729485-n	kedelai
07844867-n	susu kedelai
00710005-v	kelola
06341340-n	mr
10780632-n	istri
02192090-a	59
02192756-a	66
02542280-v	turut
02598765-v	bergabung
09992837-n	putri
06341525-n	ms
02189883-a	36
02367032-v	meninggalkan
00582388-n	pekerjaan
10399491-n	orangtua
10078131-n	penggemar
02071420-a	sama seperti
04812268-n	kehalusan
05677340-n	rasa
90000095-n	singapore food festival
02609203-v	dimulai
02522319-v	gagal
07943300-n	penduduk
01084091-a	penuh
03149347-a	diselenggarakan
01835496-v	bepergian
10325243-n	impian
00701040-v	membentuk
06194409-n	kebudayaan
00341560-v	pergilah
00065639-v	mendapatkan
08507558-n	muasal
01027859-n	adat
13464820-n	evolusi
01927654-a	ras
06774316-n	adat kebiasaan
02570267-v	manjakan
02319428-v	promosi
02297409-v	tawarkan
00362103-n	potongan harga
02450417-v	ikut serta
06518068-n	kupon
01291941-v	mendekatkan
02225510-a	berbakat
08327816-n	seminar
06879180-n	demonstrasi
00243918-n	memasak
01468097-a	beruntung
02078294-v	pulang
06651577-n	kiat
02088883-s	rahasia
00098605-r	ke rumah
07565259-n	sajian
02097480-a	menggiurkan
02898922-a	budaya
06364641-n	kesusasteraan
06367107-n	fiksi
03704210-n	majalah
06427387-n	ensikopledia
04925756-n	lama
06426279-n	almanak
02727883-v	laris
00200258-a	hard cover
02479323-v	menyediakan
06515827-n	biografi
06410904-n	kitab
06161718-n	hukum
06414372-n	buku teks
06414372-n	sekolah buku pelajaran
00432689-n	hobi
09367991-n	barang kebutuhan
03800933-n	instrumen musik
01674242-a	rutin
06892775-n	konser
08408418-n	bazaar
07456188-n	kompetisi
07815588-n	lada
90000086-n	rong chen bak kut teh
07656741-n	iga
02296726-v	tawarkan
02558767-a	natural
01570892-a	alami
01739814-v	pelihara
00140403-r	alami
01179865-v	beri
01179865-v	makan
07800091-n	makanan
01445932-v	gigit
01754737-v	potong
02421364-a	tidak berlebihan
00715239-v	merasa
02336904-a	kurang
00720063-v	menanti
02154508-v	temukan
01640855-v	jalankan
02809105-n	batik
02506555-a	beraneka
00394135-a	warna
02609203-v	mulai
04197391-n	kemeja
02727883-v	jual
00402419-a	beraneka warna
08383909-n	bisnis keluarga
02193141-a	70
03016868-n	sifon
07555184-n	berminat
03113835-n	pakaian
00611047-a	tradisonal
01666327-v	jahit
07185076-n	penawaran
00108479-r	ke sini
08678515-n	padat
01376705-a	kenal
01074650-a	ramah
90000192-n	arab street
12937678-n	carrot cake
00158309-r	itulah
15203791-n	60 tahun
01262936-v	terkupas
00332017-v	digiling
14589223-n	larutan
00122626-a	lalu
00182406-v	masukkan
12937678-n	wortel
07735687-n	lobak
02191546-v	terasa
00037226-r	yang benar
07290905-n	awal
00737246-a	terpelihara
01727926-a	masa lalu
02500884-a	bermutu
00331082-v	menggiling
00947128-n	menggunakan
00326773-v	memanggang
14685296-n	arang
02036755-v	mengantri
15227846-n	sejam
06636259-n	fakta
00789448-v	menelepon
00196364-v	bakar
01629000-v	beri
07582609-n	celup
02394183-v	jadilah
01798936-v	kecewa
14420464-n	paduan
07967982-n	ras
00598954-v	temukan
03725035-n	topeng
02326355-v	telusuri
02801938-n	keranjang
00141632-v	ikat
08627919-n	kawasan
04673006-n	kerajinan
00402419-a	warna-warni
04007894-n	buatan
02923745-a	hindi
02466134-v	berbelanja
02887970-n	gelang
02766390-v	berkilauan
90000046-n	jamal kazura aromatics
90000062-n	little india arcade
00044353-a	mungkin
00298497-n	berkendara
02648639-v	tinggal
02102398-v	mengendarai
04524313-n	kendaraan
02472223-v	terdaftar
06477371-n	card
06549661-n	izin
08509442-n	zona
03659292-n	tuas
90000118-n	tuas checkpoint
13323749-n	tol
02627934-v	perlu
01189113-v	harus
03290771-n	entry
01139194-n	permit
13275288-n	biaya
02251743-v	bayar
13396861-n	harus dibayar
00637259-v	hitung
00727564-a	bebas
15160579-n	hari
15163797-n	hari minggu
10034906-n	pengemudi
13790912-n	per
01295443-a	keluar
08517825-n	checkpoint
00406963-v	menyediakan
14699752-n	permata
90000051-n	kew garden restaurant
08588152-n	interior
01793812-a	sederhana
07009042-n	sedikit
02727462-v	yang masih ada
04548362-n	dompet
00507053-r	sungguh
09788521-n	teman
01862918-v	singgah
90000163-n	sultan mosque
03220513-n	kubah
02715513-n	aula
01387319-a	luas
01783158-a	religius
01384730-a	amat besar
10628644-n	sultan
01089778-n	dana
13254443-n	hibah
00103554-r	pertama
02129289-v	lihat
02443049-v	mengawasi
00269258-n	rekonstruksi
00957679-v	ulang
02998988-a	ke-100
02732798-v	menampung
09847727-n	jemaah
01121757-a	menakjubkan
02154508-v	mengamati
03788195-n	mesjid
00142191-v	bentuk
02876657-n	botol
02304982-v	kumpulkan
10077593-n	jemaah
02443907-a	tropis
00407420-a	bergaya
05728678-n	rancangan
08588294-n	interior
02197505-v	menyambut
01928838-v	melangkah
00608354-n	desain interior
02016523-v	melangkah masuk
01465214-a	romantis
15138903-n	bulan madu
00345761-v	mulailah
07573696-n	santapan
07573696-n	sajian
01960459-n	oyster
02743214-v	berasal
01906320-a	olahan
02512053-n	ikan
07789063-n	cod
07788885-n	udang karang
07625493-n	pai
07739125-n	apel
07601999-n	cokelat
03650173-n	lapis
02633356-v	terbuat
13277886-n	perbelanjaan
02198409-a	300
06197215-n	tujuan
02108026-v	alami
05805012-n	mengetahui
90000201-n	ion
09474162-n	dinding
02953673-n	kanvas
05651971-n	panca-indera
00109660-v	berubah
14134623-n	hati
00879759-n	observasi
01010271-a	akhir
01385255-a	sangat besar
15201994-n	akhir tahun
02493030-v	kunjungi
08502171-n	langit
13650045-n	kaki
00024996-s	pengalaman baru
15156001-n	sekarang
02203249-a	sembilan
01375831-a	tersohor
00676450-v	memilih
07565259-n	meja
02110220-v	merasakan
00008600-r	sendiri
01658762-v	racikan
13749778-n	60
00890590-v	jamin
01413247-a	bakal
01646075-v	menerbitkan
05416198-n	liur
05416198-n	air liur
00724150-v	menyisakan
13777764-n	tempat
07609840-n	pencuci mulut
14524849-n	atmosfir
02428924-v	bertemu
09816771-n	kolega
02110552-v	merasakan
00515684-n	ekstravaganza
00428270-n	dansa
15204983-n	dasawarsa
00687523-v	diragukan
01652902-a	terbuka
02384940-v	mengundang
10017272-n	dj
01959294-a	tetap
08247021-n	duet
00050195-n	tampil
00107416-r	belakangan
15167474-n	malam
15164957-n	hari
07343910-n	matahari terbit
04620558-n	semangat
08372411-n	suku
02616386-v	yaitu
00705227-v	berencana
00922228-a	memabukkan
06518068-n	tiket
13779244-n	jumlah
09877951-n	sahabat
00061203-r	berikut
00462909-a	pantai
02837789-n	bikini
10129825-n	gadis
02131072-a	seksi
00971660-a	keren
02491851-v	berpestalah
15155891-n	esok
08497294-n	wilayah
01705655-a	tersembunyi
08903220-n	delhi
02280132-v	dikonservasi
02620587-v	terdiri dari
00309021-a	hati
03124541-a	kain
03069213-n	koleksi
10641223-n	anak
09449949-n	anak benua
04007894-n	produk
03113657-n	busana
07557434-n	santapan
00679389-v	memilih
09328746-n	lagoon
10388440-n	raja
00463399-a	laut
90000028-n	east coast lagoon food village
07923748-n	jus
12136206-n	tebu
02026086-v	menemani
02768579-v	mengepul
05725527-n	panas
14336539-n	dan panas
07573696-n	jalanan
01180351-v	menyajikan makanan
02699941-v	cocok
00448872-n	rollerblading
01944692-v	berperahu
01776468-v	suka
00617422-a	fried
07648549-n	wing
01828736-v	nikmati
08544419-n	sudut
06806098-n	desir
11431754-n	angin
02443849-v	beroperasi
00652900-v	membandingkan
06359193-n	www.easibook.com
07372565-n	repot
02329413-v	loket
08236438-n	konsortium
90000054-n	konsortium express
90000038-n	grassland express
08963813-n	kuala lumpur
04263614-n	sumber
08938351-n	tours
14492373-n	mewah
00048858-a	ekstra
01063939-n	waiting
03691817-n	lounges
08997487-n	dunearn road
00107416-r	baru
01065115-v	memperkenalkan
10748620-n	vip
01188725-v	menginginkan
04081044-n	sandaran
02735753-v	sesuai
07369604-n	selera
10655594-n	pramugara
00390290-r	dapat diatur
00249878-r	di atas
01055073-a	berbau
90000132-n	golden mile complex
00118965-r	dulu
05839024-n	macam
03079230-n	cd
08249038-n	band
06879521-n	tampil
00259019-r	langsung
02156225-v	melihat
15167349-n	malam hari
00005343-r	dibilang
01848718-v	berangkat
02078294-v	kembali
01959294-a	berkala
05121418-n	sejumlah
08355692-n	agen perjalanan
01777210-v	menyukai
00968730-a	eksotik
04118021-n	karpet
00673456-a	buatan tangan
01411065-a	sama
01496976-a	berarti
09483738-n	mahluk
09483738-n	imajiner
05549830-n	tubuh
02704818-v	berat
13721387-n	ton
03931044-n	ikon
00836236-v	melambangkan
00001837-r	m
01000214-v	tercatat
06515662-n	sejarah
01728614-a	purba
09426788-n	laut”
00127137-a	dahulu
06939431-n	bahasa jawa
02187379-a	11
08226699-n	desa
02648253-v	abadikan
00263463-a	gagah
04050066-n	pencakar
08647049-n	pemandangan laut
04233124-n	pencakar langit
02447370-v	berhak
02302220-v	menyandang
05175904-n	gelar
01084644-a	diisi
00661640-a	irisan
01629589-v	memberi
05093890-n	setingkat
05827509-n	tendangan
09363970-n	perlu
00819235-a	akhir
00119139-r	walau
07601999-n	chocolate
01003536-a	terbuat
14911704-n	tar
12201580-n	cokelat
08591680-n	lapisan
00950002-a	luar
07595180-n	caramel
04683136-n	streak
05717342-n	asin
07614348-n	sorbet
14845743-n	h20
07936263-n	air minum
07231532-n	berani
00409440-a	dark
09218315-n	honeycomb
07614500-n	ice-cream
05712076-n	sensasi
00784342-v	meminta
05916155-n	saran
02301560-a	mantap
02646378-v	patut
08428485-n	arak-arakan
02626604-v	berubah
08431942-n	barisan
10415638-n	penari
09765278-n	pemain
