synset	lemma	annotation
00011093-r	baik	KEEP
00431552-n	minat	KEEP
00594621-v	tahu	KEEP
09812338-n	seniman	KEEP
02581900-v	dituntut	KEEP
03610270-n	suvenir	KEEP
05839024-n	jenis	KEEP
02370987-v	berurusan	KEEP
00395626-a	menjadi merah	DELETE
90000128-n	Ensembel Tari	KEEP
01156834-v	membawa	DELETE
01815185-v	menenangkan	KEEP
03479952-n	ruang masuk	KEEP
00312691-n	jalan	KEEP
00595630-v	mengetahui	KEEP
07571324-n	masakan	KEEP
02346895-v	menerapkan	KEEP
01546111-v	berdiri	KEEP
06647206-n	rekaman	KEEP
01593649-a	yang biasa	KEEP
01638962-a	purba	KEEP
15205532-n	berabad-abad	KEEP
05651971-n	indera	KEEP
02568672-v	latih	DELETE
01129977-a	baik	KEEP
08226335-n	pura	KEEP
90000230-n	makanan khas singapura	KEEP
00813790-v	menyederhanakan	DELETE
10230736-n	anak	KEEP
15201994-n	akhir tahun	KEEP
00221985-r	balik	KEEP
02426395-v	tutup	KEEP
02209745-v	meluwengkan	DELETE
02616386-v	jadilah	KEEP
08646902-n	pemandangan	KEEP
02665282-v	menyerupai	KEEP
08507558-n	muasal	KEEP
01403760-a	tidak sah	KEEP
02065665-a	assorted	KEEP
02872776-a	multikultural	KEEP
01156834-v	meluwengkan	DELETE
02250625-v	mengganti kerugian	KEEP
01103844-a	dikhususkan	KEEP
00072329-r	di sekitar	KEEP
05302499-n	mulut	KEEP
01930482-v	membawa	DELETE
00118965-r	dulu	KEEP
06517942-n	bon	KEEP
02096167-v	menyimpang	DELETE
08624385-n	tempat tugas	DELETE
06303888-n	istilah	KEEP
14474556-n	daya	KEEP
00976653-v	mempromosikan	KEEP
01013279-a	terakhir	KEEP
02162947-v	berkilauan	KEEP
01326528-v	melumatkan	DELETE
01202415-n	integrasi	KEEP
00668805-v	reguk	DELETE
01168468-v	menyekang perut	DELETE
00466651-v	memadukan	KEEP
02020590-v	mendarat	DELETE
07560652-n	citarasa	KEEP
00099951-n	ilusi	KEEP
02370083-a	segar	KEEP
02437707-v	terpenuhi	KEEP
90000144-n	vinayagar	KEEP
07926250-n	limun	KEEP
14002279-n	keseimbangan	KEEP
15210486-n	februari	KEEP
10153414-n	orang	DELETE
07842753-n	omelet	KEEP
08594286-n	baris	DELETE
02767308-v	mengeluarkan	KEEP
07196075-n	wawancara	KEEP
00683280-v	percayalah	KEEP
01982395-v	mengambil	DELETE
01856066-a	dasar	KEEP
02664769-v	sederajat	DELETE
01843380-a	sajikan	KEEP
00336831-a	pastilah	KEEP
02343110-a	lezat	KEEP
00542359-a	tipis	KEEP
01999798-v	menghulukan	DELETE
10502576-n	pembalap	KEEP
00065639-v	menahan kesengsaraan	DELETE
80001269-v	tiada	KEEP
02075857-v	jadi	DELETE
09877750-n	inggris	KEEP
00908492-n	kreasi	KEEP
00180279-r	perlahan	KEEP
01037885-a	internasional	KEEP
05216365-n	badan	KEEP
08168978-n	republik	KEEP
02733524-n	gerbang	KEEP
00015388-n	mahluk	KEEP
02687385-v	memandu	DELETE
03461385-n	pasar	KEEP
09018162-n	azerbaijan	KEEP
00308370-n	perjalanan	KEEP
05174653-n	hak	KEEP
80001040-n	topshop	KEEP
05675130-n	kesadaran	KEEP
02652729-v	bermalam	KEEP
01168259-v	piknik	KEEP
06693502-n	puja	KEEP
01233156-n	kunjungi	KEEP
01398919-v	pukuli	KEEP
14429484-n	rengking	DELETE
00693237-a	mendalam	KEEP
00683280-v	percaya	KEEP
01157517-v	menggunakan habis	DELETE
00663353-v	disimak	KEEP
05563770-n	tangan	KEEP
02297948-v	memberi	KEEP
07843464-n	souffle	KEEP
02206619-v	makan	DELETE
09409512-n	bubungan	KEEP
01326528-v	membinasakan	DELETE
02202854-a	enam	KEEP
02152446-n	sayap	KEEP
00010914-r	baru	KEEP
02620587-v	terdiri dari	KEEP
02295998-a	norma	DELETE
90000144-n	lord vinayagar	KEEP
02236624-v	membenarkan masuk	DELETE
13327676-n	kehilangan	KEEP
02679012-v	layak	KEEP
02685951-v	lalu	DELETE
02680814-v	jangan	KEEP
13767239-n	segelas	KEEP
05849789-n	fitur	KEEP
80000869-a	multi-sensorik	KEEP
09792555-n	nenek moyang	KEEP
01982186-a	lambang	KEEP
02202928-v	jaga	KEEP
02238085-v	berlaku	DELETE
02336109-a	cukup	KEEP
00789448-v	pesanlah	KEEP
90000019-n	Citarasa Melayu	KEEP
01192628-v	boleh	KEEP
02664769-v	se-	KEEP
04334599-n	street	KEEP
01362736-v	cat	KEEP
07581931-n	koktail	KEEP
01602330-a	selatan	KEEP
01692969-a	luar	KEEP
14486122-n	antisipasi	KEEP
00087736-v	makan	DELETE
00971660-a	keren	KEEP
00320852-n	hal memperkenalkan seseorang	DELETE
01086545-a	kosong	KEEP
02672187-v	menandingi	KEEP
13965274-n	perkawinan	KEEP
02394183-v	menduduki	KEEP
01462005-v	mencampur	DELETE
07684289-n	naans	KEEP
00049003-n	laluan masuk	DELETE
03003616-a	inggris	KEEP
00019339-r	pernah	DELETE
13883494-n	kotak	KEEP
02603699-v	insan	DELETE
02110220-v	merasakan	KEEP
12522493-n	rosewood	KEEP
80000379-n	Grimesby Roylott	KEEP
01189113-v	perlu	KEEP
01579128-a	lalu	DELETE
00340403-r	langsung	KEEP
08558155-n	kerajaan	KEEP
03083069-a	melayu	KEEP
09411430-n	mei	KEEP
90000159-n	Shang Antiques	KEEP
80001230-x	ia	KEEP
05790758-n	kegemaran	KEEP
06892016-n	aksi	KEEP
00407848-v	disiapkan	KEEP
02563327-v	melakukan	KEEP
08908954-n	sumatera	KEEP
05751794-n	culture	KEEP
07575076-n	makan siang	KEEP
01678729-a	khas	KEEP
02269635-a	setiap	KEEP
03974215-n	ujung	DELETE
01769693-v	mempengaruhi	KEEP
08514034-n	training centre bonsai	KEEP
00654885-n	layanan	KEEP
90000044-n	Il Lido	KEEP
02022162-v	berhasil	KEEP
09923673-n	rakyat	KEEP
11105778-n	rudyard kipling	KEEP
01106405-a	tempatan	DELETE
15166191-n	petang	KEEP
01108716-a	teknis	KEEP
05667404-n	adat	KEEP
07498210-n	citarasa	KEEP
02686471-v	mengajak	DELETE
08593262-n	deretan	DELETE
02342132-v	menambah	KEEP
08963813-n	kuala lumpur	KEEP
01621219-v	menyapu bersih	KEEP
03874965-n	pagoda	KEEP
01051410-a	celaka	KEEP
10595164-n	adik	KEEP
00484166-v	selesai	KEEP
01674242-a	akhbar harian	DELETE
01197014-v	makan	DELETE
00220082-a	cantik	KEEP
02867783-a	musik	KEEP
03109486-n	sudut	KEEP
09963574-n	juru masak	KEEP
00264386-v	kembang	KEEP
10401829-n	peserta	KEEP
00674607-v	memilih	KEEP
04400499-n	telegraf	KEEP
14988741-n	henna	KEEP
02935658-n	gerai	KEEP
00431447-a	jernih	KEEP
09379111-n	luang	KEEP
80001085-n	Madam	KEEP
01664172-v	membetulkan	DELETE
05813822-n	suvenir	KEEP
00410247-n	pola	KEEP
01148296-v	melindungi	KEEP
01824736-v	harap	DELETE
00173338-v	mengambil contoh darah	DELETE
01055360-n	singgah	KEEP
02140033-v	pameran	KEEP
02993094-a	futuristik	KEEP
00343226-a	nasib	KEEP
01110274-n	perdagangan	KEEP
01158181-v	membazirkan	DELETE
05941423-n	kepercayaan	KEEP
05915034-n	haji	KEEP
02685951-v	mengulurkan	DELETE
00767635-v	menawarkan	KEEP
02911627-a	statistik	KEEP
00537682-n	tari rakyat	KEEP
10156831-n	hakka	KEEP
02236124-v	membawa	DELETE
03073977-n	tiang	KEEP
06689297-n	izin	KEEP
08594286-n	leluhur	DELETE
00522885-a	lengkap	KEEP
01726172-v	memainkan	KEEP
13265011-n	oleh-oleh	KEEP
00522463-a	lengkap	KEEP
00021265-n	gizi	KEEP
06619065-n	acara	KEEP
15208333-n	hari	KEEP
07490579-n	olah	KEEP
01999798-v	mengiring	DELETE
01983548-a	hormat	KEEP
01580050-a	perlu	KEEP
10415638-n	penari	KEEP
01923414-v	naiklah	KEEP
00306663-a	bisa	KEEP
08621598-n	keadaan	DELETE
00413239-n	kebiasaan	KEEP
00246296-r	sekadar	KEEP
01181295-v	beralaskan	KEEP
00668805-v	menyetujui	DELETE
76100074-x	pucuk	KEEP
08615374-n	taman	KEEP
05261566-n	berjenggot	KEEP
00024073-r	tiada	KEEP
00428270-n	seni tari	KEEP
01277426-a	utama	KEEP
00884011-v	janjikan	KEEP
15129927-n	pukul	KEEP
01435380-v	mengirimkan	KEEP
01666327-v	menjahit	KEEP
00120675-v	menjadi	KEEP
08172877-n	asia	KEEP
03953416-n	tempat ibadah	KEEP
03670849-n	tali	DELETE
00488187-a	menghairankan	DELETE
01537134-n	burung	KEEP
00081836-n	perbelanjaan	KEEP
06696483-n	kehormatan	KEEP
02222318-v	membuang	KEEP
02686471-v	mengemudikan	DELETE
01410606-a	menyerupai	KEEP
13254443-n	hibah	KEEP
13987219-n	kenyamanan	KEEP
02079933-v	bawa	KEEP
13954253-n	ada	KEEP
00310347-n	trekking	KEEP
00011093-r	baik-baik	KEEP
02706816-v	menantang	KEEP
03670208-n	limo	KEEP
05933834-n	latar	KEEP
01028655-n	ibadat	KEEP
01387319-a	besar	KEEP
07006712-n	pentas	KEEP
01645601-v	menyebabkan timbulnya sesuatu	DELETE
01603518-a	tenggara	KEEP
02024143-a	kaya	KEEP
02109645-v	berjangkit	DELETE
00505853-a	unik	KEEP
06862202-n	tempat	DELETE
02236124-v	mengambil	DELETE
00049003-n	hal memperkenalkan seseorang	DELETE
00666058-a	kini	KEEP
08506641-n	medan pertempuran	KEEP
00324560-v	panggang	KEEP
04473432-n	transportasi	KEEP
00488187-a	tersendiri	DELETE
00734054-v	berpikir-pikir	DELETE
14475661-n	kerugian	KEEP
13549672-n	pelepasan	KEEP
01323958-v	membunuh	KEEP
03117012-a	thai	KEEP
00493297-a	rakyat	KEEP
08642517-n	sekitar	KEEP
00331030-a	tengah	KEEP
00339934-v	terjadi	KEEP
01912159-v	melewati	KEEP
07583197-n	soup	KEEP
13352138-n	cagar	KEEP
01233156-n	kunjungan	KEEP
06740402-n	sebab	KEEP
09975425-n	seniman	KEEP
02457233-v	menghormati	KEEP
00007846-n	ada orang	DELETE
00589344-a	terpuaskan	KEEP
02623906-v	mencolot	DELETE
01654628-v	membuat	KEEP
06791372-n	tanda	KEEP
02747709-v	meneruskan	DELETE
01481360-v	gantung	KEEP
00770437-v	menggalakkan	DELETE
01428578-v	melakukan	DELETE
07136940-n	obrolan	KEEP
01375831-a	nama	KEEP
08561583-n	selatan	KEEP
02192090-a	59	KEEP
01805982-v	menghargai	KEEP
02191040-a	48	KEEP
02914991-n	chinatown complex	KEEP
00069472-r	pada	DELETE
07248801-n	iklan	KEEP
09437454-n	tebing	KEEP
01427127-v	mempunyai	DELETE
07666071-n	perkedel	KEEP
01971237-a	bersaudara	KEEP
02456493-v	dikebumikan	KEEP
03725717-n	batu	KEEP
02708420-v	melewati	KEEP
01251128-a	dingin	KEEP
00118363-r	agar	KEEP
76100069-x	buah	KEEP
14438788-n	reputasi	KEEP
03255648-n	orang-orangan	KEEP
02472223-v	dicatat	KEEP
01795203-a	ramai	KEEP
03671668-n	deretan	DELETE
02153174-a	khusus	KEEP
13910384-n	kekosongan	DELETE
00077645-a	ngeri	KEEP
80000126-n	wanton mee	KEEP
01151110-v	melatih	DELETE
01948450-v	berselancar	KEEP
01636221-v	menggambarkan	KEEP
00190115-a	sadar	KEEP
00599992-v	belajar	KEEP
07221094-n	cerita	KEEP
13791389-n	sehubungan	KEEP
08182379-n	keramaian	KEEP
00992133-a	lemak	KEEP
01818235-v	menganjurkan	KEEP
03740161-n	obat-obatan	KEEP
08593924-n	garis keturunan	DELETE
01197014-v	mengalami	DELETE
07126383-n	rintihan	KEEP
10077593-n	penggila	KEEP
00027384-r	bagaimanapun	KEEP
01577635-v	mencemplungkan	KEEP
00049003-n	masuk	KEEP
76100096-x	untai	KEEP
02603699-v	ada	KEEP
80000823-r	waktu	KEEP
02644234-v	mendominasi	KEEP
07450651-n	raya	KEEP
04677514-n	paras	DELETE
02542280-v	turut	KEEP
01555732-a	sebagian besar	KEEP
02327200-v	membekalkan	DELETE
00941990-v	bicara	KEEP
09303008-n	bukit	KEEP
02611827-v	bintang	KEEP
00618944-a	kukus	KEEP
08900377-n	terusan suez	KEEP
90000140-n	john little	KEEP
01662771-v	mengacu	KEEP
02329413-v	bertiket	KEEP
01737923-v	ulang	KEEP
00042757-n	berangkat	KEEP
01106405-a	setempat	KEEP
00211517-r	rohani	KEEP
03748886-n	barang	KEEP
07719616-n	tauge	KEEP
05035353-n	daya	KEEP
00112828-n	klik	KEEP
01343918-a	menarik	KEEP
03584829-n	besi	DELETE
00431774-a	bening	KEEP
00455919-v	lengkapi	KEEP
80002008-n	ayam bakar	KEEP
90000215-n	stb	KEEP
02717102-v	mengarik	DELETE
07227772-n	komitmen	KEEP
00770437-v	mempunyai	DELETE
02431728-a	lelah	KEEP
00048374-n	kedatangan	KEEP
02427103-v	dibangun	KEEP
00118965-r	dahulu	KEEP
07844042-n	susu	KEEP
01761706-v	membangkitkan	KEEP
00023271-n	pengetahuan	KEEP
01643620-a	lawas	KEEP
08457976-n	seri	KEEP
90000181-n	india utara	KEEP
08600443-n	monumen	KEEP
00382635-v	mengubah	KEEP
09257949-n	kulit	KEEP
15122231-n	kala	KEEP
13128365-n	ubi	KEEP
02186338-a	salah satu	KEEP
00897746-v	tanyakan	KEEP
00583991-v	meningkatkan	KEEP
01864230-v	mulai	KEEP
07231532-n	berani	KEEP
01067694-a	segar	KEEP
02717102-v	mendukung	DELETE
09052652-n	utara	KEEP
00615757-a	masak	KEEP
05149325-n	guna	KEEP
07164546-n	menawarkan	KEEP
15210870-n	maret	KEEP
01999218-v	menuntun	DELETE
02022167-a	kaya	KEEP
00031921-n	hubungan	KEEP
01638438-a	orang perempuan tua	DELETE
01195299-v	rasakan	KEEP
02717102-v	bawa	KEEP
00409440-a	hitam	KEEP
02209936-v	makan	DELETE
01824736-v	ingin	KEEP
07540602-n	kebagian	KEEP
02813645-n	pasar	KEEP
00087736-v	mengecutkan	DELETE
10208583-n	orang dalam	KEEP
05711915-n	lagu	KEEP
08510456-n	tempat kelahiran	KEEP
01999798-v	membawa	KEEP
02614181-v	orang	DELETE
01188342-v	kenyang	KEEP
07626602-n	sirup jagung	DELETE
02674564-v	menonjol	KEEP
01326528-v	meniadakan	DELETE
00850183-a	terlezat	KEEP
02020590-v	sampai di/ke	DELETE
08544593-n	sudut	KEEP
02964389-n	kargo	KEEP
04267165-n	spandeks	KEEP
05198427-n	yurisdiksi	KEEP
02526085-v	menjayakan	DELETE
01462005-v	campurkan	DELETE
09385137-n	irisan	KEEP
01553340-a	sejumlah	KEEP
00002684-n	benda	KEEP
00107416-r	ini baru	KEEP
02472987-n	orang	KEEP
00979870-v	mengatakan	KEEP
02163746-v	dilihat	DELETE
01827858-v	mengagumi	KEEP
14016361-n	letih	KEEP
04025130-n	boneka	KEEP
00405645-r	lain satu sama	KEEP
00027167-n	lokasi	KEEP
02243630-v	menjual	KEEP
01664172-v	bersiapkan	DELETE
02510455-n	panda	KEEP
01282014-a	mengagumkan	KEEP
80001582-n	pusat pedagang kaki lima	KEEP
00772967-v	menghadirkan	KEEP
04296562-n	marina bay floating platform	KEEP
02368336-a	semanis	KEEP
03541696-n	hotel	KEEP
01158181-v	habiskan wang	DELETE
03541696-n	inn	KEEP
02707659-a	kuliner	KEEP
05840431-n	sifat	KEEP
08337324-n	kantor	KEEP
01824339-v	ingin	KEEP
09139508-n	pierre	KEEP
03671473-n	rangka	DELETE
03405725-n	perabotan	KEEP
01807882-v	menarik	KEEP
05190804-n	kekuatan	KEEP
00017445-r	bahkan	KEEP
02587532-v	dapat	DELETE
02192992-v	mencicipi	KEEP
07577374-n	kudapan	KEEP
01002740-v	memfilmkan	KEEP
03528263-n	perangkat	KEEP
00207366-r	hari ini	KEEP
03636649-n	lampu	KEEP
02203362-v	mempunyai	KEEP
02609764-v	berakhir	KEEP
01579128-a	lalu	KEEP
01824736-v	kayak	DELETE
02206619-v	menawan	KEEP
00431552-n	hobi	KEEP
09786585-n	amatir	KEEP
00488187-a	di luar dugaan	DELETE
09004068-n	moskow	KEEP
00652900-v	membandingkan	KEEP
02186470-a	dua	KEEP
01110517-v	mengatasi	KEEP
01727303-a	semula jadi	DELETE
01862918-v	singgah	KEEP
15237044-n	musim semi	KEEP
02300624-a	terjamu	KEEP
07289358-n	hidangan istimewa	KEEP
07841037-n	putih telur	KEEP
05835747-n	berkonsep	KEEP
00362103-n	potongan harga	KEEP
02267989-v	membawa	DELETE
01751201-a	ideal	KEEP
05820620-n	misal	KEEP
07648549-n	wing	KEEP
02579136-a	rohani	KEEP
01686439-a	unik	KEEP
00406243-v	bersiap	KEEP
01209576-n	layanan	KEEP
07721456-n	cabai	KEEP
02627934-v	perlu	KEEP
10492202-n	penarik	KEEP
00094448-a	berjiwa	KEEP
02238085-v	dapatkan	DELETE
02125409-a	menetap	KEEP
03804744-n	paku	KEEP
07609840-n	pencuci mulut	KEEP
00689344-v	berpikir	KEEP
90000199-n	you tiao	KEEP
02157557-n	ekor	KEEP
07655505-n	kaki	KEEP
01878719-v	meliuk-liuk	KEEP
04254777-n	kaus kaki	KEEP
08651735-n	langit	KEEP
80002384-a	tandori	KEEP
05108740-n	banyak	KEEP
90000076-n	pastikan anda	KEEP
02630871-v	memiliki	KEEP
01010271-a	akhir	KEEP
10151133-n	tamu	KEEP
05790944-n	alternatif	KEEP
02402825-v	membuang kerja	DELETE
02169702-v	mendengar	KEEP
00968730-a	istimewa	KEEP
00087736-v	membutuhkan	DELETE
00599992-v	mengarik	DELETE
05839024-n	bagai	DELETE
01517662-v	melilit	KEEP
00182406-v	tambah	KEEP
02193194-v	terdengar	KEEP
76100068-x	orang	KEEP
01027174-v	mengepil	DELETE
00597915-v	ketahui	KEEP
10325243-n	contoh terbaik	KEEP
01128193-v	melindungi	KEEP
00475308-a	berkobar-kobar	KEEP
01674242-a	rutin	KEEP
01375831-a	kenamaan	KEEP
03609235-n	kayak	KEEP
04835950-n	aksi	KEEP
00116687-n	peluncuran	KEEP
00522751-v	mengambil	DELETE
02699141-v	melambangkan	KEEP
01410606-a	bagai	DELETE
01293396-a	takut	KEEP
04971313-n	mawar	KEEP
08785343-n	athena	KEEP
02711987-v	tergantung	KEEP
00142191-v	bentuk	KEEP
03210940-n	tampilan	KEEP
06396142-n	bagian	KEEP
02287041-v	belilah	KEEP
01853228-a	tertentu	DELETE
01935233-v	carilah	KEEP
05816287-n	informasi	KEEP
02635956-v	mengajak	DELETE
00591115-v	melihat	KEEP
07260623-n	kriteria	KEEP
05718556-n	musik	KEEP
10154186-n	gipsi	KEEP
01256417-n	pimpinan	KEEP
07621618-n	hiasi	KEEP
00584367-n	kerja	KEEP
00018043-r	walaupun	KEEP
02297142-v	tawarkan	KEEP
15210045-n	januari	KEEP
02798769-n	berbasis	KEEP
07735803-n	lobak	KEEP
00453803-v	menambah	KEEP
00664110-n	perawatan	KEEP
01386073-v	sejumlah	KEEP
00199707-n	modifikasi	KEEP
01261628-v	bungkus	KEEP
15165490-n	siang	KEEP
01401772-v	smash	KEEP
00553140-a	menurut	KEEP
01179865-v	makan	KEEP
02197505-v	sambut	KEEP
00639849-v	mendapat	DELETE
02701210-v	menahan	DELETE
09540430-n	sprite	DELETE
07966570-n	minoritas	KEEP
01732270-a	calon	KEEP
05988498-n	kegelapan	KEEP
02067491-a	berlainan	KEEP
02717102-v	mengangkat	DELETE
03623556-n	pisau	KEEP
00232862-r	di luar	DELETE
00102736-r	pertama	KEEP
02797295-n	gerobak	KEEP
03124541-a	tekstil	KEEP
00180756-r	ke samping	DELETE
06646243-n	pertanda	KEEP
07579787-n	piring	KEEP
14410605-n	masalah	KEEP
00008600-r	cuma	KEEP
02727883-v	terjual	KEEP
01845720-v	pergi	KEEP
07824988-n	acar	KEEP
00110815-r	ke dalam	KEEP
01692222-a	di luar	KEEP
15159583-n	tanggal	KEEP
01749184-v	cetakan	KEEP
80000026-n	nian	KEEP
02477047-a	kohesif	KEEP
00537682-n	tarian rakyat	KEEP
02685951-v	menganjur	DELETE
02531088-v	berusaha bersungguh-sungguh utk	DELETE
02245765-v	bertransaksi	KEEP
02203373-a	10 ke	KEEP
05677340-n	rasa	KEEP
00332017-v	menggiling	KEEP
02603699-v	makhluk	DELETE
01778568-v	menghormati	KEEP
04473432-n	transit	KEEP
02016523-v	ke dalam	KEEP
01073241-n	favorit	KEEP
00020759-r	tidak pernah	KEEP
05839024-n	bagai	KEEP
01024190-v	disebutkan	KEEP
09624168-n	pria	KEEP
02522319-v	gagal	KEEP
07846471-n	susu kental manis	KEEP
01084644-a	diisi	KEEP
13376012-n	mastercard	KEEP
02066939-v	mengalir	KEEP
00770437-v	memperoleh	DELETE
02812201-n	kapal perang	KEEP
00363788-n	penambahan	KEEP
90000132-n	golden mile complex	KEEP
01982395-v	mengira	DELETE
00393105-a	white	KEEP
00173338-v	membuka	DELETE
13779244-n	jumlah	KEEP
00728431-a	merdeka	KEEP
02236124-v	meluwengkan	DELETE
13983515-n	kegelapan	KEEP
00748359-a	berat	KEEP
01167780-v	bersantap	KEEP
00061885-a	cerdik	KEEP
01645601-v	mengakibatkan	KEEP
14685296-n	arang	KEEP
02747709-v	lanjut	KEEP
02186580-a	ketiga	KEEP
03862676-n	tungku	KEEP
08539717-n	pemukiman	KEEP
00107144-r	biasanya	KEEP
00802318-v	diperbolehkan	KEEP
02236124-v	ambil	DELETE
02434976-v	mengikuti	KEEP
08630039-n	daerah	KEEP
80000593-n	bak kut teh	KEEP
08833809-n	melbourne	KEEP
15266911-n	akhir	KEEP
01199751-a	sejenis	KEEP
01705655-a	tersembunyi	KEEP
07565259-n	makanan	KEEP
02764643-a	menteri	KEEP
14411981-n	pengakuan	KEEP
05638987-n	bakat	KEEP
06185955-n	pengajaran	KEEP
05810561-n	hidup	KEEP
02443849-v	beroperasi	KEEP
09426788-n	laut	KEEP
02568672-v	menjalankan praktik	DELETE
02879087-n	karangan	KEEP
00409440-a	hitam”	KEEP
80001040-n	Topshop	KEEP
02696920-a	masyarakat	KEEP
04202417-n	belanja	KEEP
12587803-n	pohon kelapa	DELETE
05216365-n	tubuh	KEEP
00799076-v	menenggak	DELETE
02043190-v	membagikan	KEEP
00849357-a	elegan	KEEP
01640855-v	jalankan	KEEP
06689667-n	izinkan	KEEP
13751533-n	juta	KEEP
13983304-n	cahaya	KEEP
05868954-n	unsur	KEEP
02020590-v	menabrak	DELETE
07944050-n	orang muda	KEEP
07046339-n	gerakan	KEEP
02569030-a	nirkabel	KEEP
01323096-a	menginspirasi	KEEP
01157517-v	sudah habis	DELETE
01675963-v	hiasi	KEEP
00087736-v	mengambil	DELETE
15235126-n	ketika	DELETE
02251212-a	sendirian	KEEP
01633343-v	dikonsep	KEEP
90000142-n	Ketika Anda	KEEP
10604380-n	seluncur	KEEP
09284015-n	hutan	KEEP
07673397-n	oil	KEEP
01999798-v	makan	DELETE
08368907-n	generasi	KEEP
08274826-n	grup	KEEP
00180756-r	ke sebelah	DELETE
01727926-a	dahulu	KEEP
03076708-n	barang	KEEP
01650610-v	membuka	KEEP
90000306-n	pongal	KEEP
02355596-v	mendapati	DELETE
15251336-n	seratus tahun	KEEP
00056311-n	imigrasi	KEEP
05162985-n	kehilangan	KEEP
02687385-v	menghantar	DELETE
07885223-n	minum	KEEP
07699584-n	mie	KEEP
13920835-n	keadaan	KEEP
02108654-v	membawa	DELETE
05003590-n	keanggunan	KEEP
13954253-n	kehidupan	KEEP
00028651-n	ruang tak terbatas	DELETE
00951831-a	di dalam	KEEP
15162388-n	pesta	KEEP
10059582-n	peminat	KEEP
02526085-v	perolehi	DELETE
00262792-a	gagah berani	KEEP
02086991-a	terbuka	KEEP
01850315-v	menggeser	KEEP
14868243-n	isi	KEEP
06392935-n	ketentuan	KEEP
09436708-n	langit	KEEP
90000077-n	Penggunaan Bahan	KEEP
00727564-a	bebas	KEEP
00005526-v	beralun	DELETE
02690081-n	air	KEEP
05665146-n	teknik	KEEP
08497294-n	lapangan	KEEP
00925110-v	diragukan	KEEP
08642517-n	dekat	KEEP
02077656-v	mendapatkan	DELETE
90000022-n	cotton on	KEEP
01007924-v	rangkuman	KEEP
01857392-v	tinggallah	KEEP
90000162-n	singapore sun festival	KEEP
01157517-v	membelanjakan habis	DELETE
00812952-a	awal	KEEP
13969243-n	harmonis	KEEP
00449332-a	arah	KEEP
01754421-a	tetap	KEEP
02741546-v	memasukkan	DELETE
00036291-r	sedikit	KEEP
08221897-n	penonton	KEEP
00044353-a	kemungkinan	KEEP
15169421-n	twilight	KEEP
90000309-n	thosai	KEEP
14524661-n	iklim	KEEP
07720875-n	paprika	KEEP
00249878-r	di atas	KEEP
00750296-a	mudah	KEEP
01326528-v	memakan	DELETE
08462320-n	informasi	KEEP
00024073-r	bukanlah	DELETE
13742573-n	1	KEEP
09369169-n	sarang	KEEP
13129165-n	batang	KEEP
07829412-n	saus	KEEP
13860793-n	bentuk padu	DELETE
01289083-a	tertata	KEEP
00958334-v	ulang	KEEP
07970406-n	neluarga	KEEP
01410223-v	memukul	KEEP
13934596-n	sekitar	KEEP
01852666-a	langsung	KEEP
00142191-v	corak	DELETE
00070965-n	kesalahan	KEEP
02648639-v	menempati	KEEP
80001132-n	ku-	KEEP
05728678-n	rancangan	KEEP
90000116-n	tong tong	KEEP
07997703-n	kelas	KEEP
01935476-v	bersepeda	KEEP
13480848-n	api	KEEP
01197014-v	merodong	DELETE
13748622-n	24	KEEP
06648590-n	bukti	KEEP
02123475-a	pilihan	KEEP
09505418-n	dewi	KEEP
02620587-v	memaes	DELETE
03597469-n	perhiasan	KEEP
02445978-a	kenyal	KEEP
02841315-n	teropong	KEEP
07813107-n	salt	KEEP
02193141-a	tujuh puluh	KEEP
07834160-n	rempah-rempah	KEEP
00429048-n	hiburan	KEEP
07485916-n	selera	KEEP
07818277-n	bawang putih	KEEP
08507558-n	akar	KEEP
13308999-n	pajak	KEEP
00682781-v	ulang	KEEP
00566099-a	terhubung	KEEP
80000697-n	buah keluak	KEEP
02395406-n	babi	KEEP
02450417-v	ikut serta	KEEP
00453803-v	mengisi kembali	KEEP
02587738-a	berharga	KEEP
07936263-n	air minum	KEEP
01791911-a	jelas	DELETE
02637202-v	tinggal	KEEP
02493030-v	berkunjung	KEEP
01805982-v	hargai	KEEP
00004722-r	tetapi	KEEP
03636248-n	lampu	KEEP
00210446-r	lancar	KEEP
01930482-v	makan	DELETE
07813107-n	garam	KEEP
09363970-n	harus	KEEP
10641223-n	anak	KEEP
00173338-v	memasukkan	DELETE
11448343-n	angin timur	KEEP
02189209-a	29	KEEP
00755745-v	menanyai	DELETE
01643620-a	berumur	KEEP
01881180-v	berkeliaran	KEEP
00035259-v	dimandikan	KEEP
07731952-n	jagung	KEEP
90000316-n	melaka	KEEP
00029378-n	acara	KEEP
01157517-v	melondong	DELETE
01160806-v	dorong	KEEP
00059854-r	semakin	KEEP
02551144-v	menyelamatkan	KEEP
00094448-a	hidup	KEEP
01982395-v	membutuhkan	DELETE
15150618-n	tahun 1970-an	KEEP
00024073-r	bukanlah	KEEP
08772922-n	frankfurt	KEEP
90000317-n	rujak	KEEP
01418667-v	merampaikan	DELETE
00785690-v	mengintip	KEEP
90000039-n	blachang	KEEP
01003050-a	usai	KEEP
02394183-v	mengarik	DELETE
90000304-n	chingay	KEEP
01999798-v	meluwengkan	DELETE
90000032-n	fish head curry	KEEP
07574923-n	brunch	KEEP
07574602-n	sarapan	KEEP
02075857-v	menuju	KEEP
00758333-v	menghendaki	DELETE
