synset	lemma	annotation	goodness label
01099536-a	tertentu	KEEP	Y
01443097-a	sesaat	KEEP	O
09885334-n	penonton	KEEP	O
09241247-n	selat	KEEP	O
06500937-n	paspor	KEEP	None
10077879-n	penggemar	KEEP	O
05101815-n	diameter	KEEP	O
14438788-n	nama	KEEP	O
03025755-n	sumpit	KEEP	None
03365991-n	tingkat	KEEP	Y
01000214-v	mencatat	KEEP	O
15098161-n	kayu	KEEP	Y
00406243-v	bersiaplah	KEEP	X
00080169-r	di atas	KEEP	None
00001837-r	m	KEEP	None
03671473-n	garisan	DELETE	None
07414068-n	ledakan	KEEP	O
00851744-a	berhak	KEEP	None
01999798-v	membutuhkan	DELETE	O
04990525-n	crescendo	KEEP	None
06487395-n	kalender	KEEP	None
08227916-n	keluarga	KEEP	O
07996689-n	set	KEEP	Y
00409440-a	gelap	KEEP	O
01687586-a	inovatif	KEEP	L
07856270-n	ulekan	KEEP	None
01666131-v	diracik	KEEP	None
06744396-n	definisi	KEEP	Y
07797357-n	kakap merah	KEEP	None
01567862-a	nasional	KEEP	O
90000197-n	maxwell road hawker centre	KEEP	None
00464513-a	masuk akal	KEEP	None
08938351-n	tours	KEEP	None
02839695-a	profesional	KEEP	O
01317723-v	mencari	KEEP	O
00582388-n	pekerjaan	KEEP	Y
07792725-n	lobster	KEEP	O
03485655-n	kerajinan	KEEP	L
01618693-v	diperkenalkan	KEEP	None
00802318-v	mengizinkan	KEEP	Y
01999798-v	menemani ke	DELETE	X
01197014-v	memakan	DELETE	O
01617192-v	buatan	DELETE	Y
00408660-a	muda	KEEP	O
15122231-n	masa	KEEP	O
13766733-n	segelas	KEEP	None
00110533-r	ke dalam	DELETE	X
00082081-v	membantu	KEEP	O
05840188-n	new asia	KEEP	None
00108647-r	kemari	KEEP	None
00282675-a	sutra	KEEP	None
02375131-v	beraktivitas	KEEP	None
04559994-n	hazard	KEEP	None
01158181-v	membelanjakan	DELETE	Y
90000110-n	the club	KEEP	None
02561995-v	aktiviti	DELETE	None
05892427-n	persyaratan	KEEP	None
15167349-n	malam hari	KEEP	None
05839024-n	rupa bentuk	DELETE	None
00972642-a	baru	KEEP	None
00607780-v	teringat	KEEP	O
01102876-a	meluas	KEEP	O
01348528-a	penting	KEEP	O
01959985-n	kerang	KEEP	O
00197395-r	dengan senang hati	KEEP	X
02594674-v	menemui	KEEP	O
90000193-n	char siew	KEEP	None
07578093-n	pesta	KEEP	O
07823951-n	curry	KEEP	None
01292683-a	menyukai	KEEP	O
00457998-v	mengentalkan	KEEP	O
07355491-n	wafat	KEEP	None
01955984-v	naik	KEEP	Y
03428477-n	gerbang	KEEP	Y
07623933-n	tar	KEEP	L
05933834-n	latar belakang	KEEP	O
00011093-r	baik	KEEP	O
00431552-n	minat	KEEP	Y
00594621-v	tahu	KEEP	O
09812338-n	seniman	KEEP	Y
02581900-v	dituntut	KEEP	None
03610270-n	suvenir	KEEP	Y
05839024-n	jenis	KEEP	O
02370987-v	berurusan	KEEP	O
00395626-a	menjadi merah	DELETE	X
90000128-n	Ensembel Tari	KEEP	None
01156834-v	membawa	DELETE	O
01815185-v	menenangkan	KEEP	O
03479952-n	ruang masuk	KEEP	O
00312691-n	jalan	KEEP	O
00595630-v	mengetahui	KEEP	Y
07571324-n	masakan	KEEP	O
02346895-v	menerapkan	KEEP	None
01546111-v	berdiri	KEEP	Y
06647206-n	rekaman	KEEP	O
01593649-a	yang biasa	KEEP	X
01638962-a	purba	KEEP	O
15205532-n	berabad-abad	KEEP	Y
05651971-n	indera	KEEP	None
02568672-v	latih	DELETE	O
01129977-a	baik	KEEP	O
08226335-n	pura	KEEP	None
90000230-n	makanan khas singapura	KEEP	None
00813790-v	menyederhanakan	DELETE	O
10230736-n	anak	KEEP	O
15201994-n	akhir tahun	KEEP	X
00221985-r	balik	KEEP	None
02426395-v	tutup	KEEP	O
02209745-v	meluwengkan	DELETE	O
02616386-v	jadilah	KEEP	None
08646902-n	pemandangan	KEEP	Y
02665282-v	menyerupai	KEEP	Y
08507558-n	muasal	KEEP	Y
01403760-a	tidak sah	KEEP	X
02065665-a	assorted	KEEP	None
02872776-a	multikultural	KEEP	None
01156834-v	meluwengkan	DELETE	O
02250625-v	mengganti kerugian	KEEP	X
01103844-a	dikhususkan	KEEP	None
00072329-r	di sekitar	KEEP	X
05302499-n	mulut	KEEP	Y
01930482-v	membawa	DELETE	O
00118965-r	dulu	KEEP	O
06517942-n	bon	KEEP	O
02096167-v	menyimpang	DELETE	Y
08624385-n	tempat tugas	DELETE	X
06303888-n	istilah	KEEP	Y
14474556-n	daya	KEEP	O
00976653-v	mempromosikan	KEEP	Y
01013279-a	terakhir	KEEP	O
02162947-v	berkilauan	KEEP	O
01326528-v	melumatkan	DELETE	O
01202415-n	integrasi	KEEP	Y
00668805-v	reguk	DELETE	O
01168468-v	menyekang perut	DELETE	O
00466651-v	memadukan	KEEP	O
02020590-v	mendarat	DELETE	O
07560652-n	citarasa	KEEP	None
00099951-n	ilusi	KEEP	Y
02370083-a	segar	KEEP	O
02437707-v	terpenuhi	KEEP	None
90000144-n	vinayagar	KEEP	None
07926250-n	limun	KEEP	M
14002279-n	keseimbangan	KEEP	Y
15210486-n	februari	KEEP	O
10153414-n	orang	DELETE	O
07842753-n	omelet	KEEP	X
08594286-n	baris	DELETE	O
02767308-v	mengeluarkan	KEEP	O
07196075-n	wawancara	KEEP	O
00683280-v	percayalah	KEEP	X
01982395-v	mengambil	DELETE	O
01856066-a	dasar	KEEP	O
02664769-v	sederajat	DELETE	None
01843380-a	sajikan	KEEP	None
00336831-a	pastilah	KEEP	X
02343110-a	lezat	KEEP	None
00542359-a	tipis	KEEP	O
01999798-v	menghulukan	DELETE	O
10502576-n	pembalap	KEEP	O
00065639-v	menahan kesengsaraan	DELETE	X
80001269-v	tiada	KEEP	None
02075857-v	jadi	DELETE	O
09877750-n	inggris	KEEP	None
00908492-n	kreasi	KEEP	O
00180279-r	perlahan	KEEP	O
01037885-a	internasional	KEEP	O
05216365-n	badan	KEEP	Y
08168978-n	republik	KEEP	Y
02733524-n	gerbang	KEEP	O
00015388-n	mahluk	KEEP	None
02687385-v	memandu	DELETE	O
03461385-n	pasar	KEEP	Y
09018162-n	azerbaijan	KEEP	None
00308370-n	perjalanan	KEEP	O
05174653-n	hak	KEEP	O
80001040-n	topshop	KEEP	None
05675130-n	kesadaran	KEEP	None
02652729-v	bermalam	KEEP	O
01168259-v	piknik	KEEP	O
06693502-n	puja	KEEP	None
01233156-n	kunjungi	KEEP	X
01398919-v	pukuli	KEEP	None
14429484-n	rengking	DELETE	X
00693237-a	mendalam	KEEP	O
00683280-v	percaya	KEEP	Y
01157517-v	menggunakan habis	DELETE	X
00663353-v	disimak	KEEP	X
05563770-n	tangan	KEEP	Y
02297948-v	memberi	KEEP	O
07843464-n	souffle	KEEP	None
02206619-v	makan	DELETE	O
09409512-n	bubungan	KEEP	O
01326528-v	membinasakan	DELETE	O
02202854-a	enam	KEEP	None
02152446-n	sayap	KEEP	O
00010914-r	baru	KEEP	None
02620587-v	terdiri dari	KEEP	X
02295998-a	norma	DELETE	Y
90000144-n	lord vinayagar	KEEP	None
02236624-v	membenarkan masuk	DELETE	X
13327676-n	kehilangan	KEEP	Y
02679012-v	layak	KEEP	Y
02685951-v	lalu	DELETE	O
02680814-v	jangan	KEEP	O
13767239-n	segelas	KEEP	None
05849789-n	fitur	KEEP	None
80000869-a	multi-sensorik	KEEP	None
09792555-n	nenek moyang	KEEP	Y
01982186-a	lambang	KEEP	O
02202928-v	jaga	KEEP	O
02238085-v	berlaku	DELETE	O
02336109-a	cukup	KEEP	O
00789448-v	pesanlah	KEEP	None
90000019-n	Citarasa Melayu	KEEP	None
01192628-v	boleh	KEEP	O
02664769-v	se-	KEEP	None
04334599-n	street	KEEP	None
01362736-v	cat	KEEP	Y
07581931-n	koktail	KEEP	O
01602330-a	selatan	KEEP	O
01692969-a	luar	KEEP	O
14486122-n	antisipasi	KEEP	O
00087736-v	makan	DELETE	O
00971660-a	keren	KEEP	None
00320852-n	hal memperkenalkan seseorang	DELETE	X
01086545-a	kosong	KEEP	Y
02672187-v	menandingi	KEEP	O
13965274-n	perkawinan	KEEP	None
02394183-v	menduduki	KEEP	L
01462005-v	mencampur	DELETE	O
07684289-n	naans	KEEP	X
00049003-n	laluan masuk	DELETE	X
03003616-a	inggris	KEEP	O
00019339-r	pernah	DELETE	O
13883494-n	kotak	KEEP	O
02603699-v	insan	DELETE	O
02110220-v	merasakan	KEEP	O
12522493-n	rosewood	KEEP	None
80000379-n	Grimesby Roylott	KEEP	None
01189113-v	perlu	KEEP	O
01579128-a	lalu	DELETE	O
00340403-r	langsung	KEEP	O
08558155-n	kerajaan	KEEP	O
03083069-a	melayu	KEEP	L
09411430-n	mei	KEEP	None
90000159-n	Shang Antiques	KEEP	None
80001230-x	ia	KEEP	None
05790758-n	kegemaran	KEEP	O
06892016-n	aksi	KEEP	None
00407848-v	disiapkan	KEEP	X
02563327-v	melakukan	KEEP	O
08908954-n	sumatera	KEEP	None
05751794-n	culture	KEEP	None
07575076-n	makan siang	KEEP	O
01678729-a	khas	KEEP	O
02269635-a	setiap	KEEP	L
03974215-n	ujung	DELETE	None
01769693-v	mempengaruhi	KEEP	None
08514034-n	training centre bonsai	KEEP	None
00654885-n	layanan	KEEP	Y
90000044-n	Il Lido	KEEP	None
02022162-v	berhasil	KEEP	O
09923673-n	rakyat	KEEP	Y
11105778-n	rudyard kipling	KEEP	None
01106405-a	tempatan	DELETE	O
15166191-n	petang	KEEP	Y
01108716-a	teknis	KEEP	O
05667404-n	adat	KEEP	Y
07498210-n	citarasa	KEEP	X
02686471-v	mengajak	DELETE	O
08593262-n	deretan	DELETE	O
02342132-v	menambah	KEEP	O
08963813-n	kuala lumpur	KEEP	None
01621219-v	menyapu bersih	KEEP	X
03874965-n	pagoda	KEEP	O
01051410-a	celaka	KEEP	L
10595164-n	adik	KEEP	O
00484166-v	selesai	KEEP	O
01674242-a	akhbar harian	DELETE	X
01197014-v	makan	DELETE	O
00220082-a	cantik	KEEP	O
02867783-a	musik	KEEP	None
03109486-n	sudut	KEEP	O
09963574-n	juru masak	KEEP	None
00264386-v	kembang	KEEP	O
10401829-n	peserta	KEEP	Y
00674607-v	memilih	KEEP	Y
04400499-n	telegraf	KEEP	O
14988741-n	henna	KEEP	None
02935658-n	gerai	KEEP	Y
00431447-a	jernih	KEEP	O
09379111-n	luang	KEEP	O
80001085-n	Madam	KEEP	None
01664172-v	membetulkan	DELETE	O
05813822-n	suvenir	KEEP	Y
00410247-n	pola	KEEP	O
01148296-v	melindungi	KEEP	O
01824736-v	harap	DELETE	O
00173338-v	mengambil contoh darah	DELETE	X
01055360-n	singgah	KEEP	O
02140033-v	pameran	KEEP	Y
02993094-a	futuristik	KEEP	O
00343226-a	nasib	KEEP	O
01110274-n	perdagangan	KEEP	Y
01158181-v	membazirkan	DELETE	None
05941423-n	kepercayaan	KEEP	Y
05915034-n	haji	KEEP	O
02685951-v	mengulurkan	DELETE	O
00767635-v	menawarkan	KEEP	O
02911627-a	statistik	KEEP	Y
00537682-n	tari rakyat	KEEP	None
10156831-n	hakka	KEEP	None
02236124-v	membawa	DELETE	O
03073977-n	tiang	KEEP	Y
06689297-n	izin	KEEP	X
08594286-n	leluhur	DELETE	O
00522885-a	lengkap	KEEP	O
01726172-v	memainkan	KEEP	O
13265011-n	oleh-oleh	KEEP	O
00522463-a	lengkap	KEEP	O
00021265-n	gizi	KEEP	Y
06619065-n	acara	KEEP	Y
15208333-n	hari	KEEP	O
07490579-n	olah	KEEP	O
01999798-v	mengiring	DELETE	O
01983548-a	hormat	KEEP	None
01580050-a	perlu	KEEP	Y
10415638-n	penari	KEEP	O
01923414-v	naiklah	KEEP	None
00306663-a	bisa	KEEP	None
08621598-n	keadaan	DELETE	O
00413239-n	kebiasaan	KEEP	O
00246296-r	sekadar	KEEP	O
01181295-v	beralaskan	KEEP	None
00668805-v	menyetujui	DELETE	Y
76100074-x	pucuk	KEEP	None
08615374-n	taman	KEEP	Y
05261566-n	berjenggot	KEEP	None
00024073-r	tiada	KEEP	O
00428270-n	seni tari	KEEP	O
01277426-a	utama	KEEP	Y
00884011-v	janjikan	KEEP	None
15129927-n	pukul	KEEP	Y
01435380-v	mengirimkan	KEEP	O
01666327-v	menjahit	KEEP	O
00120675-v	menjadi	KEEP	O
08172877-n	asia	KEEP	None
03953416-n	tempat ibadah	KEEP	X
03670849-n	tali	DELETE	O
00488187-a	menghairankan	DELETE	None
01537134-n	burung	KEEP	O
00081836-n	perbelanjaan	KEEP	Y
06696483-n	kehormatan	KEEP	O
02222318-v	membuang	KEEP	O
02686471-v	mengemudikan	DELETE	O
01410606-a	menyerupai	KEEP	Y
13254443-n	hibah	KEEP	O
13987219-n	kenyamanan	KEEP	Y
02079933-v	bawa	KEEP	O
13954253-n	ada	KEEP	O
00310347-n	trekking	KEEP	None
00011093-r	baik-baik	KEEP	O
02706816-v	menantang	KEEP	O
03670208-n	limo	KEEP	None
05933834-n	latar	KEEP	O
01028655-n	ibadat	KEEP	O
01387319-a	besar	KEEP	Y
07006712-n	pentas	KEEP	O
01645601-v	menyebabkan timbulnya sesuatu	DELETE	X
01603518-a	tenggara	KEEP	O
02024143-a	kaya	KEEP	O
02109645-v	berjangkit	DELETE	O
00505853-a	unik	KEEP	Y
06862202-n	tempat	DELETE	O
02236124-v	mengambil	DELETE	O
00049003-n	hal memperkenalkan seseorang	DELETE	X
00666058-a	kini	KEEP	Y
08506641-n	medan pertempuran	KEEP	O
00324560-v	panggang	KEEP	L
04473432-n	transportasi	KEEP	O
00488187-a	tersendiri	DELETE	O
00734054-v	berpikir-pikir	DELETE	O
14475661-n	kerugian	KEEP	O
13549672-n	pelepasan	KEEP	O
01323958-v	membunuh	KEEP	Y
03117012-a	thai	KEEP	None
00493297-a	rakyat	KEEP	O
08642517-n	sekitar	KEEP	O
00331030-a	tengah	KEEP	O
00339934-v	terjadi	KEEP	Y
01912159-v	melewati	KEEP	None
07583197-n	soup	KEEP	None
13352138-n	cagar	KEEP	Y
01233156-n	kunjungan	KEEP	O
06740402-n	sebab	KEEP	O
09975425-n	seniman	KEEP	O
02457233-v	menghormati	KEEP	O
00007846-n	ada orang	DELETE	X
00589344-a	terpuaskan	KEEP	X
02623906-v	mencolot	DELETE	O
01654628-v	membuat	KEEP	O
06791372-n	tanda	KEEP	Y
02747709-v	meneruskan	DELETE	O
01481360-v	gantung	KEEP	Y
00770437-v	menggalakkan	DELETE	O
01428578-v	melakukan	DELETE	O
07136940-n	obrolan	KEEP	None
01375831-a	nama	KEEP	None
08561583-n	selatan	KEEP	O
02192090-a	59	KEEP	None
01805982-v	menghargai	KEEP	O
02191040-a	48	KEEP	None
02914991-n	chinatown complex	KEEP	None
00069472-r	pada	DELETE	O
07248801-n	iklan	KEEP	Y
09437454-n	tebing	KEEP	O
01427127-v	mempunyai	DELETE	O
07666071-n	perkedel	KEEP	O
01971237-a	bersaudara	KEEP	Y
02456493-v	dikebumikan	KEEP	None
03725717-n	batu	KEEP	O
02708420-v	melewati	KEEP	None
01251128-a	dingin	KEEP	Y
00118363-r	agar	KEEP	None
76100069-x	buah	KEEP	None
14438788-n	reputasi	KEEP	Y
03255648-n	orang-orangan	KEEP	None
02472223-v	dicatat	KEEP	X
01795203-a	ramai	KEEP	O
03671668-n	deretan	DELETE	O
02153174-a	khusus	KEEP	O
13910384-n	kekosongan	DELETE	Y
00077645-a	ngeri	KEEP	None
80000126-n	wanton mee	KEEP	None
01151110-v	melatih	DELETE	O
01948450-v	berselancar	KEEP	None
01636221-v	menggambarkan	KEEP	O
00190115-a	sadar	KEEP	O
00599992-v	belajar	KEEP	O
07221094-n	cerita	KEEP	X
13791389-n	sehubungan	KEEP	None
08182379-n	keramaian	KEEP	Y
00992133-a	lemak	KEEP	O
01818235-v	menganjurkan	KEEP	O
03740161-n	obat-obatan	KEEP	None
08593924-n	garis keturunan	DELETE	X
01197014-v	mengalami	DELETE	O
07126383-n	rintihan	KEEP	O
10077593-n	penggila	KEEP	None
00027384-r	bagaimanapun	KEEP	None
01577635-v	mencemplungkan	KEEP	None
00049003-n	masuk	KEEP	L
76100096-x	untai	KEEP	None
02603699-v	ada	KEEP	O
80000823-r	waktu	KEEP	None
02644234-v	mendominasi	KEEP	O
07450651-n	raya	KEEP	Y
04677514-n	paras	DELETE	None
02542280-v	turut	KEEP	Y
01555732-a	sebagian besar	KEEP	O
02327200-v	membekalkan	DELETE	Y
00941990-v	bicara	KEEP	M
09303008-n	bukit	KEEP	Y
02611827-v	bintang	KEEP	None
00618944-a	kukus	KEEP	O
08900377-n	terusan suez	KEEP	X
90000140-n	john little	KEEP	None
01662771-v	mengacu	KEEP	O
02329413-v	bertiket	KEEP	X
01737923-v	ulang	KEEP	None
00042757-n	berangkat	KEEP	Y
01106405-a	setempat	KEEP	O
00211517-r	rohani	KEEP	O
03748886-n	barang	KEEP	None
07719616-n	tauge	KEEP	O
05035353-n	daya	KEEP	X
00112828-n	klik	KEEP	L
01343918-a	menarik	KEEP	O
03584829-n	besi	DELETE	O
00431774-a	bening	KEEP	O
00455919-v	lengkapi	KEEP	None
80002008-n	ayam bakar	KEEP	None
90000215-n	stb	KEEP	None
02717102-v	mengarik	DELETE	O
07227772-n	komitmen	KEEP	O
00770437-v	mempunyai	DELETE	O
02431728-a	lelah	KEEP	Y
00048374-n	kedatangan	KEEP	O
02427103-v	dibangun	KEEP	None
00118965-r	dahulu	KEEP	O
07844042-n	susu	KEEP	Y
01761706-v	membangkitkan	KEEP	O
00023271-n	pengetahuan	KEEP	O
01643620-a	lawas	KEEP	Y
08457976-n	seri	KEEP	None
90000181-n	india utara	KEEP	None
08600443-n	monumen	KEEP	O
00382635-v	mengubah	KEEP	O
09257949-n	kulit	KEEP	O
15122231-n	kala	KEEP	O
13128365-n	ubi	KEEP	O
02186338-a	salah satu	KEEP	None
00897746-v	tanyakan	KEEP	None
00583991-v	meningkatkan	KEEP	O
01864230-v	mulai	KEEP	O
07231532-n	berani	KEEP	O
01067694-a	segar	KEEP	Y
02717102-v	mendukung	DELETE	O
09052652-n	utara	KEEP	O
00615757-a	masak	KEEP	O
05149325-n	guna	KEEP	O
07164546-n	menawarkan	KEEP	Y
15210870-n	maret	KEEP	O
01999218-v	menuntun	DELETE	O
02022167-a	kaya	KEEP	O
00031921-n	hubungan	KEEP	O
01638438-a	orang perempuan tua	DELETE	X
01195299-v	rasakan	KEEP	None
02717102-v	bawa	KEEP	O
00409440-a	hitam	KEEP	O
02209936-v	makan	DELETE	O
01824736-v	ingin	KEEP	O
07540602-n	kebagian	KEEP	None
02813645-n	pasar	KEEP	O
00087736-v	mengecutkan	DELETE	O
10208583-n	orang dalam	KEEP	Y
05711915-n	lagu	KEEP	O
08510456-n	tempat kelahiran	KEEP	X
01999798-v	membawa	KEEP	O
02614181-v	orang	DELETE	O
01188342-v	kenyang	KEEP	O
07626602-n	sirup jagung	DELETE	X
02674564-v	menonjol	KEEP	O
01326528-v	meniadakan	DELETE	O
00850183-a	terlezat	KEEP	None
02020590-v	sampai di/ke	DELETE	X
08544593-n	sudut	KEEP	O
02964389-n	kargo	KEEP	O
04267165-n	spandeks	KEEP	X
05198427-n	yurisdiksi	KEEP	O
02526085-v	menjayakan	DELETE	Y
01462005-v	campurkan	DELETE	X
09385137-n	irisan	KEEP	O
01553340-a	sejumlah	KEEP	None
00002684-n	benda	KEEP	Y
00107416-r	ini baru	KEEP	None
02472987-n	orang	KEEP	O
00979870-v	mengatakan	KEEP	O
02163746-v	dilihat	DELETE	X
01827858-v	mengagumi	KEEP	Y
14016361-n	letih	KEEP	O
04025130-n	boneka	KEEP	O
00405645-r	lain satu sama	KEEP	None
00027167-n	lokasi	KEEP	Y
02243630-v	menjual	KEEP	O
01664172-v	bersiapkan	DELETE	X
02510455-n	panda	KEEP	None
01282014-a	mengagumkan	KEEP	Y
80001582-n	pusat pedagang kaki lima	KEEP	None
00772967-v	menghadirkan	KEEP	O
04296562-n	marina bay floating platform	KEEP	None
02368336-a	semanis	KEEP	None
03541696-n	hotel	KEEP	Y
01158181-v	habiskan wang	DELETE	X
03541696-n	inn	KEEP	None
02707659-a	kuliner	KEEP	X
05840431-n	sifat	KEEP	O
08337324-n	kantor	KEEP	O
01824339-v	ingin	KEEP	O
09139508-n	pierre	KEEP	None
03671473-n	rangka	DELETE	O
03405725-n	perabotan	KEEP	None
01807882-v	menarik	KEEP	Y
05190804-n	kekuatan	KEEP	O
00017445-r	bahkan	KEEP	O
02587532-v	dapat	DELETE	O
02192992-v	mencicipi	KEEP	O
07577374-n	kudapan	KEEP	X
01002740-v	memfilmkan	KEEP	None
03528263-n	perangkat	KEEP	Y
00207366-r	hari ini	KEEP	X
03636649-n	lampu	KEEP	Y
02203362-v	mempunyai	KEEP	Y
02609764-v	berakhir	KEEP	O
01579128-a	lalu	KEEP	O
01824736-v	kayak	DELETE	O
02206619-v	menawan	KEEP	O
00431552-n	hobi	KEEP	Y
09786585-n	amatir	KEEP	O
00488187-a	di luar dugaan	DELETE	None
09004068-n	moskow	KEEP	X
00652900-v	membandingkan	KEEP	Y
02186470-a	dua	KEEP	O
01110517-v	mengatasi	KEEP	O
01727303-a	semula jadi	DELETE	None
01862918-v	singgah	KEEP	O
15237044-n	musim semi	KEEP	O
02300624-a	terjamu	KEEP	None
07289358-n	hidangan istimewa	KEEP	X
07841037-n	putih telur	KEEP	O
05835747-n	berkonsep	KEEP	None
00362103-n	potongan harga	KEEP	X
02267989-v	membawa	DELETE	O
01751201-a	ideal	KEEP	Y
05820620-n	misal	KEEP	Y
07648549-n	wing	KEEP	None
02579136-a	rohani	KEEP	L
01686439-a	unik	KEEP	Y
00406243-v	bersiap	KEEP	O
01209576-n	layanan	KEEP	Y
07721456-n	cabai	KEEP	O
02627934-v	perlu	KEEP	O
10492202-n	penarik	KEEP	None
00094448-a	berjiwa	KEEP	Y
02238085-v	dapatkan	DELETE	X
02125409-a	menetap	KEEP	O
03804744-n	paku	KEEP	Y
07609840-n	pencuci mulut	KEEP	Y
00689344-v	berpikir	KEEP	O
90000199-n	you tiao	KEEP	None
02157557-n	ekor	KEEP	Y
07655505-n	kaki	KEEP	Y
01878719-v	meliuk-liuk	KEEP	O
04254777-n	kaus kaki	KEEP	Y
08651735-n	langit	KEEP	None
80002384-a	tandori	KEEP	None
05108740-n	banyak	KEEP	O
90000076-n	pastikan anda	KEEP	None
02630871-v	memiliki	KEEP	O
01010271-a	akhir	KEEP	Y
10151133-n	tamu	KEEP	O
05790944-n	alternatif	KEEP	O
02402825-v	membuang kerja	DELETE	X
02169702-v	mendengar	KEEP	Y
00968730-a	istimewa	KEEP	O
00087736-v	membutuhkan	DELETE	O
00599992-v	mengarik	DELETE	O
05839024-n	bagai	DELETE	O
01517662-v	melilit	KEEP	O
00182406-v	tambah	KEEP	O
02193194-v	terdengar	KEEP	O
76100068-x	orang	KEEP	None
01027174-v	mengepil	DELETE	O
00597915-v	ketahui	KEEP	None
10325243-n	contoh terbaik	KEEP	X
01128193-v	melindungi	KEEP	Y
00475308-a	berkobar-kobar	KEEP	None
01674242-a	rutin	KEEP	O
01375831-a	kenamaan	KEEP	O
03609235-n	kayak	KEEP	O
04835950-n	aksi	KEEP	O
00116687-n	peluncuran	KEEP	O
00522751-v	mengambil	DELETE	O
02699141-v	melambangkan	KEEP	O
01410606-a	bagai	DELETE	O
01293396-a	takut	KEEP	O
04971313-n	mawar	KEEP	O
08785343-n	athena	KEEP	X
02711987-v	tergantung	KEEP	O
00142191-v	bentuk	KEEP	Y
03210940-n	tampilan	KEEP	None
06396142-n	bagian	KEEP	None
02287041-v	belilah	KEEP	None
01853228-a	tertentu	DELETE	O
01935233-v	carilah	KEEP	None
05816287-n	informasi	KEEP	L
02635956-v	mengajak	DELETE	O
00591115-v	melihat	KEEP	O
07260623-n	kriteria	KEEP	Y
05718556-n	musik	KEEP	None
10154186-n	gipsi	KEEP	Y
01256417-n	pimpinan	KEEP	Y
07621618-n	hiasi	KEEP	X
00584367-n	kerja	KEEP	Y
00018043-r	walaupun	KEEP	L
02297142-v	tawarkan	KEEP	X
15210045-n	januari	KEEP	O
02798769-n	berbasis	KEEP	None
07735803-n	lobak	KEEP	O
00453803-v	menambah	KEEP	O
00664110-n	perawatan	KEEP	O
01386073-v	sejumlah	KEEP	O
00199707-n	modifikasi	KEEP	None
01261628-v	bungkus	KEEP	None
15165490-n	siang	KEEP	O
01401772-v	smash	KEEP	None
00553140-a	menurut	KEEP	Y
01179865-v	makan	KEEP	O
02197505-v	sambut	KEEP	None
00639849-v	mendapat	DELETE	O
02701210-v	menahan	DELETE	O
09540430-n	sprite	DELETE	X
07966570-n	minoritas	KEEP	O
01732270-a	calon	KEEP	O
05988498-n	kegelapan	KEEP	O
02067491-a	berlainan	KEEP	O
02717102-v	mengangkat	DELETE	O
03623556-n	pisau	KEEP	Y
00232862-r	di luar	DELETE	None
00102736-r	pertama	KEEP	O
02797295-n	gerobak	KEEP	None
03124541-a	tekstil	KEEP	O
00180756-r	ke samping	DELETE	None
06646243-n	pertanda	KEEP	None
07579787-n	piring	KEEP	O
14410605-n	masalah	KEEP	O
00008600-r	cuma	KEEP	O
02727883-v	terjual	KEEP	O
01845720-v	pergi	KEEP	O
07824988-n	acar	KEEP	O
00110815-r	ke dalam	KEEP	None
01692222-a	di luar	KEEP	None
15159583-n	tanggal	KEEP	O
01749184-v	cetakan	KEEP	O
80000026-n	nian	KEEP	None
02477047-a	kohesif	KEEP	O
00537682-n	tarian rakyat	KEEP	None
02685951-v	menganjur	DELETE	O
02531088-v	berusaha bersungguh-sungguh utk	DELETE	X
02245765-v	bertransaksi	KEEP	X
02203373-a	10 ke	KEEP	None
05677340-n	rasa	KEEP	O
00332017-v	menggiling	KEEP	O
02603699-v	makhluk	DELETE	O
01778568-v	menghormati	KEEP	O
04473432-n	transit	KEEP	L
02016523-v	ke dalam	KEEP	X
01073241-n	favorit	KEEP	None
00020759-r	tidak pernah	KEEP	L
05839024-n	bagai	KEEP	O
01024190-v	disebutkan	KEEP	None
09624168-n	pria	KEEP	O
02522319-v	gagal	KEEP	O
07846471-n	susu kental manis	KEEP	X
01084644-a	diisi	KEEP	None
13376012-n	mastercard	KEEP	None
02066939-v	mengalir	KEEP	Y
00770437-v	memperoleh	DELETE	O
02812201-n	kapal perang	KEEP	O
00363788-n	penambahan	KEEP	O
90000132-n	golden mile complex	KEEP	None
01982395-v	mengira	DELETE	O
00393105-a	white	KEEP	None
00173338-v	membuka	DELETE	O
13779244-n	jumlah	KEEP	O
00728431-a	merdeka	KEEP	O
02236124-v	meluwengkan	DELETE	O
13983515-n	kegelapan	KEEP	Y
00748359-a	berat	KEEP	O
01167780-v	bersantap	KEEP	O
00061885-a	cerdik	KEEP	O
01645601-v	mengakibatkan	KEEP	O
14685296-n	arang	KEEP	O
02747709-v	lanjut	KEEP	None
02186580-a	ketiga	KEEP	None
03862676-n	tungku	KEEP	None
08539717-n	pemukiman	KEEP	O
00107144-r	biasanya	KEEP	O
00802318-v	diperbolehkan	KEEP	X
02236124-v	ambil	DELETE	O
02434976-v	mengikuti	KEEP	O
08630039-n	daerah	KEEP	O
80000593-n	bak kut teh	KEEP	None
08833809-n	melbourne	KEEP	None
15266911-n	akhir	KEEP	O
01199751-a	sejenis	KEEP	O
01705655-a	tersembunyi	KEEP	O
07565259-n	makanan	KEEP	O
02764643-a	menteri	KEEP	O
14411981-n	pengakuan	KEEP	Y
05638987-n	bakat	KEEP	O
06185955-n	pengajaran	KEEP	O
05810561-n	hidup	KEEP	O
02443849-v	beroperasi	KEEP	O
