synset	lemma	annotation	goodness label	confidence	language
02594674-v	menemui	KEEP	O	1	English
07578093-n	pesta	KEEP	O	1	English
07823951-n	curry	KEEP	None	3	English, Polish, Portuguese
00457998-v	mengentalkan	KEEP	O	1	English
07355491-n	wafat	KEEP	None	1	Spanish
01955984-v	naik	KEEP	Y	1	Arabic
03428477-n	gerbang	KEEP	Y	1	Portuguese
07623933-n	tar	KEEP	L	1	English
05933834-n	latar belakang	KEEP	O	1	English
00011093-r	baik	KEEP	O	1	Finnish
00431552-n	minat	KEEP	Y	1	Spanish
00594621-v	tahu	KEEP	O	1	English
09812338-n	seniman	KEEP	Y	2	English, Spanish
02581900-v	dituntut	KEEP	None	1	Slovene
03610270-n	suvenir	KEEP	Y	1	Portuguese
05839024-n	jenis	KEEP	O	1	English
02370987-v	berurusan	KEEP	O	1	English
01156834-v	membawa	DELETE	O	1	Spanish
01815185-v	menenangkan	KEEP	O	1	English
03479952-n	ruang masuk	KEEP	O	1	English
00312691-n	jalan	KEEP	O	1	Slovene
00595630-v	mengetahui	KEEP	Y	1	English
07571324-n	masakan	KEEP	O	1	English
02346895-v	menerapkan	KEEP	None	1	Arabic
01546111-v	berdiri	KEEP	Y	1	Arabic
06647206-n	rekaman	KEEP	O	1	English
01593649-a	yang biasa	KEEP	X	1	Portuguese
15205532-n	berabad-abad	KEEP	Y	1	Spanish
05651971-n	indera	KEEP	None	1	English
02568672-v	latih	DELETE	O	1	English
01129977-a	baik	KEEP	O	1	Finnish
08226335-n	pura	KEEP	None	2	English, Portuguese
00813790-v	menyederhanakan	DELETE	O	1	Spanish
10230736-n	anak	KEEP	O	1	English
15201994-n	akhir tahun	KEEP	X	1	Japanese
00221985-r	balik	KEEP	None	1	English
02426395-v	tutup	KEEP	O	1	Finnish
02209745-v	meluwengkan	DELETE	O	1	English
02616386-v	jadilah	KEEP	None	1	Spanish
08646902-n	pemandangan	KEEP	Y	1	Polish
02665282-v	menyerupai	KEEP	Y	1	Greek
08507558-n	muasal	KEEP	Y	1	English
02872776-a	multikultural	KEEP	None	1	English
01156834-v	meluwengkan	DELETE	O	1	Spanish
02250625-v	mengganti kerugian	KEEP	X	1	Portuguese
00072329-r	di sekitar	KEEP	X	1	English
05302499-n	mulut	KEEP	Y	1	English
01930482-v	membawa	DELETE	O	1	English
00118965-r	dulu	KEEP	O	1	Finnish
06517942-n	bon	KEEP	O	1	English
02096167-v	menyimpang	DELETE	Y	1	English
08624385-n	tempat tugas	DELETE	X	1	English
06303888-n	istilah	KEEP	Y	1	Portuguese
14474556-n	daya	KEEP	O	1	English
00976653-v	mempromosikan	KEEP	Y	1	English
01013279-a	terakhir	KEEP	O	1	Slovene
02162947-v	berkilauan	KEEP	O	1	English
01326528-v	melumatkan	DELETE	O	1	Finnish
01202415-n	integrasi	KEEP	Y	1	English
00668805-v	reguk	DELETE	O	1	English
01168468-v	menyekang perut	DELETE	O	1	English
00466651-v	memadukan	KEEP	O	1	English
02020590-v	mendarat	DELETE	O	1	English
07560652-n	citarasa	KEEP	None	1	English
00099951-n	ilusi	KEEP	Y	1	Polish
02437707-v	terpenuhi	KEEP	None	1	Finnish
07926250-n	limun	KEEP	M	1	English
14002279-n	keseimbangan	KEEP	Y	1	Spanish
15210486-n	februari	KEEP	O	1	Spanish
10153414-n	orang	DELETE	O	1	Portuguese
07842753-n	omelet	KEEP	X	1	English
08594286-n	baris	DELETE	O	1	English
02767308-v	mengeluarkan	KEEP	O	1	Finnish
07196075-n	wawancara	KEEP	O	1	English
00683280-v	percayalah	KEEP	X	1	Arabic
01982395-v	mengambil	DELETE	O	1	Finnish
02664769-v	sederajat	DELETE	None	1	Spanish
01843380-a	sajikan	KEEP	None	1	English
00336831-a	pastilah	KEEP	X	1	English
01999798-v	menghulukan	DELETE	O	1	English
10502576-n	pembalap	KEEP	O	1	English
00065639-v	menahan kesengsaraan	DELETE	X	1	Greek
02075857-v	jadi	DELETE	O	1	English
00908492-n	kreasi	KEEP	O	1	English
00180279-r	perlahan	KEEP	O	1	English
05216365-n	badan	KEEP	Y	2	English, Greek
08168978-n	republik	KEEP	Y	1	Arabic
02733524-n	gerbang	KEEP	O	1	Spanish
00015388-n	mahluk	KEEP	None	1	Spanish
02687385-v	memandu	DELETE	O	1	English
03461385-n	pasar	KEEP	Y	1	English
09018162-n	azerbaijan	KEEP	None	2	English, Arabic
00308370-n	perjalanan	KEEP	O	1	English
05174653-n	hak	KEEP	O	1	English
05675130-n	kesadaran	KEEP	None	1	Spanish
01168259-v	piknik	KEEP	O	1	English
06693502-n	puja	KEEP	None	1	Japanese
01233156-n	kunjungi	KEEP	X	1	Greek
01398919-v	pukuli	KEEP	None	1	English
14429484-n	rengking	DELETE	X	1	English
00683280-v	percaya	KEEP	Y	1	Arabic
01157517-v	menggunakan habis	DELETE	X	1	English
00663353-v	disimak	KEEP	X	1	English
05563770-n	tangan	KEEP	Y	1	English
02297948-v	memberi	KEEP	O	1	English
07843464-n	souffle	KEEP	None	2	English, Polish
02206619-v	makan	DELETE	O	1	Arabic
09409512-n	bubungan	KEEP	O	1	English
01326528-v	membinasakan	DELETE	O	1	Finnish
02152446-n	sayap	KEEP	O	1	Slovene
00010914-r	baru	KEEP	None	1	English
02620587-v	terdiri dari	KEEP	X	1	Spanish
02295998-a	norma	DELETE	Y	2	Japanese, English
02236624-v	membenarkan masuk	DELETE	X	1	Arabic
13327676-n	kehilangan	KEEP	Y	1	Polish
02679012-v	layak	KEEP	Y	1	Greek
02685951-v	lalu	DELETE	O	1	English
02680814-v	jangan	KEEP	O	1	English
13767239-n	segelas	KEEP	None	1	Greek
05849789-n	fitur	KEEP	None	1	Spanish
09792555-n	nenek moyang	KEEP	Y	1	Spanish
02202928-v	jaga	KEEP	O	1	English
02238085-v	berlaku	DELETE	O	1	English
00789448-v	pesanlah	KEEP	None	1	English
01192628-v	boleh	KEEP	O	1	English
02664769-v	se-	KEEP	None	1	Spanish
04334599-n	street	KEEP	None	1	English
01362736-v	cat	KEEP	Y	1	Portuguese
01602330-a	selatan	KEEP	O	1	English
01692969-a	luar	KEEP	O	1	English
14486122-n	antisipasi	KEEP	O	1	English
00087736-v	makan	DELETE	O	1	English
00320852-n	hal memperkenalkan seseorang	DELETE	X	1	Spanish
01086545-a	kosong	KEEP	Y	1	Finnish
02672187-v	menandingi	KEEP	O	1	English
02394183-v	menduduki	KEEP	L	1	English
01462005-v	mencampur	DELETE	O	1	Finnish
07684289-n	naans	KEEP	X	3	English, Spanish, Portuguese
00049003-n	laluan masuk	DELETE	X	1	Spanish
03003616-a	inggris	KEEP	O	1	English
00019339-r	pernah	DELETE	O	1	English
13883494-n	kotak	KEEP	O	1	English
02603699-v	insan	DELETE	O	1	English
02110220-v	merasakan	KEEP	O	1	English
12522493-n	rosewood	KEEP	None	2	English, Greek
01189113-v	perlu	KEEP	O	1	Greek
00340403-r	langsung	KEEP	O	1	Japanese
08558155-n	kerajaan	KEEP	O	1	English
03083069-a	melayu	KEEP	L	1	English
09411430-n	mei	KEEP	None	1	Portuguese
05790758-n	kegemaran	KEEP	O	1	English
06892016-n	aksi	KEEP	None	1	Greek
00407848-v	disiapkan	KEEP	X	1	English
02563327-v	melakukan	KEEP	O	1	English
08908954-n	sumatera	KEEP	None	1	Portuguese
05751794-n	culture	KEEP	None	2	English, Spanish
07575076-n	makan siang	KEEP	O	1	English
03974215-n	ujung	DELETE	None	1	English
01769693-v	mempengaruhi	KEEP	None	1	English
08514034-n	training centre bonsai	KEEP	None	1	Polish
00654885-n	layanan	KEEP	Y	1	English
02022162-v	berhasil	KEEP	O	1	Finnish
09923673-n	rakyat	KEEP	Y	1	English
11105778-n	rudyard kipling	KEEP	None	2	Finnish, English
01106405-a	tempatan	DELETE	O	2	English, Spanish
15166191-n	petang	KEEP	Y	1	English
01108716-a	teknis	KEEP	O	2	English, Spanish
05667404-n	adat	KEEP	Y	1	English
07498210-n	citarasa	KEEP	X	1	English
02686471-v	mengajak	DELETE	O	1	Greek
08593262-n	deretan	DELETE	O	1	Spanish
02342132-v	menambah	KEEP	O	2	Finnish, Spanish
08963813-n	kuala lumpur	KEEP	None	2	Japanese, Arabic
01621219-v	menyapu bersih	KEEP	X	1	Spanish
03874965-n	pagoda	KEEP	O	4	English, Polish, Greek, Portuguese
10595164-n	adik	KEEP	O	1	Spanish
00484166-v	selesai	KEEP	O	1	English
01197014-v	makan	DELETE	O	1	Spanish
02867783-a	musik	KEEP	None	1	English
03109486-n	sudut	KEEP	O	1	Finnish
09963574-n	juru masak	KEEP	None	1	English
00264386-v	kembang	KEEP	O	1	English
10401829-n	peserta	KEEP	Y	1	English
00674607-v	memilih	KEEP	Y	1	English
04400499-n	telegraf	KEEP	O	1	Polish
14988741-n	henna	KEEP	None	1	English
02935658-n	gerai	KEEP	Y	1	Polish
00431447-a	jernih	KEEP	O	1	English
09379111-n	luang	KEEP	O	1	English
01664172-v	membetulkan	DELETE	O	1	English
05813822-n	suvenir	KEEP	Y	1	English
00410247-n	pola	KEEP	O	1	Greek
01148296-v	melindungi	KEEP	O	1	English
01824736-v	harap	DELETE	O	1	English
00173338-v	mengambil contoh darah	DELETE	X	1	Arabic
01055360-n	singgah	KEEP	O	1	English
02140033-v	pameran	KEEP	Y	1	English
02993094-a	futuristik	KEEP	O	2	English, Spanish
01110274-n	perdagangan	KEEP	Y	1	English
01158181-v	membazirkan	DELETE	None	1	Spanish
05941423-n	kepercayaan	KEEP	Y	1	Portuguese
05915034-n	haji	KEEP	O	1	English
02685951-v	mengulurkan	DELETE	O	1	English
00767635-v	menawarkan	KEEP	O	1	English
02911627-a	statistik	KEEP	Y	1	English
10156831-n	hakka	KEEP	None	1	English
02236124-v	membawa	DELETE	O	1	Arabic
03073977-n	tiang	KEEP	Y	1	English
06689297-n	izin	KEEP	X	1	Portuguese
08594286-n	leluhur	DELETE	O	1	English
01726172-v	memainkan	KEEP	O	1	Greek
13265011-n	oleh-oleh	KEEP	O	1	Polish
00021265-n	gizi	KEEP	Y	1	English
06619065-n	acara	KEEP	Y	1	English
15208333-n	hari	KEEP	O	1	English
07490579-n	olah	KEEP	O	1	English
01999798-v	mengiring	DELETE	O	1	English
01580050-a	perlu	KEEP	Y	1	Spanish
10415638-n	penari	KEEP	O	1	Portuguese
01923414-v	naiklah	KEEP	None	1	English
08621598-n	keadaan	DELETE	O	1	English
00413239-n	kebiasaan	KEEP	O	1	Polish
00246296-r	sekadar	KEEP	O	1	English
01181295-v	beralaskan	KEEP	None	1	Spanish
00668805-v	menyetujui	DELETE	Y	1	English
08615374-n	taman	KEEP	Y	1	English
05261566-n	berjenggot	KEEP	None	1	Spanish
00024073-r	tiada	KEEP	O	2	Slovene, Portuguese
00428270-n	seni tari	KEEP	O	1	English
00884011-v	janjikan	KEEP	None	1	English
15129927-n	pukul	KEEP	Y	1	Polish
01435380-v	mengirimkan	KEEP	O	1	English
01666327-v	menjahit	KEEP	O	1	English
00120675-v	menjadi	KEEP	O	1	Spanish
08172877-n	asia	KEEP	None	1	Portuguese
03953416-n	tempat ibadah	KEEP	X	1	Finnish
03670849-n	tali	DELETE	O	1	Spanish
01537134-n	burung	KEEP	O	1	English
00081836-n	perbelanjaan	KEEP	Y	1	English
06696483-n	kehormatan	KEEP	O	1	English
02222318-v	membuang	KEEP	O	1	Thai
02686471-v	mengemudikan	DELETE	O	1	Greek
01410606-a	menyerupai	KEEP	Y	1	Spanish
13987219-n	kenyamanan	KEEP	Y	1	English
02079933-v	bawa	KEEP	O	1	English
13954253-n	ada	KEEP	O	1	Finnish
00310347-n	trekking	KEEP	None	1	English
00011093-r	baik-baik	KEEP	O	1	Finnish
02706816-v	menantang	KEEP	O	1	Spanish
03670208-n	limo	KEEP	None	1	English
05933834-n	latar	KEEP	O	1	English
01028655-n	ibadat	KEEP	O	1	English
07006712-n	pentas	KEEP	O	1	English
01645601-v	menyebabkan timbulnya sesuatu	DELETE	X	1	English
02024143-a	kaya	KEEP	O	1	Polish
02109645-v	berjangkit	DELETE	O	1	English
06862202-n	tempat	DELETE	O	1	English
02236124-v	mengambil	DELETE	O	1	Arabic
00049003-n	hal memperkenalkan seseorang	DELETE	X	1	Spanish
00666058-a	kini	KEEP	Y	1	Spanish
08506641-n	medan pertempuran	KEEP	O	1	English
00324560-v	panggang	KEEP	L	1	English
04473432-n	transportasi	KEEP	O	1	English
00734054-v	berpikir-pikir	DELETE	O	1	English
14475661-n	kerugian	KEEP	O	1	English
13549672-n	pelepasan	KEEP	O	1	English
01323958-v	membunuh	KEEP	Y	1	Arabic
03117012-a	thai	KEEP	None	1	English
08642517-n	sekitar	KEEP	O	1	Spanish
00339934-v	terjadi	KEEP	Y	1	English
01912159-v	melewati	KEEP	None	1	English
07583197-n	soup	KEEP	None	1	Finnish
13352138-n	cagar	KEEP	Y	1	English
01233156-n	kunjungan	KEEP	O	1	Greek
06740402-n	sebab	KEEP	O	1	English
09975425-n	seniman	KEEP	O	2	English, Portuguese
02457233-v	menghormati	KEEP	O	1	English
00007846-n	ada orang	DELETE	X	1	English
02623906-v	mencolot	DELETE	O	1	English
01654628-v	membuat	KEEP	O	1	English
06791372-n	tanda	KEEP	Y	1	Greek
02747709-v	meneruskan	DELETE	O	1	English
01481360-v	gantung	KEEP	Y	1	Arabic
00770437-v	menggalakkan	DELETE	O	1	Spanish
01428578-v	melakukan	DELETE	O	1	English
07136940-n	obrolan	KEEP	None	1	Spanish
08561583-n	selatan	KEEP	O	1	English
01805982-v	menghargai	KEEP	O	1	English
02914991-n	chinatown complex	KEEP	None	1	Polish
00069472-r	pada	DELETE	O	1	English
07248801-n	iklan	KEEP	Y	1	Portuguese
09437454-n	tebing	KEEP	O	1	English
01427127-v	mempunyai	DELETE	O	1	English
01971237-a	bersaudara	KEEP	Y	1	English
02456493-v	dikebumikan	KEEP	None	1	English
02708420-v	melewati	KEEP	None	1	English
01251128-a	dingin	KEEP	Y	1	Finnish
00118363-r	agar	KEEP	None	2	English, Portuguese
14438788-n	reputasi	KEEP	Y	1	English
03255648-n	orang-orangan	KEEP	None	1	English
02472223-v	dicatat	KEEP	X	1	English
03671668-n	deretan	DELETE	O	1	English
13910384-n	kekosongan	DELETE	Y	1	English
00077645-a	ngeri	KEEP	None	1	Spanish
01151110-v	melatih	DELETE	O	1	Spanish
01948450-v	berselancar	KEEP	None	1	English
01636221-v	menggambarkan	KEEP	O	1	English
00190115-a	sadar	KEEP	O	1	Finnish
00599992-v	belajar	KEEP	O	1	English
07221094-n	cerita	KEEP	X	2	Finnish, Greek
13791389-n	sehubungan	KEEP	None	1	English
08182379-n	keramaian	KEEP	Y	1	English
01818235-v	menganjurkan	KEEP	O	1	English
03740161-n	obat-obatan	KEEP	None	1	English
08593924-n	garis keturunan	DELETE	X	1	Spanish
01197014-v	mengalami	DELETE	O	1	Spanish
07126383-n	rintihan	KEEP	O	1	English
10077593-n	penggila	KEEP	None	1	Spanish
00027384-r	bagaimanapun	KEEP	None	1	English
01577635-v	mencemplungkan	KEEP	None	1	English
00049003-n	masuk	KEEP	L	1	Spanish
02603699-v	ada	KEEP	O	1	English
02644234-v	mendominasi	KEEP	O	1	English
07450651-n	raya	KEEP	Y	1	Portuguese
04677514-n	paras	DELETE	None	1	English
02542280-v	turut	KEEP	Y	1	English
01555732-a	sebagian besar	KEEP	O	1	English
02327200-v	membekalkan	DELETE	Y	1	English
00941990-v	bicara	KEEP	M	1	English
09303008-n	bukit	KEEP	Y	1	Portuguese
02611827-v	bintang	KEEP	None	1	English
01662771-v	mengacu	KEEP	O	1	English
02329413-v	bertiket	KEEP	X	1	English
01737923-v	ulang	KEEP	None	1	English
00042757-n	berangkat	KEEP	Y	1	English
01106405-a	setempat	KEEP	O	2	English, Spanish
00211517-r	rohani	KEEP	O	1	English
03748886-n	barang	KEEP	None	1	English
05035353-n	daya	KEEP	X	1	Greek
00112828-n	klik	KEEP	L	1	English
01343918-a	menarik	KEEP	O	1	English
03584829-n	besi	DELETE	O	1	English
02717102-v	mengarik	DELETE	O	1	Finnish
07227772-n	komitmen	KEEP	O	1	Spanish
00770437-v	mempunyai	DELETE	O	1	Spanish
02431728-a	lelah	KEEP	Y	1	English
00048374-n	kedatangan	KEEP	O	3	Finnish, English, Spanish
02427103-v	dibangun	KEEP	None	1	English
00118965-r	dahulu	KEEP	O	1	Finnish
07844042-n	susu	KEEP	Y	1	Thai
01761706-v	membangkitkan	KEEP	O	1	English
00023271-n	pengetahuan	KEEP	O	2	English, Spanish
01643620-a	lawas	KEEP	Y	1	Finnish
08457976-n	seri	KEEP	None	1	Polish
08600443-n	monumen	KEEP	O	1	Polish
00382635-v	mengubah	KEEP	O	1	English
09257949-n	kulit	KEEP	O	1	English
15122231-n	kala	KEEP	O	1	Portuguese
13128365-n	ubi	KEEP	O	1	English
00897746-v	tanyakan	KEEP	None	1	English
00583991-v	meningkatkan	KEEP	O	1	English
01864230-v	mulai	KEEP	O	1	Arabic
07231532-n	berani	KEEP	O	1	English
01067694-a	segar	KEEP	Y	1	Thai
02717102-v	mendukung	DELETE	O	1	Finnish
09052652-n	utara	KEEP	O	1	Japanese
00615757-a	masak	KEEP	O	1	English
05149325-n	guna	KEEP	O	1	English
07164546-n	menawarkan	KEEP	Y	1	Spanish
15210870-n	maret	KEEP	O	1	English
01999218-v	menuntun	DELETE	O	1	English
00031921-n	hubungan	KEEP	O	1	English
01638438-a	orang perempuan tua	DELETE	X	1	Finnish
01195299-v	rasakan	KEEP	None	1	English
02717102-v	bawa	KEEP	O	1	Finnish
00409440-a	hitam	KEEP	O	1	Polish
02209936-v	makan	DELETE	O	1	English
01824736-v	ingin	KEEP	O	1	English
07540602-n	kebagian	KEEP	None	1	Polish
02813645-n	pasar	KEEP	O	1	Greek
00087736-v	mengecutkan	DELETE	O	1	English
10208583-n	orang dalam	KEEP	Y	1	English
05711915-n	lagu	KEEP	O	1	English
08510456-n	tempat kelahiran	KEEP	X	1	English
01999798-v	membawa	KEEP	O	1	English
02614181-v	orang	DELETE	O	1	English
02674564-v	menonjol	KEEP	O	1	English
01326528-v	meniadakan	DELETE	O	1	Finnish
02020590-v	sampai di/ke	DELETE	X	1	English
08544593-n	sudut	KEEP	O	1	English
02964389-n	kargo	KEEP	O	1	Spanish
04267165-n	spandeks	KEEP	X	1	English
05198427-n	yurisdiksi	KEEP	O	2	English, Spanish
02526085-v	menjayakan	DELETE	Y	1	English
01462005-v	campurkan	DELETE	X	1	Finnish
09385137-n	irisan	KEEP	O	1	English
00002684-n	benda	KEEP	Y	1	Finnish
00107416-r	ini baru	KEEP	None	1	English
02472987-n	orang	KEEP	O	2	English, Spanish
00979870-v	mengatakan	KEEP	O	1	English
02163746-v	dilihat	DELETE	X	1	Greek
01827858-v	mengagumi	KEEP	Y	1	English
14016361-n	letih	KEEP	O	1	Spanish
04025130-n	boneka	KEEP	O	1	English
00405645-r	lain satu sama	KEEP	None	1	English
00027167-n	lokasi	KEEP	Y	1	Portuguese
02243630-v	menjual	KEEP	O	1	English
01664172-v	bersiapkan	DELETE	X	1	English
02510455-n	panda	KEEP	None	1	Polish
01282014-a	mengagumkan	KEEP	Y	1	English
00772967-v	menghadirkan	KEEP	O	1	English
04296562-n	marina bay floating platform	KEEP	None	1	English
02368336-a	semanis	KEEP	None	1	Thai
03541696-n	hotel	KEEP	Y	1	Portuguese
01158181-v	habiskan wang	DELETE	X	1	Spanish
03541696-n	inn	KEEP	None	1	Portuguese
02707659-a	kuliner	KEEP	X	3	English, Polish, Portuguese
05840431-n	sifat	KEEP	O	1	English
08337324-n	kantor	KEEP	O	1	English
01824339-v	ingin	KEEP	O	1	Greek
09139508-n	pierre	KEEP	None	1	Finnish
03671473-n	rangka	DELETE	O	1	Spanish
03405725-n	perabotan	KEEP	None	1	Spanish
01807882-v	menarik	KEEP	Y	1	Finnish
05190804-n	kekuatan	KEEP	O	1	Spanish
00017445-r	bahkan	KEEP	O	1	English
02587532-v	dapat	DELETE	O	1	English
02192992-v	mencicipi	KEEP	O	1	English
07577374-n	kudapan	KEEP	X	1	English
01002740-v	memfilmkan	KEEP	None	1	English
00207366-r	hari ini	KEEP	X	1	Finnish
03636649-n	lampu	KEEP	Y	1	Portuguese
02203362-v	mempunyai	KEEP	Y	1	Arabic
02609764-v	berakhir	KEEP	O	1	English
01824736-v	kayak	DELETE	O	1	English
02206619-v	menawan	KEEP	O	1	Arabic
00431552-n	hobi	KEEP	Y	1	Spanish
09786585-n	amatir	KEEP	O	1	Portuguese
09004068-n	moskow	KEEP	X	1	Japanese
00652900-v	membandingkan	KEEP	Y	1	Finnish
01110517-v	mengatasi	KEEP	O	1	English
01862918-v	singgah	KEEP	O	1	Spanish
15237044-n	musim semi	KEEP	O	1	English
07289358-n	hidangan istimewa	KEEP	X	1	English
07841037-n	putih telur	KEEP	O	1	Spanish
05835747-n	berkonsep	KEEP	None	1	English
00362103-n	potongan harga	KEEP	X	1	English
02267989-v	membawa	DELETE	O	1	Greek
05820620-n	misal	KEEP	Y	1	English
07648549-n	wing	KEEP	None	1	Slovene
01686439-a	unik	KEEP	Y	1	Spanish
00406243-v	bersiap	KEEP	O	1	English
01209576-n	layanan	KEEP	Y	1	English
07721456-n	cabai	KEEP	O	1	Portuguese
02627934-v	perlu	KEEP	O	1	English
10492202-n	penarik	KEEP	None	1	English
00094448-a	berjiwa	KEEP	Y	1	English
02238085-v	dapatkan	DELETE	X	1	English
02125409-a	menetap	KEEP	O	1	English
03804744-n	paku	KEEP	Y	1	Portuguese
07609840-n	pencuci mulut	KEEP	Y	1	English
00689344-v	berpikir	KEEP	O	1	English
02157557-n	ekor	KEEP	Y	1	Greek
07655505-n	kaki	KEEP	Y	1	English
01878719-v	meliuk-liuk	KEEP	O	1	English
04254777-n	kaus kaki	KEEP	Y	1	Spanish
08651735-n	langit	KEEP	None	1	English
05108740-n	banyak	KEEP	O	1	English
02630871-v	memiliki	KEEP	O	1	English
10151133-n	tamu	KEEP	O	1	Spanish
05790944-n	alternatif	KEEP	O	1	English
02402825-v	membuang kerja	DELETE	X	1	Spanish
02169702-v	mendengar	KEEP	Y	1	Greek
00087736-v	membutuhkan	DELETE	O	1	English
00599992-v	mengarik	DELETE	O	1	English
05839024-n	bagai	DELETE	O	1	English
01517662-v	melilit	KEEP	O	1	English
00182406-v	tambah	KEEP	O	1	English
02193194-v	terdengar	KEEP	O	1	Finnish
01027174-v	mengepil	DELETE	O	1	English
00597915-v	ketahui	KEEP	None	1	Greek
10325243-n	contoh terbaik	KEEP	X	1	Slovene
01128193-v	melindungi	KEEP	Y	1	English
03609235-n	kayak	KEEP	O	3	Japanese, Spanish, Portuguese
04835950-n	aksi	KEEP	O	1	English
00116687-n	peluncuran	KEEP	O	1	English
00522751-v	mengambil	DELETE	O	1	English
01410606-a	bagai	DELETE	O	1	Spanish
04971313-n	mawar	KEEP	O	1	English
08785343-n	athena	KEEP	X	1	Japanese
02711987-v	tergantung	KEEP	O	1	English
00142191-v	bentuk	KEEP	Y	1	English
03210940-n	tampilan	KEEP	None	1	Spanish
06396142-n	bagian	KEEP	None	1	English
02287041-v	belilah	KEEP	None	1	Greek
01935233-v	carilah	KEEP	None	1	English
05816287-n	informasi	KEEP	L	1	English
02635956-v	mengajak	DELETE	O	1	English
00591115-v	melihat	KEEP	O	1	English
07260623-n	kriteria	KEEP	Y	1	English
05718556-n	musik	KEEP	None	1	Spanish
10154186-n	gipsi	KEEP	Y	1	English
01256417-n	pimpinan	KEEP	Y	1	English
07621618-n	hiasi	KEEP	X	1	Finnish
00584367-n	kerja	KEEP	Y	1	English
00018043-r	walaupun	KEEP	L	1	Finnish
02297142-v	tawarkan	KEEP	X	1	English
15210045-n	januari	KEEP	O	2	Spanish, Slovene
02798769-n	berbasis	KEEP	None	1	English
07735803-n	lobak	KEEP	O	1	Slovene
00453803-v	menambah	KEEP	O	1	English
00664110-n	perawatan	KEEP	O	1	English
01386073-v	sejumlah	KEEP	O	1	English
00199707-n	modifikasi	KEEP	None	1	Greek
15165490-n	siang	KEEP	O	1	English
01401772-v	smash	KEEP	None	1	English
01179865-v	makan	KEEP	O	1	English
02197505-v	sambut	KEEP	None	1	Finnish
00639849-v	mendapat	DELETE	O	1	English
02701210-v	menahan	DELETE	O	1	English
09540430-n	sprite	DELETE	X	1	English
07966570-n	minoritas	KEEP	O	1	Finnish
01732270-a	calon	KEEP	O	1	Slovene
05988498-n	kegelapan	KEEP	O	1	Spanish
02717102-v	mengangkat	DELETE	O	1	Finnish
03623556-n	pisau	KEEP	Y	1	English
00232862-r	di luar	DELETE	None	1	English
00102736-r	pertama	KEEP	O	1	English
02797295-n	gerobak	KEEP	None	2	English, Spanish
03124541-a	tekstil	KEEP	O	1	Spanish
00180756-r	ke samping	DELETE	None	1	Finnish
06646243-n	pertanda	KEEP	None	1	Spanish
07579787-n	piring	KEEP	O	1	Spanish
14410605-n	masalah	KEEP	O	1	Spanish
00008600-r	cuma	KEEP	O	1	English
02727883-v	terjual	KEEP	O	1	English
01845720-v	pergi	KEEP	O	1	English
07824988-n	acar	KEEP	O	1	English
00110815-r	ke dalam	KEEP	None	1	English
01692222-a	di luar	KEEP	None	1	English
15159583-n	tanggal	KEEP	O	1	Polish
01749184-v	cetakan	KEEP	O	1	English
02685951-v	menganjur	DELETE	O	1	English
02245765-v	bertransaksi	KEEP	X	1	Arabic
05677340-n	rasa	KEEP	O	1	English
00332017-v	menggiling	KEEP	O	1	Spanish
02603699-v	makhluk	DELETE	O	1	English
01778568-v	menghormati	KEEP	O	1	English
04473432-n	transit	KEEP	L	1	English
02016523-v	ke dalam	KEEP	X	1	English
01073241-n	favorit	KEEP	None	1	English
00020759-r	tidak pernah	KEEP	L	1	Slovene
05839024-n	bagai	KEEP	O	1	English
01024190-v	disebutkan	KEEP	None	1	English
09624168-n	pria	KEEP	O	1	Finnish
02522319-v	gagal	KEEP	O	1	English
13376012-n	mastercard	KEEP	None	1	Finnish
02066939-v	mengalir	KEEP	Y	1	English
00770437-v	memperoleh	DELETE	O	1	Spanish
02812201-n	kapal perang	KEEP	O	1	Japanese
00363788-n	penambahan	KEEP	O	1	English
01982395-v	mengira	DELETE	O	1	Finnish
00393105-a	white	KEEP	None	1	Slovene
00173338-v	membuka	DELETE	O	1	Arabic
13779244-n	jumlah	KEEP	O	1	English
02236124-v	meluwengkan	DELETE	O	1	Arabic
13983515-n	kegelapan	KEEP	Y	1	Arabic
01167780-v	bersantap	KEEP	O	1	Portuguese
01645601-v	mengakibatkan	KEEP	O	1	English
14685296-n	arang	KEEP	O	1	English
02747709-v	lanjut	KEEP	None	1	English
03862676-n	tungku	KEEP	None	1	Finnish
08539717-n	pemukiman	KEEP	O	1	Spanish
00802318-v	diperbolehkan	KEEP	X	1	English
02236124-v	ambil	DELETE	O	1	Arabic
02434976-v	mengikuti	KEEP	O	1	English
08630039-n	daerah	KEEP	O	1	English
08833809-n	melbourne	KEEP	None	1	English
15266911-n	akhir	KEEP	O	1	English
01199751-a	sejenis	KEEP	O	1	Finnish
01705655-a	tersembunyi	KEEP	O	1	English
07565259-n	makanan	KEEP	O	1	Finnish
14411981-n	pengakuan	KEEP	Y	1	Spanish
05638987-n	bakat	KEEP	O	1	English
06185955-n	pengajaran	KEEP	O	1	English
05810561-n	hidup	KEEP	O	1	Finnish
02443849-v	beroperasi	KEEP	O	1	Arabic
09426788-n	laut	KEEP	O	1	English
02568672-v	menjalankan praktik	DELETE	X	1	English
02879087-n	karangan	KEEP	O	1	Slovene
00409440-a	hitam”	KEEP	None	1	Polish
02696920-a	masyarakat	KEEP	O	1	Portuguese
04202417-n	belanja	KEEP	None	1	English
12587803-n	pohon kelapa	DELETE	X	2	English, Slovene
